model_name,vehicle_class,fleet_vehicle_days,booked_hours,booked_revenue_krw,stockout_days,booked_vehicle_days,utilization_rate,repair_cost_raw_krw,repair_cost_winsorized_krw,repair_cost_removed_as_excess_krw,repair_cost_outlier_cap_vehicle_level_krw,depreciation_cost_krw,depreciation_status,profit_proxy_before_depreciation_krw,profit_margin_proxy_before_depreciation
26년 쏠라티(15인/경유),RV,239,879.6666666666666,10718395.0,53,36.65277777777778,0.1533589028358903,0.0,0.0,0.0,908483.0000000005,,unavailable_purchase_sale_fields,10718395.0,1.0
22년 쏘렌토 하이브리드(7인/휘),SUV,1764,4766.583333333333,10791563.0,4,198.60763888888889,0.11258936444948349,145090.0,145090.0,0.0,908483.0000000005,,unavailable_purchase_sale_fields,10646473.0,0.9865552376425917
26년 BMW 520i  M스포츠(휘),IMPORTED,720,2171.883333333333,10490245.0,0,90.49513888888889,0.12568769290123458,0.0,0.0,0.0,908483.0000000005,,unavailable_purchase_sale_fields,10490245.0,1.0
24년 쏠라티(15인/경유),RV,588,1228.1666666666667,11393735.0,78,51.173611111111114,0.0870299508692366,1053778.0,908483.0000000005,145294.99999999953,908483.0000000005,,unavailable_purchase_sale_fields,10485252.0,0.9202646893226848
24년 레이(휘),URBAN,2940,8639.966666666667,10330065.0,0,359.99861111111113,0.12244850718065005,0.0,0.0,0.0,908483.0000000005,,unavailable_purchase_sale_fields,10330065.0,1.0
22년 스포티지 하이브리드(휘),SUV,1764,4631.966666666666,9380010.0,2,192.9986111111111,0.10940964348702444,0.0,0.0,0.0,908483.0000000005,,unavailable_purchase_sale_fields,9380010.0,1.0
25년 BMW X7 xdrive40i 하이브리드(휘),SUPERCAR,419,519.6666666666666,9355460.0,32,21.652777777777775,0.051677273932643854,0.0,0.0,0.0,908483.0000000005,,unavailable_purchase_sale_fields,9355460.0,1.0
19년 더뉴카니발리무진7인(경유),RV,2940,3548.0,10259510.0,0,147.83333333333334,0.05028344671201814,1001495.0,1001495.0,0.0,908483.0000000005,,unavailable_purchase_sale_fields,9258015.0,0.9023837395743072
19/20년 머스탱 컨버터블(휘),IMPORTED,1326,2686.2,9515275.0,0,111.925,0.08440799396681749,320000.0,320000.0,0.0,908483.0000000005,,unavailable_purchase_sale_fields,9195275.0,0.9663698631936544
21년 4세대 더올뉴투싼(휘),SUV,4116,6919.0,11697280.0,0,288.2916666666667,0.0700417071590541,3195990.0,2610673.0000000005,585316.9999999995,908483.0000000005,,unavailable_purchase_sale_fields,9086607.0,0.7768136695026536
20년 더 뉴 그랜저(LPG),LUXURY,1764,3995.75,8642520.0,0,166.48958333333334,0.09438184996220711,0.0,0.0,0.0,908483.0000000005,,unavailable_purchase_sale_fields,8642520.0,1.0
22년 스포티지(휘),SUV,2210,3082.233333333333,8531795.0,0,128.42638888888888,0.058111488185017594,1417390.0,908483.0000000005,508906.99999999953,908483.0000000005,,unavailable_purchase_sale_fields,7623312.0,0.8935179525527747
26년 더 K5(휘),MIDSIZE,910,4977.45,7620725.0,2,207.39374999999998,0.22790521978021977,0.0,0.0,0.0,908483.0000000005,,unavailable_purchase_sale_fields,7620725.0,1.0
22년 베뉴(휘),SUV,1176,4458.5,6986175.0,30,185.77083333333334,0.15796839569160998,0.0,0.0,0.0,908483.0000000005,,unavailable_purchase_sale_fields,6986175.0,1.0
18/19년 쏠라티(15인/경유),RV,1764,1148.9833333333333,8667830.0,0,47.87430555555556,0.02713962899974805,4749380.0,1816966.000000001,2932413.999999999,908483.0000000005,,unavailable_purchase_sale_fields,6850863.999999999,0.7903782146165763
26년  스포티지(휘),SUV,233,2147.25,6628735.0,123,89.46875,0.38398605150214593,0.0,0.0,0.0,908483.0000000005,,unavailable_purchase_sale_fields,6628735.0,1.0
20년 K5(휘),MIDSIZE,5880,4249.5,6525010.0,0,177.0625,0.03011267006802721,0.0,0.0,0.0,908483.0000000005,,unavailable_purchase_sale_fields,6525010.0,1.0
20년 올뉴k3(휘),COMPACT,5880,6671.833333333333,7451725.0,0,277.99305555555554,0.0472777305366591,1001500.0,1001500.0,0.0,908483.0000000005,,unavailable_purchase_sale_fields,6450225.0,0.8656015888938468
18년 올뉴카니발리무진7인(경유),RV,4116,2519.516666666667,7524825.0,0,104.97986111111112,0.025505311251484725,1319600.0,1319600.0,0.0,908483.0000000005,,unavailable_purchase_sale_fields,6205225.0,0.8246337954703266
21년 아우디A5 카브리올레(휘),IMPORTED,588,1512.9833333333333,6139865.0,88,63.04097222222222,0.10721253779289494,0.0,0.0,0.0,908483.0000000005,,unavailable_purchase_sale_fields,6139865.0,1.0
19년 올뉴K3(휘),COMPACT,5734,4342.033333333334,6184100.0,0,180.91805555555558,0.03155180599155138,68090.0,68090.0,0.0,908483.0000000005,,unavailable_purchase_sale_fields,6116010.0,0.9889895053443508
21년 4세대 쏘렌토(7인/휘),SUV,1764,2583.75,6723085.0,0,107.65625,0.0610296201814059,720110.0,720110.0,0.0,908483.0000000005,,unavailable_purchase_sale_fields,6002975.0,0.8928899456127656
19년 더뉴그랜드스타렉스12인(경유),RV,1176,1991.0833333333333,5904315.0,17,82.96180555555556,0.07054575302343159,0.0,0.0,0.0,908483.0000000005,,unavailable_purchase_sale_fields,5904315.0,1.0
22년 스타리아 11인승(경유),RV,2175,1619.7166666666667,5841395.0,0,67.48819444444445,0.031029054916985953,0.0,0.0,0.0,908483.0000000005,,unavailable_purchase_sale_fields,5841395.0,1.0
20년 베리뉴티볼리(경유),SUV,2352,3107.0,5468090.0,0,129.45833333333334,0.05504180839002268,166710.0,166710.0,0.0,908483.0000000005,,unavailable_purchase_sale_fields,5301380.0,0.9695122062731228
20년 쏘나타DN8(휘),MIDSIZE,4116,3302.15,4832230.0,0,137.58958333333334,0.033427984288953674,116160.0,116160.0,0.0,908483.0000000005,,unavailable_purchase_sale_fields,4716070.0,0.9759614091216685
22년 XM3(휘),SUV,1176,2714.25,5009330.0,15,113.09375,0.09616815476190477,392343.0,392343.0,0.0,908483.0000000005,,unavailable_purchase_sale_fields,4616987.0,0.9216775496922742
19년 더뉴카니발하이리무진7인(경유),RV,1761,1487.3333333333333,5396580.0,0,61.97222222222222,0.0351914947315288,3789040.0,1075903.0000000005,2713136.9999999995,908483.0000000005,,unavailable_purchase_sale_fields,4320677.0,0.8006324375808382
22년 BMW 미니 컨버터블S(휘),IMPORTED,1176,1921.6166666666666,5628685.0,3,80.06736111111111,0.06808449074074074,9540000.0,1816966.000000001,7723033.999999999,908483.0000000005,,unavailable_purchase_sale_fields,3811718.999999999,0.6771952951710745
22년 K5(LPG),MIDSIZE,3536,1971.1333333333334,3774090.0,0,82.13055555555556,0.023226967068878834,0.0,0.0,0.0,908483.0000000005,,unavailable_purchase_sale_fields,3774090.0,1.0
23년 4세대 쏘렌토(7인/휘),SUV,588,1544.8333333333333,3601005.0,86,64.36805555555556,0.10946948223733938,0.0,0.0,0.0,908483.0000000005,,unavailable_purchase_sale_fields,3601005.0,1.0
20년 올뉴아반떼CN7(휘),COMPACT,2940,3601.9166666666665,4731160.0,0,150.07986111111111,0.05104757180650038,2235070.0,1758343.0000000005,476726.99999999953,908483.0000000005,,unavailable_purchase_sale_fields,2972816.9999999995,0.6283484388606598
20년 셀토스(휘),SUV,2352,2064.4166666666665,3614085.0,0,86.0173611111111,0.03657200727513227,696400.0,696400.0,0.0,908483.0000000005,,unavailable_purchase_sale_fields,2917685.0,0.8073094573038542
20년 SM6(휘),MIDSIZE,1176,1866.0833333333333,2251885.0,3,77.75347222222221,0.06611689814814814,0.0,0.0,0.0,908483.0000000005,,unavailable_purchase_sale_fields,2251885.0,1.0
16/18년 올뉴카니발9인(경유),RV,1176,957.8333333333334,1855555.0,42,39.90972222222222,0.033936838624338626,0.0,0.0,0.0,908483.0000000005,,unavailable_purchase_sale_fields,1855555.0,1.0
20년 QM6(LPG),SUV,1766,351.28333333333336,839680.0,0,14.636805555555556,0.008288111866112998,74000.0,74000.0,0.0,908483.0000000005,,unavailable_purchase_sale_fields,765680.0,0.9118711890243902
21년 더 뉴 K7(휘),LUXURY,392,284.5,741235.0,0,11.854166666666666,0.03024022108843537,0.0,0.0,0.0,908483.0000000005,,unavailable_purchase_sale_fields,741235.0,1.0
21년 4세대카니발 9인승(경유),RV,980,254.0,455320.0,0,10.583333333333334,0.010799319727891157,0.0,0.0,0.0,908483.0000000005,,unavailable_purchase_sale_fields,455320.0,1.0
21년 K8(휘),LUXURY,294,196.0,417720.0,0,8.166666666666666,0.027777777777777776,0.0,0.0,0.0,908483.0000000005,,unavailable_purchase_sale_fields,417720.0,1.0
18년 뉴레이(휘),URBAN,2156,277.5833333333333,209370.0,0,11.565972222222221,0.005364551123479695,7040.0,7040.0,0.0,908483.0000000005,,unavailable_purchase_sale_fields,202330.0,0.9663753164254669
19년 쏘울 부스터(휘),COMPACT,392,48.5,159800.0,0,2.0208333333333335,0.0051551870748299325,0.0,0.0,0.0,908483.0000000005,,unavailable_purchase_sale_fields,159800.0,1.0
21년 K8(LPG),LUXURY,294,47.0,135850.0,0,1.9583333333333333,0.006660997732426304,0.0,0.0,0.0,908483.0000000005,,unavailable_purchase_sale_fields,135850.0,1.0
16/18년 올뉴그랜드카니발11인(경유),RV,720,33.666666666666664,105300.0,0,1.4027777777777777,0.0019483024691358023,0.0,0.0,0.0,908483.0000000005,,unavailable_purchase_sale_fields,105300.0,1.0
19년 엑센트(휘),URBAN,98,6.0,22000.0,2,0.25,0.002551020408163265,0.0,0.0,0.0,908483.0000000005,,unavailable_purchase_sale_fields,22000.0,1.0
26년 BMW X6 xdrive30d M sport(경유),SUPERCAR,257,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,908483.0000000005,,unavailable_purchase_sale_fields,0.0,
19년 싼타페TM 2륜 (5인/경유),SUV,196,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,908483.0000000005,,unavailable_purchase_sale_fields,0.0,
18/19년 올뉴 K3(휘),COMPACT,196,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,908483.0000000005,,unavailable_purchase_sale_fields,0.0,
19년 베뉴(휘),SUV,196,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,908483.0000000005,,unavailable_purchase_sale_fields,0.0,
22년 폭스바겐 제타(휘),IMPORTED,294,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,908483.0000000005,,unavailable_purchase_sale_fields,0.0,
18년 올뉴 쏘렌토(7인/경유),SUV,294,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,908483.0000000005,,unavailable_purchase_sale_fields,0.0,
26년 아우디 Q4 e-tron,IMPORTED,41,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,908483.0000000005,,unavailable_purchase_sale_fields,0.0,
26년 아우디Q5 40 TDI quattro,IMPORTED,21,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,908483.0000000005,,unavailable_purchase_sale_fields,0.0,
20년 K5(LPG) 청주지점,MIDSIZE,3226,0.0,0.0,0,0.0,0.0,31100.0,31100.0,0.0,908483.0000000005,,unavailable_purchase_sale_fields,-31100.0,
18년 모닝(휘),URBAN,490,0.0,0.0,0,0.0,0.0,117040.0,117040.0,0.0,908483.0000000005,,unavailable_purchase_sale_fields,-117040.0,
18년 뉴k3(휘),COMPACT,196,88.0,71060.0,0,3.6666666666666665,0.01870748299319728,202250.0,202250.0,0.0,908483.0000000005,,unavailable_purchase_sale_fields,-131190.0,-1.8461863214185195
19년 더뉴 아반떼(휘),COMPACT,784,0.0,0.0,0,0.0,0.0,225500.0,225500.0,0.0,908483.0000000005,,unavailable_purchase_sale_fields,-225500.0,
18년 코나(휘),SUV,1274,0.0,0.0,0,0.0,0.0,385000.0,385000.0,0.0,908483.0000000005,,unavailable_purchase_sale_fields,-385000.0,
18/19년 그랜져IG(휘),LUXURY,490,0.0,0.0,0,0.0,0.0,650210.0,650210.0,0.0,908483.0000000005,,unavailable_purchase_sale_fields,-650210.0,
19년 G80(휘),LUXURY,196,0.0,0.0,0,0.0,0.0,1879020.0,908483.0000000005,970536.9999999995,908483.0000000005,,unavailable_purchase_sale_fields,-908483.0000000005,
19년 벤츠 E클래스 카브리올레[경유],IMPORTED,294,0.0,0.0,0,0.0,0.0,3159824.0,1008483.0000000005,2151340.9999999995,908483.0000000005,,unavailable_purchase_sale_fields,-1008483.0000000005,
업무용차량,CITY,7577,0.0,0.0,0,0.0,0.0,11356000.0,3500449.0000000014,7855550.999999999,908483.0000000005,,unavailable_purchase_sale_fields,-3500449.0000000014,
