dimension,segment,insurance_metric,denominator,segment_n,segment_successes,segment_rate,rest_rate,diff_pp,z_score,p_value,meets_min_users,q_value,significant_fdr_05,direction,metric
language,"en@us,en",event_selected_all_users,all_users,2,0,0.0,0.024262227216275356,-0.024262227216275356,-0.22300449247818405,0.823532010053442,False,0.9127056284666473,False,lower,insurance_selection
language,es,event_selected_all_users,all_users,331,19,0.05740181268882175,0.024098533584916874,0.033303279103904876,3.928349339930849,8.553090688959397e-05,True,0.000795437434073224,True,higher,insurance_selection
language,et,event_selected_all_users,all_users,3,0,0.0,0.024262585939232646,-0.024262585939232646,-0.2731256275521181,0.7847566474612131,False,0.9127056284666473,False,lower,insurance_selection
language,fi,event_selected_all_users,all_users,3,0,0.0,0.024262585939232646,-0.024262585939232646,-0.2731256275521181,0.7847566474612131,False,0.9127056284666473,False,lower,insurance_selection
language,fil,event_selected_all_users,all_users,82,0,0.0,0.024290958612114395,-0.024290958612114395,-1.4287706973119718,0.15307015033831206,True,0.5931468325609592,False,lower,insurance_selection
language,fr,event_selected_all_users,all_users,400,15,0.0375,0.02418275379993456,0.013317246200065438,1.7259603270141821,0.08435455033149004,True,0.3509860899935083,False,higher,insurance_selection
language,gu,event_selected_all_users,all_users,4,0,0.0,0.024262944672797705,-0.024262944672797705,-0.31538064067813376,0.7524726638894945,False,0.9127056284666473,False,lower,insurance_selection
language,he,event_selected_all_users,all_users,14,0,0.0,0.024266532591979178,-0.024266532591979178,-0.59006677558416,0.5551458822744018,False,0.9127056284666473,False,lower,insurance_selection
language,hi,event_selected_all_users,all_users,17,0,0.0,0.024267609174664674,-0.024267609174664674,-0.6502363411932071,0.5155395699930436,False,0.9127056284666473,False,lower,insurance_selection
language,hr,event_selected_all_users,all_users,9,2,0.2222222222222222,0.024235165387629567,0.19798705683459264,3.8601441975565645,0.00011332013370158175,False,0.0009580702212951913,True,higher,insurance_selection
language,hu,event_selected_all_users,all_users,4,0,0.0,0.024262944672797705,-0.024262944672797705,-0.31538064067813376,0.7524726638894945,False,0.9127056284666473,False,lower,insurance_selection
language,hy,event_selected_all_users,all_users,4,0,0.0,0.024262944672797705,-0.024262944672797705,-0.31538064067813376,0.7524726638894945,False,0.9127056284666473,False,lower,insurance_selection
language,id,event_selected_all_users,all_users,4489,0,0.0,0.025986159717493545,-0.025986159717493545,-10.934001669777546,7.927369013543873e-28,True,3.686226591297901e-26,True,lower,insurance_selection
language,it,event_selected_all_users,all_users,119,13,0.1092436974789916,0.024111731512611263,0.08513196596638034,6.030566837012742,1.633855796912154e-09,True,2.5324764852138386e-08,True,higher,insurance_selection
language,ja,event_selected_all_users,all_users,219,6,0.0273972602739726,0.024251323810795176,0.0031459364631774255,0.30209403415801617,0.7625803801710626,True,0.9127056284666473,False,higher,insurance_selection
language,ka,event_selected_all_users,all_users,1,0,0.0,0.024261868503925366,-0.024261868503925366,-0.15768682316882845,0.8747035841712179,False,0.9127056284666473,False,lower,insurance_selection
language,km,event_selected_all_users,all_users,8,0,0.0,0.024264379713145053,-0.024264379713145053,-0.44602876903561406,0.6555764648268831,False,0.9127056284666473,False,lower,insurance_selection
language,ko,event_selected_all_users,all_users,2152,8,0.0037174721189591076,0.024936627676144518,-0.021219155557185412,-6.295097383939504,3.0720693180888796e-10,True,5.714048931645316e-09,True,lower,insurance_selection
language,lo,event_selected_all_users,all_users,2,0,0.0,0.024262227216275356,-0.024262227216275356,-0.22300449247818405,0.823532010053442,False,0.9127056284666473,False,lower,insurance_selection
language,lt,event_selected_all_users,all_users,1,0,0.0,0.024261868503925366,-0.024261868503925366,-0.15768682316882845,0.8747035841712179,False,0.9127056284666473,False,lower,insurance_selection
language,ml,event_selected_all_users,all_users,1,0,0.0,0.024261868503925366,-0.024261868503925366,-0.15768682316882845,0.8747035841712179,False,0.9127056284666473,False,lower,insurance_selection
language,mr,event_selected_all_users,all_users,3,0,0.0,0.024262585939232646,-0.024262585939232646,-0.2731256275521181,0.7847566474612131,False,0.9127056284666473,False,lower,insurance_selection
language,ms,event_selected_all_users,all_users,319,0,0.0,0.024376476180573092,-0.024376476180573092,-2.8230208485064705,0.004757347786581437,True,0.029495556276804905,True,lower,insurance_selection
language,my,event_selected_all_users,all_users,68,0,0.0,0.02428592570667456,-0.02428592570667456,-1.3009633705365846,0.19327099298852327,True,0.6913154749204871,False,lower,insurance_selection
language,nb,event_selected_all_users,all_users,12,0,0.0,0.02426581492325437,-0.02426581492325437,-0.5462876027940062,0.5848682566360317,False,0.9127056284666473,False,lower,insurance_selection
language,ne,event_selected_all_users,all_users,1,0,0.0,0.024261868503925366,-0.024261868503925366,-0.15768682316882845,0.8747035841712179,False,0.9127056284666473,False,lower,insurance_selection
language,nl,event_selected_all_users,all_users,145,11,0.07586206896551724,0.02415065266027588,0.051711416305241356,4.042767735336317,5.282394105867845e-05,True,0.0005458473909396772,True,higher,insurance_selection
language,pl,event_selected_all_users,all_users,33,2,0.06060606060606061,0.024243768952000592,0.03636229165406002,1.357302394706171,0.17468514675938832,False,0.6498287459449246,False,higher,insurance_selection
language,pt,event_selected_all_users,all_users,79,5,0.06329113924050633,0.024215870572388578,0.03907526866811775,2.2559845217645482,0.02407160050375149,True,0.13168581452052286,False,higher,insurance_selection
language,ro,event_selected_all_users,all_users,46,1,0.021739130434782608,0.024263226417327494,-0.0025240959825448862,-0.11122730663583862,0.9114360984142169,False,0.9127056284666473,False,lower,insurance_selection
language,ru,event_selected_all_users,all_users,306,7,0.02287581699346405,0.024267807283312542,-0.0013919902898484916,-0.15790164967907755,0.8745342981177251,True,0.9127056284666473,False,lower,insurance_selection
language,sk,event_selected_all_users,all_users,4,1,0.25,0.02424815920986486,0.22575184079013513,2.9344237124887784,0.0033416768753361443,False,0.022198282100447244,True,higher,insurance_selection
language,sl,event_selected_all_users,all_users,2,0,0.0,0.024262227216275356,-0.024262227216275356,-0.22300449247818405,0.823532010053442,False,0.9127056284666473,False,lower,insurance_selection
language,sq,event_selected_all_users,all_users,6,0,0.0,0.024263662171753016,-0.024263662171753016,-0.38626653337847083,0.6992992833033331,False,0.9127056284666473,False,lower,insurance_selection
language,sr,event_selected_all_users,all_users,4,1,0.25,0.02424815920986486,0.22575184079013513,2.9344237124887784,0.0033416768753361443,False,0.022198282100447244,True,higher,insurance_selection
language,sv,event_selected_all_users,all_users,11,0,0.0,0.02426545610481021,-0.02426545610481021,-0.5230266925072073,0.6009556781828158,False,0.9127056284666473,False,lower,insurance_selection
language,sw,event_selected_all_users,all_users,1,0,0.0,0.024261868503925366,-0.024261868503925366,-0.15768682316882845,0.8747035841712179,False,0.9127056284666473,False,lower,insurance_selection
language,ta,event_selected_all_users,all_users,1,0,0.0,0.024261868503925366,-0.024261868503925366,-0.15768682316882845,0.8747035841712179,False,0.9127056284666473,False,lower,insurance_selection
language,th,event_selected_all_users,all_users,1279,0,0.0,0.024729124911466418,-0.024729124911466418,-5.6934161356544095,1.2452239333511795e-08,True,1.65436894002371e-07,True,lower,insurance_selection
language,tl,event_selected_all_users,all_users,1,0,0.0,0.024261868503925366,-0.024261868503925366,-0.15768682316882845,0.8747035841712179,False,0.9127056284666473,False,lower,insurance_selection
language,tr,event_selected_all_users,all_users,102,1,0.00980392156862745,0.024283345178867568,-0.014479423610240117,-0.9497253236353567,0.34225183886248295,True,0.9127056284666473,False,lower,insurance_selection
language,uk,event_selected_all_users,all_users,34,1,0.029411764705882353,0.02425891959055677,0.005152845115325582,0.19523232874427174,0.8452110713084757,False,0.9127056284666473,False,higher,insurance_selection
language,vi,event_selected_all_users,all_users,109,1,0.009174311926605505,0.024285862370240933,-0.015111550443635428,-1.0245812981998772,0.3055607925860273,True,0.9127056284666473,False,lower,insurance_selection
language,yue,event_selected_all_users,all_users,1,0,0.0,0.024261868503925366,-0.024261868503925366,-0.15768682316882845,0.8747035841712179,False,0.9127056284666473,False,lower,insurance_selection
language,zh,event_selected_all_users,all_users,9327,344,0.0368821700439584,0.022242801529728524,0.014639368514229874,8.531935574005987,1.439192025116945e-17,True,3.3461214583968967e-16,True,higher,insurance_selection
language,(unknown),reservation_insurance_row_reservation_users,reservation_users,7014,6916,0.9860279441117764,0.9936353425683264,-0.0076073984565500075,-3.0888791155665563,0.002009131706106922,True,0.015570770722328646,True,lower,insurance_selection
language,ar,reservation_insurance_row_reservation_users,reservation_users,2,2,1.0,0.9881235154394299,0.01187648456057011,0.1550432258256536,0.8767872400240355,False,0.9127056284666473,False,higher,insurance_selection
language,ca,reservation_insurance_row_reservation_users,reservation_users,1,1,1.0,0.988124741842214,0.011875258157786006,0.10962645573533153,0.9127056284666473,False,0.9127056284666473,False,higher,insurance_selection
language,cs,reservation_insurance_row_reservation_users,reservation_users,4,4,1.0,0.9881210618737734,0.011878938126226646,0.21928688047101816,0.8264265810749172,False,0.9127056284666473,False,higher,insurance_selection
language,cy,reservation_insurance_row_reservation_users,reservation_users,1,1,1.0,0.988124741842214,0.011875258157786006,0.10962645573533153,0.9127056284666473,False,0.9127056284666473,False,higher,insurance_selection
language,da,reservation_insurance_row_reservation_users,reservation_users,6,6,1.0,0.9881186072941419,0.011881392705858085,0.268598228538119,0.7882388756374702,False,0.9127056284666473,False,higher,insurance_selection
language,de,reservation_insurance_row_reservation_users,reservation_users,26,26,1.0,0.9880940055906409,0.011905994409359133,0.5597103718322031,0.5756770066506802,False,0.9127056284666473,False,higher,insurance_selection
language,en,reservation_insurance_row_reservation_users,reservation_users,1922,1908,0.9927159209157128,0.9869895658894757,0.005726355026237084,2.0749836471114986,0.03798805038096753,True,0.1962715936349989,False,higher,insurance_selection
language,es,reservation_insurance_row_reservation_users,reservation_users,28,28,1.0,0.9880915398156778,0.011908460184322234,0.5808990467244014,0.5613084948749921,False,0.9127056284666473,False,higher,insurance_selection
language,fr,reservation_insurance_row_reservation_users,reservation_users,28,28,1.0,0.9880915398156778,0.011908460184322234,0.5808990467244014,0.5613084948749921,False,0.9127056284666473,False,higher,insurance_selection
language,hr,reservation_insurance_row_reservation_users,reservation_users,2,2,1.0,0.9881235154394299,0.01187648456057011,0.1550432258256536,0.8767872400240355,False,0.9127056284666473,False,higher,insurance_selection
language,id,reservation_insurance_row_reservation_users,reservation_users,1,1,1.0,0.988124741842214,0.011875258157786006,0.10962645573533153,0.9127056284666473,False,0.9127056284666473,False,higher,insurance_selection
language,it,reservation_insurance_row_reservation_users,reservation_users,18,17,0.9444444444444444,0.9882073031964415,-0.043762858751997036,-1.7125084349567443,0.08680301150377087,False,0.3509860899935083,False,lower,insurance_selection
language,ja,reservation_insurance_row_reservation_users,reservation_users,10,10,1.0,0.9881136950904392,0.011886304909560774,0.346830495985812,0.7287186650730684,False,0.9127056284666473,False,higher,insurance_selection
language,ko,reservation_insurance_row_reservation_users,reservation_users,25,25,1.0,0.9880952380952381,0.011904761904761862,0.5488127659389116,0.5831339485579299,False,0.9127056284666473,False,higher,insurance_selection
language,lt,reservation_insurance_row_reservation_users,reservation_users,1,1,1.0,0.988124741842214,0.011875258157786006,0.10962645573533153,0.9127056284666473,False,0.9127056284666473,False,higher,insurance_selection
language,nl,reservation_insurance_row_reservation_users,reservation_users,19,19,1.0,0.9881026277674322,0.011897372232567816,0.4782953612563793,0.6324399975156871,False,0.9127056284666473,False,higher,insurance_selection
language,pl,reservation_insurance_row_reservation_users,reservation_users,4,4,1.0,0.9881210618737734,0.011878938126226646,0.21928688047101816,0.8264265810749172,False,0.9127056284666473,False,higher,insurance_selection
language,pt,reservation_insurance_row_reservation_users,reservation_users,7,7,1.0,0.9881173796238892,0.011882620376110764,0.2901342334090637,0.7717135471316449,False,0.9127056284666473,False,higher,insurance_selection
language,ro,reservation_insurance_row_reservation_users,reservation_users,1,1,1.0,0.988124741842214,0.011875258157786006,0.10962645573533153,0.9127056284666473,False,0.9127056284666473,False,higher,insurance_selection
language,ru,reservation_insurance_row_reservation_users,reservation_users,13,13,1.0,0.9881100082712986,0.011889991728701421,0.3955089321664208,0.6924673309448586,False,0.9127056284666473,False,higher,insurance_selection
language,sk,reservation_insurance_row_reservation_users,reservation_users,2,2,1.0,0.9881235154394299,0.01187648456057011,0.1550432258256536,0.8767872400240355,False,0.9127056284666473,False,higher,insurance_selection
language,sq,reservation_insurance_row_reservation_users,reservation_users,1,1,1.0,0.988124741842214,0.011875258157786006,0.10962645573533153,0.9127056284666473,False,0.9127056284666473,False,higher,insurance_selection
language,sr,reservation_insurance_row_reservation_users,reservation_users,1,1,1.0,0.988124741842214,0.011875258157786006,0.10962645573533153,0.9127056284666473,False,0.9127056284666473,False,higher,insurance_selection
language,sv,reservation_insurance_row_reservation_users,reservation_users,2,2,1.0,0.9881235154394299,0.01187648456057011,0.1550432258256536,0.8767872400240355,False,0.9127056284666473,False,higher,insurance_selection
language,th,reservation_insurance_row_reservation_users,reservation_users,1,1,1.0,0.988124741842214,0.011875258157786006,0.10962645573533153,0.9127056284666473,False,0.9127056284666473,False,higher,insurance_selection
language,tr,reservation_insurance_row_reservation_users,reservation_users,1,1,1.0,0.988124741842214,0.011875258157786006,0.10962645573533153,0.9127056284666473,False,0.9127056284666473,False,higher,insurance_selection
language,uk,reservation_insurance_row_reservation_users,reservation_users,2,2,1.0,0.9881235154394299,0.01187648456057011,0.1550432258256536,0.8767872400240355,False,0.9127056284666473,False,higher,insurance_selection
language,vi,reservation_insurance_row_reservation_users,reservation_users,5,5,1.0,0.9881198347107438,0.011880165289256173,0.2451828490757492,0.8063148556198225,False,0.9127056284666473,False,higher,insurance_selection
language,zh,reservation_insurance_row_reservation_users,reservation_users,537,535,0.9962756052141527,0.9876475732400525,0.008628031974100225,1.7939357725331664,0.07282342089806051,True,0.32250372111998227,False,higher,insurance_selection
channel,(unknown) / (unknown),event_selected_all_users,all_users,33485,425,0.012692250261311034,0.03560448569671771,-0.022912235435406676,-19.363596977142556,1.5656218342059641e-83,True,2.2310111137434988e-82,True,lower,insurance_selection
channel,(unknown) / link,event_selected_all_users,all_users,19,0,0.0,0.02426832694952602,-0.02426832694952602,-0.6874324050072028,0.4918102830176317,False,0.9127056284666473,False,lower,insurance_selection
channel,BFF / referral,event_selected_all_users,all_users,69,4,0.057971014492753624,0.02422708638576862,0.033743928106985004,1.8208447538467676,0.06863045910216548,True,0.20929164737599074,False,higher,insurance_selection
channel,INFLUENCER / INFLUENCER,event_selected_all_users,all_users,34,8,0.23529411764705882,0.02415537542157269,0.21113874222548612,7.999679285957657,1.247436944232556e-15,False,7.900433980139522e-15,True,higher,insurance_selection
channel,an / (unknown),event_selected_all_users,all_users,6,0,0.0,0.024263662171753016,-0.024263662171753016,-0.38626653337847083,0.6992992833033331,False,0.9127056284666473,False,lower,insurance_selection
channel,app / (unknown),event_selected_all_users,all_users,1717,285,0.1659871869539895,0.020570076303454133,0.14541711065053536,38.66264334323653,0.0,True,0.0,True,higher,insurance_selection
channel,app / INFLUENCER,event_selected_all_users,all_users,7,4,0.5714285714285714,0.024204876461977495,0.547223694966594,9.409484033723595,4.985783202423614e-21,False,4.0598520362592286e-20,True,higher,insurance_selection
channel,app / cpc,event_selected_all_users,all_users,24,16,0.6666666666666666,0.02403348418966486,0.6426331824770017,20.458136553792666,5.084470081607089e-93,False,9.660493155053469e-92,True,higher,insurance_selection
channel,app / link,event_selected_all_users,all_users,1,1,1.0,0.024247083696793174,0.9757529163032068,6.341777738374876,2.2712883757559667e-10,False,1.1769403401644554e-09,True,higher,insurance_selection
channel,app / referral,event_selected_all_users,all_users,2,0,0.0,0.024262227216275356,-0.024262227216275356,-0.22300449247818405,0.823532010053442,False,0.9127056284666473,False,lower,insurance_selection
channel,app / {{placement}},event_selected_all_users,all_users,2,2,1.0,0.024232657164823465,0.9757673428351765,8.96869438761896,3.000498260949064e-19,False,2.137855010926208e-18,True,higher,insurance_selection
channel,arbstub / arbstub,event_selected_all_users,all_users,2,0,0.0,0.024262227216275356,-0.024262227216275356,-0.22300449247818405,0.823532010053442,False,0.9127056284666473,False,lower,insurance_selection
channel,chatgpt.com / (unknown),event_selected_all_users,all_users,49,0,0.0,0.024279098669901907,-0.024279098669901907,-1.1041996408097334,0.26950654544646324,False,0.6982669586567457,False,lower,insurance_selection
channel,chatgpt.com / cpc,event_selected_all_users,all_users,3,0,0.0,0.024262585939232646,-0.024262585939232646,-0.2731256275521181,0.7847566474612131,False,0.9127056284666473,False,lower,insurance_selection
channel,email / marketing,event_selected_all_users,all_users,22,0,0.0,0.02426940369143398,-0.02426940369143398,-0.739731605708327,0.45946286640507644,False,0.9127056284666473,False,lower,insurance_selection
channel,fb / Facebook_Right_Column,event_selected_all_users,all_users,132,0,0.0,0.02430895031552751,-0.02430895031552751,-1.8134406643735121,0.06976388245866358,True,0.20929164737599074,False,lower,insurance_selection
channel,fb / paid,event_selected_all_users,all_users,2415,3,0.0012422360248447205,0.025113840209741962,-0.02387160418489724,-7.487201972553095,7.035738974254986e-14,True,4.010371215325342e-13,True,lower,insurance_selection
channel,google / cpc,event_selected_all_users,all_users,16628,871,0.0523815251383209,0.015095079396196824,0.03728644574212408,27.13798809985142,3.5096169068321e-162,True,1.0002408184471486e-160,True,higher,insurance_selection
channel,google / demandgen,event_selected_all_users,all_users,12379,2,0.00016156393892883107,0.02966032682458966,-0.02949876288566083,-19.280890407312533,7.772698019171512e-83,True,8.860875741855524e-82,True,lower,insurance_selection
channel,ig / Instagram_Stories,event_selected_all_users,all_users,2,0,0.0,0.024262227216275356,-0.024262227216275356,-0.22300449247818405,0.823532010053442,False,0.9127056284666473,False,lower,insurance_selection
channel,ig / link,event_selected_all_users,all_users,5,1,0.2,0.024248517735425013,0.175751482264575,2.554125985267844,0.010645473028777677,False,0.04667630481848674,True,higher,insurance_selection
channel,ig / paid,event_selected_all_users,all_users,284,1,0.0035211267605633804,0.024348962199720877,-0.020827835439157498,-2.276480816392588,0.022817247502312947,True,0.08670554050878919,False,lower,insurance_selection
channel,ig / social,event_selected_all_users,all_users,25,3,0.12,0.024226110363391656,0.09577388963660834,3.111796757844631,0.0018595247234230044,False,0.008832742436259271,True,higher,insurance_selection
channel,ig_text_post_permalink / (unknown),event_selected_all_users,all_users,2,0,0.0,0.024262227216275356,-0.024262227216275356,-0.22300449247818405,0.823532010053442,False,0.9127056284666473,False,lower,insurance_selection
channel,instagram / shuttle,event_selected_all_users,all_users,4,0,0.0,0.024262944672797705,-0.024262944672797705,-0.31538064067813376,0.7524726638894945,False,0.9127056284666473,False,lower,insurance_selection
channel,openai / (unknown),event_selected_all_users,all_users,1,0,0.0,0.024261868503925366,-0.024261868503925366,-0.15768682316882845,0.8747035841712179,False,0.9127056284666473,False,lower,insurance_selection
channel,perplexity / (unknown),event_selected_all_users,all_users,1,0,0.0,0.024261868503925366,-0.024261868503925366,-0.15768682316882845,0.8747035841712179,False,0.9127056284666473,False,lower,insurance_selection
channel,shuttle-blog / (unknown),event_selected_all_users,all_users,6,0,0.0,0.024263662171753016,-0.024263662171753016,-0.38626653337847083,0.6992992833033331,False,0.9127056284666473,False,lower,insurance_selection
channel,shuttle-blog / blog,event_selected_all_users,all_users,25,9,0.36,0.02413737003239022,0.33586262996760974,10.912538344009045,1.0041275921727355e-27,False,9.539212125640987e-27,True,higher,insurance_selection
channel,superalink / (unknown),event_selected_all_users,all_users,40,0,0.0,0.02427586614988609,-0.02427586614988609,-0.9975866858621879,0.3184798198604809,False,0.7892760753064093,False,lower,insurance_selection
channel,tiktok / link,event_selected_all_users,all_users,5,0,0.0,0.024263303416971006,-0.024263303416971006,-0.35260888242428723,0.724381677599496,False,0.9127056284666473,False,lower,insurance_selection
channel,trustpilot / company_profile,event_selected_all_users,all_users,33,0,0.0,0.024273352562680275,-0.024273352562680275,-0.9060561934411113,0.36490611029017156,False,0.8666520119391574,False,lower,insurance_selection
channel,trustpilot/ / company_profile,event_selected_all_users,all_users,3,0,0.0,0.024262585939232646,-0.024262585939232646,-0.2731256275521181,0.7847566474612131,False,0.9127056284666473,False,lower,insurance_selection
channel,tt-ads / link,event_selected_all_users,all_users,8,0,0.0,0.024264379713145053,-0.024264379713145053,-0.44602876903561406,0.6555764648268831,False,0.9127056284666473,False,lower,insurance_selection
channel,whatsapp / crm,event_selected_all_users,all_users,6,0,0.0,0.024263662171753016,-0.024263662171753016,-0.38626653337847083,0.6992992833033331,False,0.9127056284666473,False,lower,insurance_selection
channel,whatsapp / retargeting,event_selected_all_users,all_users,7,1,0.14285714285714285,0.02424923481835253,0.11860790803879032,2.0394570396526492,0.041404434636388925,False,0.13882663378083346,False,higher,insurance_selection
channel,{{site_source_name}} / {{placement}},event_selected_all_users,all_users,185,5,0.02702702702702703,0.02425392495515396,0.0027731020718730695,0.24481123533870916,0.8066025940503564,True,0.9127056284666473,False,higher,insurance_selection
channel,(unknown) / (unknown),reservation_insurance_row_reservation_users,reservation_users,7775,7673,0.9868810289389067,0.993193717277487,-0.00631268833858023,-2.282055248136481,0.022486078654588893,True,0.08670554050878919,False,lower,insurance_selection
channel,BFF / referral,reservation_insurance_row_reservation_users,reservation_users,6,6,1.0,0.9881186072941419,0.011881392705858085,0.268598228538119,0.7882388756374702,False,0.9127056284666473,False,higher,insurance_selection
channel,INFLUENCER / INFLUENCER,reservation_insurance_row_reservation_users,reservation_users,13,12,0.9230769230769231,0.9882133995037221,-0.06513647642679898,-2.1667011066508235,0.030257652167020352,False,0.10779288584501,False,lower,insurance_selection
channel,app / (unknown),reservation_insurance_row_reservation_users,reservation_users,534,531,0.9943820224719101,0.9877609004480384,0.006621122023871662,1.3730344102594831,0.16974164957189852,True,0.460727334552296,False,higher,insurance_selection
channel,app / INFLUENCER,reservation_insurance_row_reservation_users,reservation_users,7,7,1.0,0.9881173796238892,0.011882620376110764,0.2901342334090637,0.7717135471316449,False,0.9127056284666473,False,higher,insurance_selection
channel,app / cpc,reservation_insurance_row_reservation_users,reservation_users,24,24,1.0,0.9880964703446848,0.01190352965531516,0.53769666598019,0.5907864813667953,False,0.9127056284666473,False,higher,insurance_selection
channel,app / link,reservation_insurance_row_reservation_users,reservation_users,1,1,1.0,0.988124741842214,0.011875258157786006,0.10962645573533153,0.9127056284666473,False,0.9127056284666473,False,higher,insurance_selection
channel,app / referral,reservation_insurance_row_reservation_users,reservation_users,2,2,1.0,0.9881235154394299,0.01187648456057011,0.1550432258256536,0.8767872400240355,False,0.9127056284666473,False,higher,insurance_selection
channel,app / {{placement}},reservation_insurance_row_reservation_users,reservation_users,2,2,1.0,0.9881235154394299,0.01187648456057011,0.1550432258256536,0.8767872400240355,False,0.9127056284666473,False,higher,insurance_selection
channel,email / marketing,reservation_insurance_row_reservation_users,reservation_users,1,1,1.0,0.988124741842214,0.011875258157786006,0.10962645573533153,0.9127056284666473,False,0.9127056284666473,False,higher,insurance_selection
channel,fb / paid,reservation_insurance_row_reservation_users,reservation_users,4,4,1.0,0.9881210618737734,0.011878938126226646,0.21928688047101816,0.8264265810749172,False,0.9127056284666473,False,higher,insurance_selection
channel,google / cpc,reservation_insurance_row_reservation_users,reservation_users,1282,1273,0.9929797191887676,0.9873854575746757,0.005594261614091933,1.7224589876388738,0.08498640602615619,True,0.2422112571745451,False,higher,insurance_selection
channel,google / demandgen,reservation_insurance_row_reservation_users,reservation_users,2,2,1.0,0.9881235154394299,0.01187648456057011,0.1550432258256536,0.8767872400240355,False,0.9127056284666473,False,higher,insurance_selection
channel,ig / link,reservation_insurance_row_reservation_users,reservation_users,1,1,1.0,0.988124741842214,0.011875258157786006,0.10962645573533153,0.9127056284666473,False,0.9127056284666473,False,higher,insurance_selection
channel,ig / paid,reservation_insurance_row_reservation_users,reservation_users,2,2,1.0,0.9881235154394299,0.01187648456057011,0.1550432258256536,0.8767872400240355,False,0.9127056284666473,False,higher,insurance_selection
channel,ig / social,reservation_insurance_row_reservation_users,reservation_users,3,3,1.0,0.9881222887833092,0.01187771121669079,0.18989820167959554,0.8493889016813045,False,0.9127056284666473,False,higher,insurance_selection
channel,shuttle-blog / blog,reservation_insurance_row_reservation_users,reservation_users,10,10,1.0,0.9881136950904392,0.011886304909560774,0.346830495985812,0.7287186650730684,False,0.9127056284666473,False,higher,insurance_selection
channel,whatsapp / crm,reservation_insurance_row_reservation_users,reservation_users,2,2,1.0,0.9881235154394299,0.01187648456057011,0.1550432258256536,0.8767872400240355,False,0.9127056284666473,False,higher,insurance_selection
channel,whatsapp / retargeting,reservation_insurance_row_reservation_users,reservation_users,4,4,1.0,0.9881210618737734,0.011878938126226646,0.21928688047101816,0.8264265810749172,False,0.9127056284666473,False,higher,insurance_selection
channel,{{site_source_name}} / {{placement}},reservation_insurance_row_reservation_users,reservation_users,10,10,1.0,0.9881136950904392,0.011886304909560774,0.346830495985812,0.7287186650730684,False,0.9127056284666473,False,higher,insurance_selection
