vehicle_id,vehicle_model_id,model_name,erp_record_created_at_utc_observed_not_acquisition,vehicle_registration_date_observed_not_acquisition,erp_soft_deleted_at_utc_observed_not_sale,acquisition_date,acquisition_date_status,purchase_price_krw,purchase_price_status,sale_or_disposal_date,sale_or_disposal_date_status,sale_price_krw,sale_price_status,holding_period_days,holding_period_status,classification
7971,2021,20년 K5(LPG) 청주지점,2024-10-10 10:47:10.959445,2016-06-27,2025-04-22 02:04:08,,unavailable,,unavailable,,unavailable,,unavailable,,unavailable_no_verified_acquisition_or_sale_date,observed_reference_fields_plus_unavailable_requested_fields
7972,2100,업무용차량,2024-10-10 10:47:10.979695,2016-06-27,2025-04-08 10:10:06,,unavailable,,unavailable,,unavailable,,unavailable,,unavailable_no_verified_acquisition_or_sale_date,observed_reference_fields_plus_unavailable_requested_fields
7973,1844,16/18년 올뉴그랜드카니발11인(경유),2024-10-10 10:47:11.002527,2016-06-27,2025-08-28 07:16:01,,unavailable,,unavailable,,unavailable,,unavailable,,unavailable_no_verified_acquisition_or_sale_date,observed_reference_fields_plus_unavailable_requested_fields
7974,1844,16/18년 올뉴그랜드카니발11인(경유),2024-10-10 10:47:11.019579,2018-03-19,2025-08-28 07:16:13,,unavailable,,unavailable,,unavailable,,unavailable,,unavailable_no_verified_acquisition_or_sale_date,observed_reference_fields_plus_unavailable_requested_fields
7975,1844,16/18년 올뉴그랜드카니발11인(경유),2024-10-10 10:47:11.037342,2018-03-19,2025-08-28 07:16:17,,unavailable,,unavailable,,unavailable,,unavailable,,unavailable_no_verified_acquisition_or_sale_date,observed_reference_fields_plus_unavailable_requested_fields
7976,2021,20년 K5(LPG) 청주지점,2024-10-10 10:47:11.057099,2017-04-19,2025-06-23 07:17:39,,unavailable,,unavailable,,unavailable,,unavailable,,unavailable_no_verified_acquisition_or_sale_date,observed_reference_fields_plus_unavailable_requested_fields
7977,2100,업무용차량,2024-10-10 10:47:11.120057,2017-04-19,2025-05-15 01:36:56,,unavailable,,unavailable,,unavailable,,unavailable,,unavailable_no_verified_acquisition_or_sale_date,observed_reference_fields_plus_unavailable_requested_fields
7978,1843,16/18년 올뉴카니발9인(경유),2024-10-10 10:47:11.137843,2018-03-23,2025-04-08 05:14:32,,unavailable,,unavailable,,unavailable,,unavailable,,unavailable_no_verified_acquisition_or_sale_date,observed_reference_fields_plus_unavailable_requested_fields
7979,1843,16/18년 올뉴카니발9인(경유),2024-10-10 10:47:11.157460,2018-03-23,2025-04-08 05:14:33,,unavailable,,unavailable,,unavailable,,unavailable,,unavailable_no_verified_acquisition_or_sale_date,observed_reference_fields_plus_unavailable_requested_fields
7980,1843,16/18년 올뉴카니발9인(경유),2024-10-10 10:47:11.178074,2018-03-23,,,unavailable,,unavailable,,unavailable,,unavailable,,unavailable_no_verified_acquisition_or_sale_date,observed_reference_fields_plus_unavailable_requested_fields
7981,2100,업무용차량,2024-10-10 10:47:11.197630,2018-03-19,2025-08-25 23:55:33,,unavailable,,unavailable,,unavailable,,unavailable,,unavailable_no_verified_acquisition_or_sale_date,observed_reference_fields_plus_unavailable_requested_fields
7982,1843,16/18년 올뉴카니발9인(경유),2024-10-10 10:47:11.217066,2016-01-21,2025-04-08 05:15:05,,unavailable,,unavailable,,unavailable,,unavailable,,unavailable_no_verified_acquisition_or_sale_date,observed_reference_fields_plus_unavailable_requested_fields
7983,1843,16/18년 올뉴카니발9인(경유),2024-10-10 10:47:11.234848,2016-01-21,2025-04-08 05:15:07,,unavailable,,unavailable,,unavailable,,unavailable,,unavailable_no_verified_acquisition_or_sale_date,observed_reference_fields_plus_unavailable_requested_fields
7984,1843,16/18년 올뉴카니발9인(경유),2024-10-10 10:47:11.255542,2016-06-27,2025-04-08 05:15:09,,unavailable,,unavailable,,unavailable,,unavailable,,unavailable_no_verified_acquisition_or_sale_date,observed_reference_fields_plus_unavailable_requested_fields
7985,2100,업무용차량,2024-10-10 10:47:11.277186,2016-06-27,2025-08-25 23:55:46,,unavailable,,unavailable,,unavailable,,unavailable,,unavailable_no_verified_acquisition_or_sale_date,observed_reference_fields_plus_unavailable_requested_fields
7986,1843,16/18년 올뉴카니발9인(경유),2024-10-10 10:47:11.294295,2016-06-27,2025-04-08 05:15:21,,unavailable,,unavailable,,unavailable,,unavailable,,unavailable_no_verified_acquisition_or_sale_date,observed_reference_fields_plus_unavailable_requested_fields
7987,1843,16/18년 올뉴카니발9인(경유),2024-10-10 10:47:11.316889,2017-04-11,2024-10-15 04:43:15,,unavailable,,unavailable,,unavailable,,unavailable,,unavailable_no_verified_acquisition_or_sale_date,observed_reference_fields_plus_unavailable_requested_fields
7988,1843,16/18년 올뉴카니발9인(경유),2024-10-10 10:47:11.332231,2017-04-11,2024-10-15 04:43:23,,unavailable,,unavailable,,unavailable,,unavailable,,unavailable_no_verified_acquisition_or_sale_date,observed_reference_fields_plus_unavailable_requested_fields
7989,1843,16/18년 올뉴카니발9인(경유),2024-10-10 10:47:11.349105,2017-04-11,2024-10-15 04:43:12,,unavailable,,unavailable,,unavailable,,unavailable,,unavailable_no_verified_acquisition_or_sale_date,observed_reference_fields_plus_unavailable_requested_fields
7990,1843,16/18년 올뉴카니발9인(경유),2024-10-10 10:47:11.368743,2017-04-11,2024-10-15 04:43:08,,unavailable,,unavailable,,unavailable,,unavailable,,unavailable_no_verified_acquisition_or_sale_date,observed_reference_fields_plus_unavailable_requested_fields
7991,1843,16/18년 올뉴카니발9인(경유),2024-10-10 10:47:11.386012,2017-04-11,2024-10-15 04:43:40,,unavailable,,unavailable,,unavailable,,unavailable,,unavailable_no_verified_acquisition_or_sale_date,observed_reference_fields_plus_unavailable_requested_fields
7992,1847,18년 올뉴카니발리무진7인(경유),2024-10-10 10:47:11.405720,2018-01-23,,,unavailable,,unavailable,,unavailable,,unavailable,,unavailable_no_verified_acquisition_or_sale_date,observed_reference_fields_plus_unavailable_requested_fields
7993,1847,18년 올뉴카니발리무진7인(경유),2024-10-10 10:47:11.422884,2018-01-23,,,unavailable,,unavailable,,unavailable,,unavailable,,unavailable_no_verified_acquisition_or_sale_date,observed_reference_fields_plus_unavailable_requested_fields
7994,1847,18년 올뉴카니발리무진7인(경유),2024-10-10 10:47:11.441534,2018-01-23,,,unavailable,,unavailable,,unavailable,,unavailable,,unavailable_no_verified_acquisition_or_sale_date,observed_reference_fields_plus_unavailable_requested_fields
7995,1847,18년 올뉴카니발리무진7인(경유),2024-10-10 10:47:11.460221,2018-01-23,,,unavailable,,unavailable,,unavailable,,unavailable,,unavailable_no_verified_acquisition_or_sale_date,observed_reference_fields_plus_unavailable_requested_fields
7996,1847,18년 올뉴카니발리무진7인(경유),2024-10-10 10:47:11.480468,2018-01-03,,,unavailable,,unavailable,,unavailable,,unavailable,,unavailable_no_verified_acquisition_or_sale_date,observed_reference_fields_plus_unavailable_requested_fields
7997,1847,18년 올뉴카니발리무진7인(경유),2024-10-10 10:47:11.499450,2018-01-02,,,unavailable,,unavailable,,unavailable,,unavailable,,unavailable_no_verified_acquisition_or_sale_date,observed_reference_fields_plus_unavailable_requested_fields
7998,1847,18년 올뉴카니발리무진7인(경유),2024-10-10 10:47:11.518127,2018-01-02,,,unavailable,,unavailable,,unavailable,,unavailable,,unavailable_no_verified_acquisition_or_sale_date,observed_reference_fields_plus_unavailable_requested_fields
7999,1847,18년 올뉴카니발리무진7인(경유),2024-10-10 10:47:11.563136,2017-06-30,2024-10-15 04:43:47,,unavailable,,unavailable,,unavailable,,unavailable,,unavailable_no_verified_acquisition_or_sale_date,observed_reference_fields_plus_unavailable_requested_fields
8000,1847,18년 올뉴카니발리무진7인(경유),2024-10-10 10:47:11.580280,2017-06-30,2024-10-15 04:43:56,,unavailable,,unavailable,,unavailable,,unavailable,,unavailable_no_verified_acquisition_or_sale_date,observed_reference_fields_plus_unavailable_requested_fields
8001,1847,18년 올뉴카니발리무진7인(경유),2024-10-10 10:47:11.597057,2017-06-30,2024-10-15 04:43:51,,unavailable,,unavailable,,unavailable,,unavailable,,unavailable_no_verified_acquisition_or_sale_date,observed_reference_fields_plus_unavailable_requested_fields
8002,1849,18/19년 그랜져IG(휘),2024-10-10 10:47:11.612874,2018-01-19,2025-04-08 05:11:05,,unavailable,,unavailable,,unavailable,,unavailable,,unavailable_no_verified_acquisition_or_sale_date,observed_reference_fields_plus_unavailable_requested_fields
8003,1849,18/19년 그랜져IG(휘),2024-10-10 10:47:11.628684,2018-01-19,2025-04-08 05:11:06,,unavailable,,unavailable,,unavailable,,unavailable,,unavailable_no_verified_acquisition_or_sale_date,observed_reference_fields_plus_unavailable_requested_fields
8004,1849,18/19년 그랜져IG(휘),2024-10-10 10:47:11.644539,2019-03-14,2025-04-08 05:11:07,,unavailable,,unavailable,,unavailable,,unavailable,,unavailable_no_verified_acquisition_or_sale_date,observed_reference_fields_plus_unavailable_requested_fields
8005,1849,18/19년 그랜져IG(휘),2024-10-10 10:47:11.659315,2019-03-12,2025-04-08 05:11:08,,unavailable,,unavailable,,unavailable,,unavailable,,unavailable_no_verified_acquisition_or_sale_date,observed_reference_fields_plus_unavailable_requested_fields
8006,1849,18/19년 그랜져IG(휘),2024-10-10 10:47:11.681631,2018-01-03,2025-04-08 05:11:09,,unavailable,,unavailable,,unavailable,,unavailable,,unavailable_no_verified_acquisition_or_sale_date,observed_reference_fields_plus_unavailable_requested_fields
8007,1849,18/19년 그랜져IG(휘),2024-10-10 10:47:11.701025,2018-01-03,2024-10-27 12:42:27,,unavailable,,unavailable,,unavailable,,unavailable,,unavailable_no_verified_acquisition_or_sale_date,observed_reference_fields_plus_unavailable_requested_fields
8008,1846,18/19년 쏠라티(15인/경유),2024-10-10 10:47:11.718840,2018-01-02,,,unavailable,,unavailable,,unavailable,,unavailable,,unavailable_no_verified_acquisition_or_sale_date,observed_reference_fields_plus_unavailable_requested_fields
8009,1846,18/19년 쏠라티(15인/경유),2024-10-10 10:47:11.736168,2018-03-26,,,unavailable,,unavailable,,unavailable,,unavailable,,unavailable_no_verified_acquisition_or_sale_date,observed_reference_fields_plus_unavailable_requested_fields
8010,1846,18/19년 쏠라티(15인/경유),2024-10-10 10:47:11.751453,2019-03-11,,,unavailable,,unavailable,,unavailable,,unavailable,,unavailable_no_verified_acquisition_or_sale_date,observed_reference_fields_plus_unavailable_requested_fields
8011,1846,18/19년 쏠라티(15인/경유),2024-10-10 10:47:11.769555,2019-11-19,2024-10-15 04:49:10,,unavailable,,unavailable,,unavailable,,unavailable,,unavailable_no_verified_acquisition_or_sale_date,observed_reference_fields_plus_unavailable_requested_fields
8012,1855,18/19년 올뉴 K3(휘),2024-10-10 10:47:11.787391,2018-06-07,2025-04-08 05:10:31,,unavailable,,unavailable,,unavailable,,unavailable,,unavailable_no_verified_acquisition_or_sale_date,observed_reference_fields_plus_unavailable_requested_fields
8013,1855,18/19년 올뉴 K3(휘),2024-10-10 10:47:11.803613,2018-07-05,2025-04-08 05:10:32,,unavailable,,unavailable,,unavailable,,unavailable,,unavailable_no_verified_acquisition_or_sale_date,observed_reference_fields_plus_unavailable_requested_fields
8014,1964,18년 뉴k3(휘),2024-10-10 10:47:11.820316,2024-06-21,2025-04-08 05:09:16,,unavailable,,unavailable,,unavailable,,unavailable,,unavailable_no_verified_acquisition_or_sale_date,observed_reference_fields_plus_unavailable_requested_fields
8015,1964,18년 뉴k3(휘),2024-10-10 10:47:11.835606,2024-06-21,2025-04-08 05:09:16,,unavailable,,unavailable,,unavailable,,unavailable,,unavailable_no_verified_acquisition_or_sale_date,observed_reference_fields_plus_unavailable_requested_fields
8016,1965,18년 더뉴k5(LPG),2024-10-10 10:47:11.853424,2024-06-21,2024-11-22 02:30:45,,unavailable,,unavailable,,unavailable,,unavailable,,unavailable_no_verified_acquisition_or_sale_date,observed_reference_fields_plus_unavailable_requested_fields
8017,1965,18년 더뉴k5(LPG),2024-10-10 10:47:11.871119,2024-06-21,2024-11-22 02:30:48,,unavailable,,unavailable,,unavailable,,unavailable,,unavailable_no_verified_acquisition_or_sale_date,observed_reference_fields_plus_unavailable_requested_fields
8018,1965,18년 더뉴k5(LPG),2024-10-10 10:47:11.889993,2024-06-21,2024-11-22 02:30:51,,unavailable,,unavailable,,unavailable,,unavailable,,unavailable_no_verified_acquisition_or_sale_date,observed_reference_fields_plus_unavailable_requested_fields
8019,1965,18년 더뉴k5(LPG),2024-10-10 10:47:11.907777,2024-06-21,2024-11-22 02:30:54,,unavailable,,unavailable,,unavailable,,unavailable,,unavailable_no_verified_acquisition_or_sale_date,observed_reference_fields_plus_unavailable_requested_fields
8020,1965,18년 더뉴k5(LPG),2024-10-10 10:47:11.928312,2024-06-21,2024-11-22 02:30:57,,unavailable,,unavailable,,unavailable,,unavailable,,unavailable_no_verified_acquisition_or_sale_date,observed_reference_fields_plus_unavailable_requested_fields
8021,1965,18년 더뉴k5(LPG),2024-10-10 10:47:11.946055,2024-06-21,2024-11-22 02:30:59,,unavailable,,unavailable,,unavailable,,unavailable,,unavailable_no_verified_acquisition_or_sale_date,observed_reference_fields_plus_unavailable_requested_fields
8022,1965,18년 더뉴k5(LPG),2024-10-10 10:47:11.961178,2024-06-21,2024-11-22 02:31:02,,unavailable,,unavailable,,unavailable,,unavailable,,unavailable_no_verified_acquisition_or_sale_date,observed_reference_fields_plus_unavailable_requested_fields
8023,1965,18년 더뉴k5(LPG),2024-10-10 10:47:11.978018,2024-06-21,2024-11-22 02:31:05,,unavailable,,unavailable,,unavailable,,unavailable,,unavailable_no_verified_acquisition_or_sale_date,observed_reference_fields_plus_unavailable_requested_fields
8024,1966,18년 모닝(휘),2024-10-10 10:47:11.995616,2024-06-21,2025-04-08 05:09:08,,unavailable,,unavailable,,unavailable,,unavailable,,unavailable_no_verified_acquisition_or_sale_date,observed_reference_fields_plus_unavailable_requested_fields
8025,1966,18년 모닝(휘),2024-10-10 10:47:12.012304,2024-06-21,2025-04-08 05:09:09,,unavailable,,unavailable,,unavailable,,unavailable,,unavailable_no_verified_acquisition_or_sale_date,observed_reference_fields_plus_unavailable_requested_fields
8026,1966,18년 모닝(휘),2024-10-10 10:47:12.026999,2024-06-21,2025-04-08 05:09:10,,unavailable,,unavailable,,unavailable,,unavailable,,unavailable_no_verified_acquisition_or_sale_date,observed_reference_fields_plus_unavailable_requested_fields
8027,1966,18년 모닝(휘),2024-10-10 10:47:12.043312,2024-06-21,2025-04-08 05:09:11,,unavailable,,unavailable,,unavailable,,unavailable,,unavailable_no_verified_acquisition_or_sale_date,observed_reference_fields_plus_unavailable_requested_fields
8028,1966,18년 모닝(휘),2024-10-10 10:47:12.058646,2024-06-21,2025-04-08 05:09:12,,unavailable,,unavailable,,unavailable,,unavailable,,unavailable_no_verified_acquisition_or_sale_date,observed_reference_fields_plus_unavailable_requested_fields
8029,1961,18년 스토닉(휘),2024-10-10 10:47:12.074925,2024-06-20,2024-10-14 14:59:56,,unavailable,,unavailable,,unavailable,,unavailable,,unavailable_no_verified_acquisition_or_sale_date,observed_reference_fields_plus_unavailable_requested_fields
8030,1961,18년 스토닉(휘),2024-10-10 10:47:12.091490,2024-06-20,2024-10-14 14:59:58,,unavailable,,unavailable,,unavailable,,unavailable,,unavailable_no_verified_acquisition_or_sale_date,observed_reference_fields_plus_unavailable_requested_fields
8031,1961,18년 스토닉(휘),2024-10-10 10:47:12.109692,2024-06-20,2024-10-14 15:00:02,,unavailable,,unavailable,,unavailable,,unavailable,,unavailable_no_verified_acquisition_or_sale_date,observed_reference_fields_plus_unavailable_requested_fields
8032,1961,18년 스토닉(휘),2024-10-10 10:47:12.125352,2024-06-20,2024-10-14 15:00:04,,unavailable,,unavailable,,unavailable,,unavailable,,unavailable_no_verified_acquisition_or_sale_date,observed_reference_fields_plus_unavailable_requested_fields
8033,1961,18년 스토닉(휘),2024-10-10 10:47:12.142097,2024-06-20,2024-10-14 15:00:06,,unavailable,,unavailable,,unavailable,,unavailable,,unavailable_no_verified_acquisition_or_sale_date,observed_reference_fields_plus_unavailable_requested_fields
8034,1961,18년 스토닉(휘),2024-10-10 10:47:12.156870,2024-06-20,2024-10-14 15:00:09,,unavailable,,unavailable,,unavailable,,unavailable,,unavailable_no_verified_acquisition_or_sale_date,observed_reference_fields_plus_unavailable_requested_fields
8035,1961,18년 스토닉(휘),2024-10-10 10:47:12.205036,2024-06-20,2024-10-14 15:00:11,,unavailable,,unavailable,,unavailable,,unavailable,,unavailable_no_verified_acquisition_or_sale_date,observed_reference_fields_plus_unavailable_requested_fields
8036,1961,18년 스토닉(휘),2024-10-10 10:47:12.222077,2024-06-20,2024-10-14 15:00:12,,unavailable,,unavailable,,unavailable,,unavailable,,unavailable_no_verified_acquisition_or_sale_date,observed_reference_fields_plus_unavailable_requested_fields
8037,1961,18년 스토닉(휘),2024-10-10 10:47:12.242926,2024-06-20,2024-10-14 15:00:14,,unavailable,,unavailable,,unavailable,,unavailable,,unavailable_no_verified_acquisition_or_sale_date,observed_reference_fields_plus_unavailable_requested_fields
8038,1961,18년 스토닉(휘),2024-10-10 10:47:12.259560,2024-06-20,2024-10-14 15:00:16,,unavailable,,unavailable,,unavailable,,unavailable,,unavailable_no_verified_acquisition_or_sale_date,observed_reference_fields_plus_unavailable_requested_fields
8039,1963,18년 쏘나타뉴라이즈(휘),2024-10-10 10:47:12.279406,2024-06-20,2024-11-22 02:28:51,,unavailable,,unavailable,,unavailable,,unavailable,,unavailable_no_verified_acquisition_or_sale_date,observed_reference_fields_plus_unavailable_requested_fields
8040,1963,18년 쏘나타뉴라이즈(휘),2024-10-10 10:47:12.296264,2024-06-20,2024-11-22 02:28:55,,unavailable,,unavailable,,unavailable,,unavailable,,unavailable_no_verified_acquisition_or_sale_date,observed_reference_fields_plus_unavailable_requested_fields
8041,1963,18년 쏘나타뉴라이즈(휘),2024-10-10 10:47:12.312127,2024-06-20,2024-11-22 02:29:02,,unavailable,,unavailable,,unavailable,,unavailable,,unavailable_no_verified_acquisition_or_sale_date,observed_reference_fields_plus_unavailable_requested_fields
8042,1963,18년 쏘나타뉴라이즈(휘),2024-10-10 10:47:12.328948,2024-06-20,2024-11-22 02:29:05,,unavailable,,unavailable,,unavailable,,unavailable,,unavailable_no_verified_acquisition_or_sale_date,observed_reference_fields_plus_unavailable_requested_fields
8043,1963,18년 쏘나타뉴라이즈(휘),2024-10-10 10:47:12.348249,2024-06-20,2024-11-22 02:29:08,,unavailable,,unavailable,,unavailable,,unavailable,,unavailable_no_verified_acquisition_or_sale_date,observed_reference_fields_plus_unavailable_requested_fields
8044,1963,18년 쏘나타뉴라이즈(휘),2024-10-10 10:47:12.365540,2024-06-20,2024-11-22 02:29:10,,unavailable,,unavailable,,unavailable,,unavailable,,unavailable_no_verified_acquisition_or_sale_date,observed_reference_fields_plus_unavailable_requested_fields
8045,1963,18년 쏘나타뉴라이즈(휘),2024-10-10 10:47:12.382251,2024-06-20,2024-11-22 02:29:13,,unavailable,,unavailable,,unavailable,,unavailable,,unavailable_no_verified_acquisition_or_sale_date,observed_reference_fields_plus_unavailable_requested_fields
8046,1963,18년 쏘나타뉴라이즈(휘),2024-10-10 10:47:12.430416,2024-06-20,2024-11-22 02:29:16,,unavailable,,unavailable,,unavailable,,unavailable,,unavailable_no_verified_acquisition_or_sale_date,observed_reference_fields_plus_unavailable_requested_fields
8047,1963,18년 쏘나타뉴라이즈(휘),2024-10-10 10:47:12.446288,2024-06-20,2024-11-22 02:29:19,,unavailable,,unavailable,,unavailable,,unavailable,,unavailable_no_verified_acquisition_or_sale_date,observed_reference_fields_plus_unavailable_requested_fields
8048,1963,18년 쏘나타뉴라이즈(휘),2024-10-10 10:47:12.465547,2024-06-20,2024-11-22 02:29:54,,unavailable,,unavailable,,unavailable,,unavailable,,unavailable_no_verified_acquisition_or_sale_date,observed_reference_fields_plus_unavailable_requested_fields
8049,1962,18년 쏘나타뉴라이즈(LPG),2024-10-10 10:47:12.484120,2024-06-20,2024-11-22 02:27:47,,unavailable,,unavailable,,unavailable,,unavailable,,unavailable_no_verified_acquisition_or_sale_date,observed_reference_fields_plus_unavailable_requested_fields
8050,1962,18년 쏘나타뉴라이즈(LPG),2024-10-10 10:47:12.501757,2024-06-20,2024-11-22 02:27:53,,unavailable,,unavailable,,unavailable,,unavailable,,unavailable_no_verified_acquisition_or_sale_date,observed_reference_fields_plus_unavailable_requested_fields
8051,1962,18년 쏘나타뉴라이즈(LPG),2024-10-10 10:47:12.520849,2024-06-20,2024-11-22 02:27:57,,unavailable,,unavailable,,unavailable,,unavailable,,unavailable_no_verified_acquisition_or_sale_date,observed_reference_fields_plus_unavailable_requested_fields
8052,1962,18년 쏘나타뉴라이즈(LPG),2024-10-10 10:47:12.557253,2024-06-20,2024-11-22 02:28:00,,unavailable,,unavailable,,unavailable,,unavailable,,unavailable_no_verified_acquisition_or_sale_date,observed_reference_fields_plus_unavailable_requested_fields
8053,1962,18년 쏘나타뉴라이즈(LPG),2024-10-10 10:47:12.573967,2024-06-20,2024-11-22 02:28:02,,unavailable,,unavailable,,unavailable,,unavailable,,unavailable_no_verified_acquisition_or_sale_date,observed_reference_fields_plus_unavailable_requested_fields
8054,1962,18년 쏘나타뉴라이즈(LPG),2024-10-10 10:47:12.593626,2024-06-20,2024-11-22 02:28:06,,unavailable,,unavailable,,unavailable,,unavailable,,unavailable_no_verified_acquisition_or_sale_date,observed_reference_fields_plus_unavailable_requested_fields
8055,1962,18년 쏘나타뉴라이즈(LPG),2024-10-10 10:47:12.610812,2024-06-20,2024-11-22 02:28:09,,unavailable,,unavailable,,unavailable,,unavailable,,unavailable_no_verified_acquisition_or_sale_date,observed_reference_fields_plus_unavailable_requested_fields
8056,1962,18년 쏘나타뉴라이즈(LPG),2024-10-10 10:47:12.627951,2024-06-20,2024-11-22 02:28:12,,unavailable,,unavailable,,unavailable,,unavailable,,unavailable_no_verified_acquisition_or_sale_date,observed_reference_fields_plus_unavailable_requested_fields
8057,1962,18년 쏘나타뉴라이즈(LPG),2024-10-10 10:47:12.647151,2024-06-20,2024-11-22 02:28:15,,unavailable,,unavailable,,unavailable,,unavailable,,unavailable_no_verified_acquisition_or_sale_date,observed_reference_fields_plus_unavailable_requested_fields
8058,1962,18년 쏘나타뉴라이즈(LPG),2024-10-10 10:47:12.664272,2024-06-20,2024-11-22 02:28:18,,unavailable,,unavailable,,unavailable,,unavailable,,unavailable_no_verified_acquisition_or_sale_date,observed_reference_fields_plus_unavailable_requested_fields
8059,1848,18년 코나(휘),2024-10-10 10:47:12.679798,2024-06-18,2025-04-08 05:11:39,,unavailable,,unavailable,,unavailable,,unavailable,,unavailable_no_verified_acquisition_or_sale_date,observed_reference_fields_plus_unavailable_requested_fields
8060,1848,18년 코나(휘),2024-10-10 10:47:12.701030,2024-06-18,2025-04-08 05:11:59,,unavailable,,unavailable,,unavailable,,unavailable,,unavailable_no_verified_acquisition_or_sale_date,observed_reference_fields_plus_unavailable_requested_fields
8061,1848,18년 코나(휘),2024-10-10 10:47:12.718689,2024-06-18,2025-04-08 05:11:57,,unavailable,,unavailable,,unavailable,,unavailable,,unavailable_no_verified_acquisition_or_sale_date,observed_reference_fields_plus_unavailable_requested_fields
8062,1848,18년 코나(휘),2024-10-10 10:47:12.737973,2024-06-18,2025-04-08 05:11:57,,unavailable,,unavailable,,unavailable,,unavailable,,unavailable_no_verified_acquisition_or_sale_date,observed_reference_fields_plus_unavailable_requested_fields
8063,1848,18년 코나(휘),2024-10-10 10:47:12.756620,2024-06-18,2025-04-08 05:11:56,,unavailable,,unavailable,,unavailable,,unavailable,,unavailable_no_verified_acquisition_or_sale_date,observed_reference_fields_plus_unavailable_requested_fields
8064,1848,18년 코나(휘),2024-10-10 10:47:12.774309,2024-06-18,2025-04-08 05:11:55,,unavailable,,unavailable,,unavailable,,unavailable,,unavailable_no_verified_acquisition_or_sale_date,observed_reference_fields_plus_unavailable_requested_fields
8065,1848,18년 코나(휘),2024-10-10 10:47:12.799501,2024-06-18,2025-04-08 05:11:53,,unavailable,,unavailable,,unavailable,,unavailable,,unavailable_no_verified_acquisition_or_sale_date,observed_reference_fields_plus_unavailable_requested_fields
8066,1848,18년 코나(휘),2024-10-10 10:47:12.817301,2024-06-18,2025-04-08 05:11:53,,unavailable,,unavailable,,unavailable,,unavailable,,unavailable_no_verified_acquisition_or_sale_date,observed_reference_fields_plus_unavailable_requested_fields
8067,1848,18년 코나(휘),2024-10-10 10:47:12.835927,2024-06-18,2025-04-08 05:11:52,,unavailable,,unavailable,,unavailable,,unavailable,,unavailable_no_verified_acquisition_or_sale_date,observed_reference_fields_plus_unavailable_requested_fields
8068,1848,18년 코나(휘),2024-10-10 10:47:12.855739,2024-06-18,2025-04-08 05:11:51,,unavailable,,unavailable,,unavailable,,unavailable,,unavailable_no_verified_acquisition_or_sale_date,observed_reference_fields_plus_unavailable_requested_fields
8069,1848,18년 코나(휘),2024-10-10 10:47:12.872930,2018-01-04,2024-11-22 02:32:43,,unavailable,,unavailable,,unavailable,,unavailable,,unavailable_no_verified_acquisition_or_sale_date,observed_reference_fields_plus_unavailable_requested_fields
8070,1848,18년 코나(휘),2024-10-10 10:47:12.894112,2018-01-04,2024-11-22 02:32:48,,unavailable,,unavailable,,unavailable,,unavailable,,unavailable_no_verified_acquisition_or_sale_date,observed_reference_fields_plus_unavailable_requested_fields
8071,1848,18년 코나(휘),2024-10-10 10:47:12.911361,2018-01-04,2024-11-22 02:32:54,,unavailable,,unavailable,,unavailable,,unavailable,,unavailable_no_verified_acquisition_or_sale_date,observed_reference_fields_plus_unavailable_requested_fields
8072,1848,18년 코나(휘),2024-10-10 10:47:12.943014,2018-01-04,2024-11-22 02:32:59,,unavailable,,unavailable,,unavailable,,unavailable,,unavailable_no_verified_acquisition_or_sale_date,observed_reference_fields_plus_unavailable_requested_fields
8073,1848,18년 코나(휘),2024-10-10 10:47:12.961832,2018-01-04,2024-11-22 02:33:04,,unavailable,,unavailable,,unavailable,,unavailable,,unavailable_no_verified_acquisition_or_sale_date,observed_reference_fields_plus_unavailable_requested_fields
8074,1848,18년 코나(휘),2024-10-10 10:47:12.978951,2018-01-03,2025-04-08 05:11:41,,unavailable,,unavailable,,unavailable,,unavailable,,unavailable_no_verified_acquisition_or_sale_date,observed_reference_fields_plus_unavailable_requested_fields
8075,1848,18년 코나(휘),2024-10-10 10:47:12.996635,2018-01-03,2025-04-08 05:11:40,,unavailable,,unavailable,,unavailable,,unavailable,,unavailable_no_verified_acquisition_or_sale_date,observed_reference_fields_plus_unavailable_requested_fields
8076,1848,18년 코나(휘),2024-10-10 10:47:13.014739,2018-01-02,2025-04-08 05:11:40,,unavailable,,unavailable,,unavailable,,unavailable,,unavailable_no_verified_acquisition_or_sale_date,observed_reference_fields_plus_unavailable_requested_fields
8077,1853,18년 올뉴 쏘렌토(7인/경유),2024-10-10 10:47:13.046825,2018-01-24,2025-04-08 05:10:24,,unavailable,,unavailable,,unavailable,,unavailable,,unavailable_no_verified_acquisition_or_sale_date,observed_reference_fields_plus_unavailable_requested_fields
8078,1853,18년 올뉴 쏘렌토(7인/경유),2024-10-10 10:47:13.062583,2018-01-24,2025-04-08 05:10:26,,unavailable,,unavailable,,unavailable,,unavailable,,unavailable_no_verified_acquisition_or_sale_date,observed_reference_fields_plus_unavailable_requested_fields
8079,1853,18년 올뉴 쏘렌토(7인/경유),2024-10-10 10:47:13.079894,2018-01-19,2025-04-08 05:10:27,,unavailable,,unavailable,,unavailable,,unavailable,,unavailable_no_verified_acquisition_or_sale_date,observed_reference_fields_plus_unavailable_requested_fields
