vehicle_id,vehicle_model_id,model_name,erp_record_created_at_utc_observed_not_acquisition,vehicle_registration_date_observed_not_acquisition,erp_soft_deleted_at_utc_observed_not_sale,acquisition_date,acquisition_date_status,purchase_price_krw,purchase_price_status,sale_or_disposal_date,sale_or_disposal_date_status,sale_price_krw,sale_price_status,holding_period_days,holding_period_status,classification
8614,1899,21/22년 트레일블레이저(휘),2024-10-10 10:47:22.868643,2021-04-30,,,unavailable,,unavailable,,unavailable,,unavailable,,unavailable_no_verified_acquisition_or_sale_date,observed_reference_fields_plus_unavailable_requested_fields
8615,1899,21/22년 트레일블레이저(휘),2024-10-10 10:47:22.884768,2021-04-30,,,unavailable,,unavailable,,unavailable,,unavailable,,unavailable_no_verified_acquisition_or_sale_date,observed_reference_fields_plus_unavailable_requested_fields
8616,1899,21/22년 트레일블레이저(휘),2024-10-10 10:47:22.901011,2022-09-30,,,unavailable,,unavailable,,unavailable,,unavailable,,unavailable_no_verified_acquisition_or_sale_date,observed_reference_fields_plus_unavailable_requested_fields
8617,1899,21/22년 트레일블레이저(휘),2024-10-10 10:47:22.915624,2022-09-30,,,unavailable,,unavailable,,unavailable,,unavailable,,unavailable_no_verified_acquisition_or_sale_date,observed_reference_fields_plus_unavailable_requested_fields
8618,1899,21/22년 트레일블레이저(휘),2024-10-10 10:47:22.936718,2022-09-30,,,unavailable,,unavailable,,unavailable,,unavailable,,unavailable_no_verified_acquisition_or_sale_date,observed_reference_fields_plus_unavailable_requested_fields
8619,1881,21년 4세대카니발 9인승(경유),2024-10-10 10:47:22.953883,2021-03-19,2025-04-08 05:09:35,,unavailable,,unavailable,,unavailable,,unavailable,,unavailable_no_verified_acquisition_or_sale_date,observed_reference_fields_plus_unavailable_requested_fields
8620,1881,21년 4세대카니발 9인승(경유),2024-10-10 10:47:22.968674,2021-03-19,2025-04-08 05:09:36,,unavailable,,unavailable,,unavailable,,unavailable,,unavailable_no_verified_acquisition_or_sale_date,observed_reference_fields_plus_unavailable_requested_fields
8621,1881,21년 4세대카니발 9인승(경유),2024-10-10 10:47:22.983936,2021-03-19,2025-04-08 05:09:37,,unavailable,,unavailable,,unavailable,,unavailable,,unavailable_no_verified_acquisition_or_sale_date,observed_reference_fields_plus_unavailable_requested_fields
8622,1881,21년 4세대카니발 9인승(경유),2024-10-10 10:47:23.000771,2021-03-19,2025-04-08 05:09:38,,unavailable,,unavailable,,unavailable,,unavailable,,unavailable_no_verified_acquisition_or_sale_date,observed_reference_fields_plus_unavailable_requested_fields
8623,1881,21년 4세대카니발 9인승(경유),2024-10-10 10:47:23.022181,2021-03-19,2025-04-08 05:09:39,,unavailable,,unavailable,,unavailable,,unavailable,,unavailable_no_verified_acquisition_or_sale_date,observed_reference_fields_plus_unavailable_requested_fields
8624,1881,21년 4세대카니발 9인승(경유),2024-10-10 10:47:23.042147,2021-07-09,2024-10-15 04:45:46,,unavailable,,unavailable,,unavailable,,unavailable,,unavailable_no_verified_acquisition_or_sale_date,observed_reference_fields_plus_unavailable_requested_fields
8625,1881,21년 4세대카니발 9인승(경유),2024-10-10 10:47:23.057852,2021-07-09,2024-10-15 04:45:41,,unavailable,,unavailable,,unavailable,,unavailable,,unavailable_no_verified_acquisition_or_sale_date,observed_reference_fields_plus_unavailable_requested_fields
8626,1881,21년 4세대카니발 9인승(경유),2024-10-10 10:47:23.076565,2021-07-09,2024-10-15 04:45:00,,unavailable,,unavailable,,unavailable,,unavailable,,unavailable_no_verified_acquisition_or_sale_date,observed_reference_fields_plus_unavailable_requested_fields
8627,1881,21년 4세대카니발 9인승(경유),2024-10-10 10:47:23.093812,2021-07-09,2024-10-15 04:44:55,,unavailable,,unavailable,,unavailable,,unavailable,,unavailable_no_verified_acquisition_or_sale_date,observed_reference_fields_plus_unavailable_requested_fields
8628,1881,21년 4세대카니발 9인승(경유),2024-10-10 10:47:23.110051,2021-07-09,2024-10-15 04:44:51,,unavailable,,unavailable,,unavailable,,unavailable,,unavailable_no_verified_acquisition_or_sale_date,observed_reference_fields_plus_unavailable_requested_fields
8629,1881,21년 4세대카니발 9인승(경유),2024-10-10 10:47:23.126286,2021-01-26,2025-04-08 05:09:39,,unavailable,,unavailable,,unavailable,,unavailable,,unavailable_no_verified_acquisition_or_sale_date,observed_reference_fields_plus_unavailable_requested_fields
8630,1881,21년 4세대카니발 9인승(경유),2024-10-10 10:47:23.143516,2021-01-26,2025-04-08 05:09:40,,unavailable,,unavailable,,unavailable,,unavailable,,unavailable_no_verified_acquisition_or_sale_date,observed_reference_fields_plus_unavailable_requested_fields
8631,1881,21년 4세대카니발 9인승(경유),2024-10-10 10:47:23.159980,2021-02-08,2025-04-08 05:09:41,,unavailable,,unavailable,,unavailable,,unavailable,,unavailable_no_verified_acquisition_or_sale_date,observed_reference_fields_plus_unavailable_requested_fields
8632,1881,21년 4세대카니발 9인승(경유),2024-10-10 10:47:23.175600,2021-02-08,2025-04-08 05:09:42,,unavailable,,unavailable,,unavailable,,unavailable,,unavailable_no_verified_acquisition_or_sale_date,observed_reference_fields_plus_unavailable_requested_fields
8633,1881,21년 4세대카니발 9인승(경유),2024-10-10 10:47:23.194710,2021-02-08,2025-04-08 05:09:42,,unavailable,,unavailable,,unavailable,,unavailable,,unavailable_no_verified_acquisition_or_sale_date,observed_reference_fields_plus_unavailable_requested_fields
8634,1895,21년 머스탱 컨버터블(휘),2024-10-10 10:47:23.214422,2021-03-29,2026-03-18 06:05:20,,unavailable,,unavailable,,unavailable,,unavailable,,unavailable_no_verified_acquisition_or_sale_date,observed_reference_fields_plus_unavailable_requested_fields
8635,1895,21년 머스탱 컨버터블(휘),2024-10-10 10:47:23.236364,2021-04-06,2026-03-18 06:05:27,,unavailable,,unavailable,,unavailable,,unavailable,,unavailable_no_verified_acquisition_or_sale_date,observed_reference_fields_plus_unavailable_requested_fields
8636,1895,21년 머스탱 컨버터블(휘),2024-10-10 10:47:23.253610,2021-04-07,2026-03-18 06:05:35,,unavailable,,unavailable,,unavailable,,unavailable,,unavailable_no_verified_acquisition_or_sale_date,observed_reference_fields_plus_unavailable_requested_fields
8637,1915,22년 모닝(휘),2024-10-10 10:47:23.271302,2022-05-14,,,unavailable,,unavailable,,unavailable,,unavailable,,unavailable_no_verified_acquisition_or_sale_date,observed_reference_fields_plus_unavailable_requested_fields
8638,1915,22년 모닝(휘),2024-10-10 10:47:23.288473,2022-05-14,,,unavailable,,unavailable,,unavailable,,unavailable,,unavailable_no_verified_acquisition_or_sale_date,observed_reference_fields_plus_unavailable_requested_fields
8639,1915,22년 모닝(휘),2024-10-10 10:47:23.308435,2022-05-14,,,unavailable,,unavailable,,unavailable,,unavailable,,unavailable_no_verified_acquisition_or_sale_date,observed_reference_fields_plus_unavailable_requested_fields
8640,1915,22년 모닝(휘),2024-10-10 10:47:23.338655,2022-05-13,2024-10-15 04:12:22,,unavailable,,unavailable,,unavailable,,unavailable,,unavailable_no_verified_acquisition_or_sale_date,observed_reference_fields_plus_unavailable_requested_fields
8641,1915,22년 모닝(휘),2024-10-10 10:47:23.354838,2022-05-13,2024-10-15 04:12:26,,unavailable,,unavailable,,unavailable,,unavailable,,unavailable_no_verified_acquisition_or_sale_date,observed_reference_fields_plus_unavailable_requested_fields
8642,1915,22년 모닝(휘),2024-10-10 10:47:23.375771,2022-05-18,2024-10-15 04:12:16,,unavailable,,unavailable,,unavailable,,unavailable,,unavailable_no_verified_acquisition_or_sale_date,observed_reference_fields_plus_unavailable_requested_fields
8643,1915,22년 모닝(휘),2024-10-10 10:47:23.396038,2022-04-04,2025-07-03 05:24:25,,unavailable,,unavailable,,unavailable,,unavailable,,unavailable_no_verified_acquisition_or_sale_date,observed_reference_fields_plus_unavailable_requested_fields
8644,1915,22년 모닝(휘),2024-10-10 10:47:23.413228,2022-04-04,2025-04-08 05:16:31,,unavailable,,unavailable,,unavailable,,unavailable,,unavailable_no_verified_acquisition_or_sale_date,observed_reference_fields_plus_unavailable_requested_fields
8645,1915,22년 모닝(휘),2024-10-10 10:47:23.434470,2022-04-04,2025-04-08 05:16:33,,unavailable,,unavailable,,unavailable,,unavailable,,unavailable_no_verified_acquisition_or_sale_date,observed_reference_fields_plus_unavailable_requested_fields
8646,1915,22년 모닝(휘),2024-10-10 10:47:23.454187,2022-04-04,2025-04-08 05:16:35,,unavailable,,unavailable,,unavailable,,unavailable,,unavailable_no_verified_acquisition_or_sale_date,observed_reference_fields_plus_unavailable_requested_fields
8647,1915,22년 모닝(휘),2024-10-10 10:47:23.472403,2022-04-04,2025-04-08 05:16:37,,unavailable,,unavailable,,unavailable,,unavailable,,unavailable_no_verified_acquisition_or_sale_date,observed_reference_fields_plus_unavailable_requested_fields
8648,1915,22년 모닝(휘),2024-10-10 10:47:23.488258,2022-04-04,2025-04-08 05:16:40,,unavailable,,unavailable,,unavailable,,unavailable,,unavailable_no_verified_acquisition_or_sale_date,observed_reference_fields_plus_unavailable_requested_fields
8649,1915,22년 모닝(휘),2024-10-10 10:47:23.506546,2022-04-04,,,unavailable,,unavailable,,unavailable,,unavailable,,unavailable_no_verified_acquisition_or_sale_date,observed_reference_fields_plus_unavailable_requested_fields
8650,1915,22년 모닝(휘),2024-10-10 10:47:23.521320,2022-04-04,,,unavailable,,unavailable,,unavailable,,unavailable,,unavailable_no_verified_acquisition_or_sale_date,observed_reference_fields_plus_unavailable_requested_fields
8651,1915,22년 모닝(휘),2024-10-10 10:47:23.537104,2022-04-18,,,unavailable,,unavailable,,unavailable,,unavailable,,unavailable_no_verified_acquisition_or_sale_date,observed_reference_fields_plus_unavailable_requested_fields
8652,1915,22년 모닝(휘),2024-10-10 10:47:23.556637,2022-04-18,,,unavailable,,unavailable,,unavailable,,unavailable,,unavailable_no_verified_acquisition_or_sale_date,observed_reference_fields_plus_unavailable_requested_fields
8653,1915,22년 모닝(휘),2024-10-10 10:47:23.575866,2022-04-18,,,unavailable,,unavailable,,unavailable,,unavailable,,unavailable_no_verified_acquisition_or_sale_date,observed_reference_fields_plus_unavailable_requested_fields
8654,1915,22년 모닝(휘),2024-10-10 10:47:23.591691,2022-04-18,,,unavailable,,unavailable,,unavailable,,unavailable,,unavailable_no_verified_acquisition_or_sale_date,observed_reference_fields_plus_unavailable_requested_fields
8655,1915,22년 모닝(휘),2024-10-10 10:47:23.607883,2022-04-18,,,unavailable,,unavailable,,unavailable,,unavailable,,unavailable_no_verified_acquisition_or_sale_date,observed_reference_fields_plus_unavailable_requested_fields
8656,1915,22년 모닝(휘),2024-10-10 10:47:23.625972,2022-04-18,,,unavailable,,unavailable,,unavailable,,unavailable,,unavailable_no_verified_acquisition_or_sale_date,observed_reference_fields_plus_unavailable_requested_fields
8657,1915,22년 모닝(휘),2024-10-10 10:47:23.640820,2022-04-18,,,unavailable,,unavailable,,unavailable,,unavailable,,unavailable_no_verified_acquisition_or_sale_date,observed_reference_fields_plus_unavailable_requested_fields
8658,1915,22년 모닝(휘),2024-10-10 10:47:23.657986,2022-04-18,,,unavailable,,unavailable,,unavailable,,unavailable,,unavailable_no_verified_acquisition_or_sale_date,observed_reference_fields_plus_unavailable_requested_fields
8659,1915,22년 모닝(휘),2024-10-10 10:47:23.676324,2022-04-21,,,unavailable,,unavailable,,unavailable,,unavailable,,unavailable_no_verified_acquisition_or_sale_date,observed_reference_fields_plus_unavailable_requested_fields
8660,1915,22년 모닝(휘),2024-10-10 10:47:23.693363,2022-04-21,,,unavailable,,unavailable,,unavailable,,unavailable,,unavailable_no_verified_acquisition_or_sale_date,observed_reference_fields_plus_unavailable_requested_fields
8661,1915,22년 모닝(휘),2024-10-10 10:47:23.710797,2022-05-18,2024-10-15 04:11:35,,unavailable,,unavailable,,unavailable,,unavailable,,unavailable_no_verified_acquisition_or_sale_date,observed_reference_fields_plus_unavailable_requested_fields
8662,1915,22년 모닝(휘),2024-10-10 10:47:23.726979,2022-05-14,2024-10-15 04:12:09,,unavailable,,unavailable,,unavailable,,unavailable,,unavailable_no_verified_acquisition_or_sale_date,observed_reference_fields_plus_unavailable_requested_fields
8663,1915,22년 모닝(휘),2024-10-10 10:47:23.741761,2022-05-18,2024-10-15 04:12:01,,unavailable,,unavailable,,unavailable,,unavailable,,unavailable_no_verified_acquisition_or_sale_date,observed_reference_fields_plus_unavailable_requested_fields
8664,1915,22년 모닝(휘),2024-10-10 10:47:23.758980,2022-05-18,2024-10-15 04:11:55,,unavailable,,unavailable,,unavailable,,unavailable,,unavailable_no_verified_acquisition_or_sale_date,observed_reference_fields_plus_unavailable_requested_fields
8665,1915,22년 모닝(휘),2024-10-10 10:47:23.775311,2022-05-18,2024-10-15 04:11:45,,unavailable,,unavailable,,unavailable,,unavailable,,unavailable_no_verified_acquisition_or_sale_date,observed_reference_fields_plus_unavailable_requested_fields
8666,1915,22년 모닝(휘),2024-10-10 10:47:23.792132,2022-05-18,2024-10-15 04:11:40,,unavailable,,unavailable,,unavailable,,unavailable,,unavailable_no_verified_acquisition_or_sale_date,observed_reference_fields_plus_unavailable_requested_fields
8667,1921,22년 볼보 XC40(휘),2024-10-10 10:47:23.807852,2022-07-29,,,unavailable,,unavailable,,unavailable,,unavailable,,unavailable_no_verified_acquisition_or_sale_date,observed_reference_fields_plus_unavailable_requested_fields
8668,1921,22년 볼보 XC40(휘),2024-10-10 10:47:23.828601,2022-07-29,,,unavailable,,unavailable,,unavailable,,unavailable,,unavailable_no_verified_acquisition_or_sale_date,observed_reference_fields_plus_unavailable_requested_fields
8669,1920,22년 스타리아 11인승(경유),2024-10-10 10:47:23.847281,2022-10-11,2024-10-15 04:49:03,,unavailable,,unavailable,,unavailable,,unavailable,,unavailable_no_verified_acquisition_or_sale_date,observed_reference_fields_plus_unavailable_requested_fields
8670,1920,22년 스타리아 11인승(경유),2024-10-10 10:47:23.863988,2022-10-11,2024-10-15 04:49:06,,unavailable,,unavailable,,unavailable,,unavailable,,unavailable_no_verified_acquisition_or_sale_date,observed_reference_fields_plus_unavailable_requested_fields
8671,1920,22년 스타리아 11인승(경유),2024-10-10 10:47:23.880137,2022-10-11,2024-10-15 04:49:13,,unavailable,,unavailable,,unavailable,,unavailable,,unavailable_no_verified_acquisition_or_sale_date,observed_reference_fields_plus_unavailable_requested_fields
8672,1920,22년 스타리아 11인승(경유),2024-10-10 10:47:23.896887,2022-10-11,2024-10-15 04:49:09,,unavailable,,unavailable,,unavailable,,unavailable,,unavailable_no_verified_acquisition_or_sale_date,observed_reference_fields_plus_unavailable_requested_fields
8673,1920,22년 스타리아 11인승(경유),2024-10-10 10:47:23.915068,2022-10-11,2024-10-15 04:49:19,,unavailable,,unavailable,,unavailable,,unavailable,,unavailable_no_verified_acquisition_or_sale_date,observed_reference_fields_plus_unavailable_requested_fields
8674,1920,22년 스타리아 11인승(경유),2024-10-10 10:47:23.930785,2022-07-06,2026-03-11 09:54:44,,unavailable,,unavailable,,unavailable,,unavailable,,unavailable_no_verified_acquisition_or_sale_date,observed_reference_fields_plus_unavailable_requested_fields
8675,1920,22년 스타리아 11인승(경유),2024-10-10 10:47:23.948088,2022-07-06,2026-03-11 09:54:47,,unavailable,,unavailable,,unavailable,,unavailable,,unavailable_no_verified_acquisition_or_sale_date,observed_reference_fields_plus_unavailable_requested_fields
8676,1920,22년 스타리아 11인승(경유),2024-10-10 10:47:23.969741,2022-07-06,2026-03-11 09:54:49,,unavailable,,unavailable,,unavailable,,unavailable,,unavailable_no_verified_acquisition_or_sale_date,observed_reference_fields_plus_unavailable_requested_fields
8677,1920,22년 스타리아 11인승(경유),2024-10-10 10:47:23.985430,2022-07-06,2026-03-11 09:54:51,,unavailable,,unavailable,,unavailable,,unavailable,,unavailable_no_verified_acquisition_or_sale_date,observed_reference_fields_plus_unavailable_requested_fields
8678,1920,22년 스타리아 11인승(경유),2024-10-10 10:47:24.004746,2022-07-22,2026-03-11 09:54:53,,unavailable,,unavailable,,unavailable,,unavailable,,unavailable_no_verified_acquisition_or_sale_date,observed_reference_fields_plus_unavailable_requested_fields
8679,1904,22년 스타리아 9인승(경유),2024-10-10 10:47:24.024269,2021-09-28,2026-03-18 05:59:05,,unavailable,,unavailable,,unavailable,,unavailable,,unavailable_no_verified_acquisition_or_sale_date,observed_reference_fields_plus_unavailable_requested_fields
8680,1904,22년 스타리아 9인승(경유),2024-10-10 10:47:24.042818,2021-10-01,2026-03-18 06:03:23,,unavailable,,unavailable,,unavailable,,unavailable,,unavailable_no_verified_acquisition_or_sale_date,observed_reference_fields_plus_unavailable_requested_fields
8681,1904,22년 스타리아 9인승(경유),2024-10-10 10:47:24.061585,2021-09-28,2026-03-18 06:04:05,,unavailable,,unavailable,,unavailable,,unavailable,,unavailable_no_verified_acquisition_or_sale_date,observed_reference_fields_plus_unavailable_requested_fields
8682,1904,22년 스타리아 9인승(경유),2024-10-10 10:47:24.089967,2021-10-01,2026-03-18 06:00:00,,unavailable,,unavailable,,unavailable,,unavailable,,unavailable_no_verified_acquisition_or_sale_date,observed_reference_fields_plus_unavailable_requested_fields
8683,1904,22년 스타리아 9인승(경유),2024-10-10 10:47:24.123647,2021-10-01,2026-03-11 09:49:40,,unavailable,,unavailable,,unavailable,,unavailable,,unavailable_no_verified_acquisition_or_sale_date,observed_reference_fields_plus_unavailable_requested_fields
8684,1904,22년 스타리아 9인승(경유),2024-10-10 10:47:24.147137,2021-10-01,2026-03-18 06:03:34,,unavailable,,unavailable,,unavailable,,unavailable,,unavailable_no_verified_acquisition_or_sale_date,observed_reference_fields_plus_unavailable_requested_fields
8685,1904,22년 스타리아 9인승(경유),2024-10-10 10:47:24.162953,2022-04-22,2024-10-15 04:48:17,,unavailable,,unavailable,,unavailable,,unavailable,,unavailable_no_verified_acquisition_or_sale_date,observed_reference_fields_plus_unavailable_requested_fields
8686,1904,22년 스타리아 9인승(경유),2024-10-10 10:47:24.179630,2022-04-22,2024-10-15 04:48:20,,unavailable,,unavailable,,unavailable,,unavailable,,unavailable_no_verified_acquisition_or_sale_date,observed_reference_fields_plus_unavailable_requested_fields
8687,1904,22년 스타리아 9인승(경유),2024-10-10 10:47:24.195842,2022-04-22,2024-10-15 04:48:25,,unavailable,,unavailable,,unavailable,,unavailable,,unavailable_no_verified_acquisition_or_sale_date,observed_reference_fields_plus_unavailable_requested_fields
8688,1904,22년 스타리아 9인승(경유),2024-10-10 10:47:24.210062,2022-04-22,2024-10-15 04:48:32,,unavailable,,unavailable,,unavailable,,unavailable,,unavailable_no_verified_acquisition_or_sale_date,observed_reference_fields_plus_unavailable_requested_fields
8689,1904,22년 스타리아 9인승(경유),2024-10-10 10:47:24.226735,2022-04-22,2024-10-15 04:48:29,,unavailable,,unavailable,,unavailable,,unavailable,,unavailable_no_verified_acquisition_or_sale_date,observed_reference_fields_plus_unavailable_requested_fields
8690,1904,22년 스타리아 9인승(경유),2024-10-10 10:47:24.243845,2022-06-10,2026-03-18 06:00:15,,unavailable,,unavailable,,unavailable,,unavailable,,unavailable_no_verified_acquisition_or_sale_date,observed_reference_fields_plus_unavailable_requested_fields
8691,1904,22년 스타리아 9인승(경유),2024-10-10 10:47:24.262188,2022-06-10,2026-03-18 05:59:38,,unavailable,,unavailable,,unavailable,,unavailable,,unavailable_no_verified_acquisition_or_sale_date,observed_reference_fields_plus_unavailable_requested_fields
8692,1904,22년 스타리아 9인승(경유),2024-10-10 10:47:24.281384,2022-06-10,2026-03-18 06:03:46,,unavailable,,unavailable,,unavailable,,unavailable,,unavailable_no_verified_acquisition_or_sale_date,observed_reference_fields_plus_unavailable_requested_fields
8693,1904,22년 스타리아 9인승(경유),2024-10-10 10:47:24.299031,2022-06-10,2026-03-18 06:00:34,,unavailable,,unavailable,,unavailable,,unavailable,,unavailable_no_verified_acquisition_or_sale_date,observed_reference_fields_plus_unavailable_requested_fields
8694,1904,22년 스타리아 9인승(경유),2024-10-10 10:47:24.318123,2022-07-06,2026-03-18 05:59:24,,unavailable,,unavailable,,unavailable,,unavailable,,unavailable_no_verified_acquisition_or_sale_date,observed_reference_fields_plus_unavailable_requested_fields
8695,1909,22년 스포티지(경유),2024-10-10 10:47:24.339914,2021-11-19,2026-03-18 06:11:25,,unavailable,,unavailable,,unavailable,,unavailable,,unavailable_no_verified_acquisition_or_sale_date,observed_reference_fields_plus_unavailable_requested_fields
8696,1909,22년 스포티지(경유),2024-10-10 10:47:24.355634,2021-11-19,2026-03-18 06:12:06,,unavailable,,unavailable,,unavailable,,unavailable,,unavailable_no_verified_acquisition_or_sale_date,observed_reference_fields_plus_unavailable_requested_fields
8697,1909,22년 스포티지(경유),2024-10-10 10:47:24.372350,2021-11-19,2026-03-18 06:13:37,,unavailable,,unavailable,,unavailable,,unavailable,,unavailable_no_verified_acquisition_or_sale_date,observed_reference_fields_plus_unavailable_requested_fields
8698,1909,22년 스포티지(경유),2024-10-10 10:47:24.394760,2021-11-19,2026-03-18 06:11:55,,unavailable,,unavailable,,unavailable,,unavailable,,unavailable_no_verified_acquisition_or_sale_date,observed_reference_fields_plus_unavailable_requested_fields
8699,1909,22년 스포티지(경유),2024-10-10 10:47:24.412458,2021-11-19,2026-03-18 06:13:00,,unavailable,,unavailable,,unavailable,,unavailable,,unavailable_no_verified_acquisition_or_sale_date,observed_reference_fields_plus_unavailable_requested_fields
8700,1909,22년 스포티지(경유),2024-10-10 10:47:24.432127,2021-11-19,2026-03-18 06:11:40,,unavailable,,unavailable,,unavailable,,unavailable,,unavailable_no_verified_acquisition_or_sale_date,observed_reference_fields_plus_unavailable_requested_fields
8701,1909,22년 스포티지(경유),2024-10-10 10:47:24.475847,2021-11-19,2026-03-18 06:12:30,,unavailable,,unavailable,,unavailable,,unavailable,,unavailable_no_verified_acquisition_or_sale_date,observed_reference_fields_plus_unavailable_requested_fields
8702,1909,22년 스포티지(경유),2024-10-10 10:47:24.493707,2021-11-19,2026-03-18 06:12:18,,unavailable,,unavailable,,unavailable,,unavailable,,unavailable_no_verified_acquisition_or_sale_date,observed_reference_fields_plus_unavailable_requested_fields
8703,1909,22년 스포티지(경유),2024-10-10 10:47:24.513529,2021-11-19,2026-03-18 06:13:13,,unavailable,,unavailable,,unavailable,,unavailable,,unavailable_no_verified_acquisition_or_sale_date,observed_reference_fields_plus_unavailable_requested_fields
8704,1909,22년 스포티지(경유),2024-10-10 10:47:24.530306,2021-11-19,2026-03-18 06:13:52,,unavailable,,unavailable,,unavailable,,unavailable,,unavailable_no_verified_acquisition_or_sale_date,observed_reference_fields_plus_unavailable_requested_fields
8705,1907,22년 캐스퍼(휘),2024-10-10 10:47:24.548051,2021-12-07,2024-10-15 04:12:42,,unavailable,,unavailable,,unavailable,,unavailable,,unavailable_no_verified_acquisition_or_sale_date,observed_reference_fields_plus_unavailable_requested_fields
8706,1907,22년 캐스퍼(휘),2024-10-10 10:47:24.567794,2021-12-08,2024-10-15 04:12:47,,unavailable,,unavailable,,unavailable,,unavailable,,unavailable_no_verified_acquisition_or_sale_date,observed_reference_fields_plus_unavailable_requested_fields
8707,1907,22년 캐스퍼(휘),2024-10-10 10:47:24.590462,2021-12-10,2024-10-15 04:12:51,,unavailable,,unavailable,,unavailable,,unavailable,,unavailable_no_verified_acquisition_or_sale_date,observed_reference_fields_plus_unavailable_requested_fields
8708,1907,22년 캐스퍼(휘),2024-10-10 10:47:24.609623,2022-03-25,2024-10-15 04:12:56,,unavailable,,unavailable,,unavailable,,unavailable,,unavailable_no_verified_acquisition_or_sale_date,observed_reference_fields_plus_unavailable_requested_fields
8709,1907,22년 캐스퍼(휘),2024-10-10 10:47:24.625830,2022-03-25,2024-10-15 04:13:00,,unavailable,,unavailable,,unavailable,,unavailable,,unavailable_no_verified_acquisition_or_sale_date,observed_reference_fields_plus_unavailable_requested_fields
8710,1907,22년 캐스퍼(휘),2024-10-10 10:47:24.641647,2022-04-04,2024-10-15 04:12:37,,unavailable,,unavailable,,unavailable,,unavailable,,unavailable_no_verified_acquisition_or_sale_date,observed_reference_fields_plus_unavailable_requested_fields
8711,1907,22년 캐스퍼(휘),2024-10-10 10:47:24.658305,2021-11-08,,,unavailable,,unavailable,,unavailable,,unavailable,,unavailable_no_verified_acquisition_or_sale_date,observed_reference_fields_plus_unavailable_requested_fields
8712,1907,22년 캐스퍼(휘),2024-10-10 10:47:24.675504,2021-12-06,,,unavailable,,unavailable,,unavailable,,unavailable,,unavailable_no_verified_acquisition_or_sale_date,observed_reference_fields_plus_unavailable_requested_fields
8713,1907,22년 캐스퍼(휘),2024-10-10 10:47:24.696611,2021-12-10,,,unavailable,,unavailable,,unavailable,,unavailable,,unavailable_no_verified_acquisition_or_sale_date,observed_reference_fields_plus_unavailable_requested_fields
8714,1907,22년 캐스퍼(휘),2024-10-10 10:47:24.746719,2021-12-10,,,unavailable,,unavailable,,unavailable,,unavailable,,unavailable_no_verified_acquisition_or_sale_date,observed_reference_fields_plus_unavailable_requested_fields
8715,1907,22년 캐스퍼(휘),2024-10-10 10:47:24.767838,2022-01-07,,,unavailable,,unavailable,,unavailable,,unavailable,,unavailable_no_verified_acquisition_or_sale_date,observed_reference_fields_plus_unavailable_requested_fields
8716,1907,22년 캐스퍼(휘),2024-10-10 10:47:24.784952,2022-01-07,,,unavailable,,unavailable,,unavailable,,unavailable,,unavailable_no_verified_acquisition_or_sale_date,observed_reference_fields_plus_unavailable_requested_fields
8717,1907,22년 캐스퍼(휘),2024-10-10 10:47:24.802599,2022-01-14,,,unavailable,,unavailable,,unavailable,,unavailable,,unavailable_no_verified_acquisition_or_sale_date,observed_reference_fields_plus_unavailable_requested_fields
8718,1907,22년 캐스퍼(휘),2024-10-10 10:47:24.819933,2022-09-30,,,unavailable,,unavailable,,unavailable,,unavailable,,unavailable_no_verified_acquisition_or_sale_date,observed_reference_fields_plus_unavailable_requested_fields
8719,1907,22년 캐스퍼(휘),2024-10-10 10:47:24.853501,2022-09-30,,,unavailable,,unavailable,,unavailable,,unavailable,,unavailable_no_verified_acquisition_or_sale_date,observed_reference_fields_plus_unavailable_requested_fields
8720,1907,22년 캐스퍼(휘),2024-10-10 10:47:24.871730,2022-09-30,,,unavailable,,unavailable,,unavailable,,unavailable,,unavailable_no_verified_acquisition_or_sale_date,observed_reference_fields_plus_unavailable_requested_fields
8721,1918,22년 포르쉐 718박스터 컨버터블(휘),2024-10-10 10:47:24.890400,2022-04-22,2024-10-22 00:49:24,,unavailable,,unavailable,,unavailable,,unavailable,,unavailable_no_verified_acquisition_or_sale_date,observed_reference_fields_plus_unavailable_requested_fields
8722,1918,22년 포르쉐 718박스터 컨버터블(휘),2024-10-10 10:47:24.908575,2022-05-25,2025-04-08 05:19:10,,unavailable,,unavailable,,unavailable,,unavailable,,unavailable_no_verified_acquisition_or_sale_date,observed_reference_fields_plus_unavailable_requested_fields
8723,1918,22년 포르쉐 718박스터 컨버터블(휘),2024-10-10 10:47:24.925759,2022-04-22,,,unavailable,,unavailable,,unavailable,,unavailable,,unavailable_no_verified_acquisition_or_sale_date,observed_reference_fields_plus_unavailable_requested_fields
8724,1916,22년 K5(휘),2024-10-10 10:47:24.943060,2022-04-13,2024-10-15 04:18:39,,unavailable,,unavailable,,unavailable,,unavailable,,unavailable_no_verified_acquisition_or_sale_date,observed_reference_fields_plus_unavailable_requested_fields
8725,1916,22년 K5(휘),2024-10-10 10:47:24.961543,2022-04-13,2024-10-15 04:18:44,,unavailable,,unavailable,,unavailable,,unavailable,,unavailable_no_verified_acquisition_or_sale_date,observed_reference_fields_plus_unavailable_requested_fields
8726,1916,22년 K5(휘),2024-10-10 10:47:24.979168,2022-04-13,2024-10-15 04:18:47,,unavailable,,unavailable,,unavailable,,unavailable,,unavailable_no_verified_acquisition_or_sale_date,observed_reference_fields_plus_unavailable_requested_fields
