vehicle_model_id,model_name,vehicle_class,all_reservation_count,valid_reservation_count,canceled_reservation_count,pending_reservation_count,first_pickup_at_utc,last_observed_dropoff_at_utc,valid_rows_with_final_price,valid_booked_final_price_krw_sum_proxy,average_booked_final_price_krw_formula,valid_booked_rental_hours_sum,valid_joined_vehicle_count_reserved_or_assigned,customer_insurance_fee_krw_sum_not_cost,true_utilization_rate,true_utilization_status,join_method,classification
2217,25년 팰리세이드 4륜(휘),SUV,671,505,131,35,2025-05-12 00:00:00,2026-08-24 04:00:00,503,101666054,202119.3916500994,31875.95,5,0,,unavailable_no_historical_model_fleet_denominator,reservation.vehicle_model_id = vehicle_model.id,observed_aggregate_plus_formula
2250,25년 팰리세이드 하이브리드 4륜 (휘),SUV,465,359,86,20,2025-09-17 00:00:00,2026-08-22 10:00:00,357,71201484,199443.93277310923,22409.68,5,160000,,unavailable_no_historical_model_fleet_denominator,reservation.vehicle_model_id = vehicle_model.id,observed_aggregate_plus_formula
2213,25년 포르쉐 카이엔 하이브리드 쿠페 4륜,SUPERCAR,66,45,11,10,2025-04-29 00:00:00,2026-08-13 01:00:00,45,40824245,907205.4444444445,2609.0,1,0,,unavailable_no_historical_model_fleet_denominator,reservation.vehicle_model_id = vehicle_model.id,observed_aggregate_plus_formula
2256,26년  스포티지(휘),SUV,85,66,15,4,2025-12-23 00:00:00,2026-08-19 07:00:00,65,9486073,145939.5846153846,3405.75,1,0,,unavailable_no_historical_model_fleet_denominator,reservation.vehicle_model_id = vehicle_model.id,observed_aggregate_plus_formula
2252,26년 BMW 420i 컨버터블(휘),IMPORTED,520,407,91,22,2025-11-14 00:00:00,2026-08-22 00:00:00,401,100283761,250084.19201995013,20019.45,6,0,,unavailable_no_historical_model_fleet_denominator,reservation.vehicle_model_id = vehicle_model.id,observed_aggregate_plus_formula
2293,26년 BMW 520i  M스포츠(휘),IMPORTED,192,154,28,10,2026-02-09 00:00:00,2026-08-28 09:00:00,152,37671773,247840.61184210525,8603.95,4,0,,unavailable_no_historical_model_fleet_denominator,reservation.vehicle_model_id = vehicle_model.id,observed_aggregate_plus_formula
2307,26년 EV4(전기),EV,255,209,36,10,2026-03-31 00:00:00,2026-08-20 10:00:00,207,34755018,167898.63768115942,12377.53,6,0,,unavailable_no_historical_model_fleet_denominator,reservation.vehicle_model_id = vehicle_model.id,observed_aggregate_plus_formula
2289,26년 그랜저 GN7(휘),LUXURY,240,204,29,7,2026-02-06 00:00:00,2026-08-21 08:30:00,201,36738538,182778.7960199005,11762.42,5,0,,unavailable_no_historical_model_fleet_denominator,reservation.vehicle_model_id = vehicle_model.id,observed_aggregate_plus_formula
2290,26년 더 K5 고급형 (휘),MIDSIZE,691,578,81,32,2026-02-09 00:00:00,2026-08-24 05:00:00,575,66334472,115364.29913043478,34361.45,15,25000,,unavailable_no_historical_model_fleet_denominator,reservation.vehicle_model_id = vehicle_model.id,observed_aggregate_plus_formula
2291,26년 더 K5 하이브리드(휘),MIDSIZE,367,302,49,16,2026-02-09 00:00:00,2026-08-24 06:00:00,298,36569493,122716.41946308725,18326.68,7,0,,unavailable_no_historical_model_fleet_denominator,reservation.vehicle_model_id = vehicle_model.id,observed_aggregate_plus_formula
2297,26년 더 K5(휘),MIDSIZE,265,221,41,3,2026-02-12 07:30:00,2026-08-21 11:00:00,221,23016134,104145.40271493213,13131.73,5,0,,unavailable_no_historical_model_fleet_denominator,reservation.vehicle_model_id = vehicle_model.id,observed_aggregate_plus_formula
2282,26년 더 K8(휘),LUXURY,247,183,52,12,2026-01-26 00:00:00,2026-08-20 10:00:00,181,30953500,171013.81215469612,11069.63,4,0,,unavailable_no_historical_model_fleet_denominator,reservation.vehicle_model_id = vehicle_model.id,observed_aggregate_plus_formula
2262,26년 레이(휘),URBAN,417,337,64,16,2026-01-07 00:00:00,2026-08-20 11:00:00,336,25962085,77268.11011904762,17870.68,5,0,,unavailable_no_historical_model_fleet_denominator,reservation.vehicle_model_id = vehicle_model.id,observed_aggregate_plus_formula
2286,26년 스타리아 11인승 하이브리드(휘),RV,242,177,57,8,2026-01-30 00:00:00,2026-08-25 01:00:00,175,41357092,236326.24,10308.8,5,0,,unavailable_no_historical_model_fleet_denominator,reservation.vehicle_model_id = vehicle_model.id,observed_aggregate_plus_formula
2288,26년 스포티지 4륜(휘),SUV,498,420,62,16,2026-02-06 00:00:00,2026-08-23 09:00:00,419,58067359,138585.58233890214,26158.75,10,0,,unavailable_no_historical_model_fleet_denominator,reservation.vehicle_model_id = vehicle_model.id,observed_aggregate_plus_formula
2254,26년 쏠라티(15인/경유),RV,44,34,9,1,2025-12-19 23:00:00,2026-08-19 03:00:00,34,18943700,557167.6470588235,1750.83,1,0,,unavailable_no_historical_model_fleet_denominator,reservation.vehicle_model_id = vehicle_model.id,observed_aggregate_plus_formula
2295,26년 아반떼(휘),COMPACT,719,582,110,27,2026-02-09 00:00:00,2026-08-25 05:00:00,580,62616503,107959.48793103448,34568.85,16,0,,unavailable_no_historical_model_fleet_denominator,reservation.vehicle_model_id = vehicle_model.id,observed_aggregate_plus_formula
2326,26년 아우디 Q4 e-tron,IMPORTED,20,7,11,2,2026-07-05 08:00:00,2026-08-17 06:00:00,5,1472380,294476.0,634.67,1,0,,unavailable_no_historical_model_fleet_denominator,reservation.vehicle_model_id = vehicle_model.id,observed_aggregate_plus_formula
2329,26년 아우디Q5 40 TDI quattro,IMPORTED,4,2,2,0,2026-07-25 09:00:00,2026-08-21 00:00:00,2,1402000,701000.0,579.0,1,0,,unavailable_no_historical_model_fleet_denominator,reservation.vehicle_model_id = vehicle_model.id,observed_aggregate_plus_formula
2257,26년 카니발리무진 7인승(휘),RV,527,391,109,27,2025-12-24 00:00:00,2026-08-22 02:30:00,386,96270189,249404.6347150259,23969.87,8,0,,unavailable_no_historical_model_fleet_denominator,reservation.vehicle_model_id = vehicle_model.id,observed_aggregate_plus_formula
2312,26년 테슬라 모델Y RWD(전기),IMPORTED,278,215,52,11,2026-04-10 00:00:00,2026-08-21 00:30:00,212,48612863,229305.95754716982,11706.13,7,0,,unavailable_no_historical_model_fleet_denominator,reservation.vehicle_model_id = vehicle_model.id,observed_aggregate_plus_formula
2255,26년 투싼(휘),SUV,291,234,48,9,2025-12-23 00:00:00,2026-08-20 09:00:00,234,35705776,152588.7863247863,13293.57,4,0,,unavailable_no_historical_model_fleet_denominator,reservation.vehicle_model_id = vehicle_model.id,observed_aggregate_plus_formula
2263,26년 팰리세이드4륜(휘),SUV,702,583,84,35,2026-01-07 00:00:00,2026-08-22 09:00:00,580,100638024,173513.83448275863,36699.42,13,0,,unavailable_no_historical_model_fleet_denominator,reservation.vehicle_model_id = vehicle_model.id,observed_aggregate_plus_formula
2051,K3[휘],CITY,7200,5017,2077,106,2018-12-31 23:00:00,2022-02-02 12:00:00,5017,260217123,51867.0765397648,285625.72,49,20991280,,unavailable_no_historical_model_fleet_denominator,reservation.vehicle_model_id = vehicle_model.id,observed_aggregate_plus_formula
2082,K5[LPG],CITY,1385,751,624,10,2018-12-31 23:00:00,2020-12-12 00:00:00,751,28617399,38105.72436750999,39956.92,11,1204000,,unavailable_no_historical_model_fleet_denominator,reservation.vehicle_model_id = vehicle_model.id,observed_aggregate_plus_formula
2038,LF소나타[LPG],CITY,15493,11682,3577,234,2018-12-31 23:30:00,2022-12-31 00:00:00,11682,747467087,63984.51352508132,719015.58,99,43747800,,unavailable_no_historical_model_fleet_denominator,reservation.vehicle_model_id = vehicle_model.id,observed_aggregate_plus_formula
2077,SM3 ZE[전기],CITY,2618,1777,801,40,2019-01-01 02:00:00,2019-12-31 14:59:00,1777,91419512,51445.983117613956,128910.17,29,2795200,,unavailable_no_historical_model_fleet_denominator,reservation.vehicle_model_id = vehicle_model.id,observed_aggregate_plus_formula
2085,SM6 [LPG],CITY,9,7,2,0,2019-04-03 00:00:00,2019-10-31 11:00:00,7,9900000,1414285.7142857143,5078.92,1,0,,unavailable_no_historical_model_fleet_denominator,reservation.vehicle_model_id = vehicle_model.id,observed_aggregate_plus_formula
2061,YF소나타[LPG],CITY,4475,2550,1873,52,2018-12-31 23:00:00,2021-12-30 00:00:00,2550,122419957,48007.8262745098,143014.08,15,7064550,,unavailable_no_historical_model_fleet_denominator,reservation.vehicle_model_id = vehicle_model.id,observed_aggregate_plus_formula
2073,그랜드스타렉스12인[경유],CITY,4713,3139,1499,75,2018-12-31 23:00:00,2020-12-31 03:00:00,3139,331776702,105695.03090156101,192886.88,44,22465550,,unavailable_no_historical_model_fleet_denominator,reservation.vehicle_model_id = vehicle_model.id,observed_aggregate_plus_formula
2039,그랜드카니발11인[경유],CITY,3355,2108,1198,49,2019-01-01 04:00:00,2022-12-31 00:00:00,2108,249071066,118155.15464895636,124623.75,18,9192000,,unavailable_no_historical_model_fleet_denominator,reservation.vehicle_model_id = vehicle_model.id,observed_aggregate_plus_formula
2053,그랜져HG2.4[휘],CITY,2621,1887,689,45,2018-12-31 23:30:00,2021-12-31 00:00:00,1887,182287089,96601.53100158983,107592.75,16,13597680,,unavailable_no_historical_model_fleet_denominator,reservation.vehicle_model_id = vehicle_model.id,observed_aggregate_plus_formula
2071,그랜져HG3.0[LPG],CITY,1621,1148,427,46,2019-01-01 00:00:00,2020-12-31 00:00:00,1148,90441189,78781.52351916376,65239.5,11,6833300,,unavailable_no_historical_model_fleet_denominator,reservation.vehicle_model_id = vehicle_model.id,observed_aggregate_plus_formula
2052,뉴K5[LPG],CITY,12130,8640,3332,158,2018-12-31 23:00:00,2021-12-31 14:00:00,8640,434922698,50338.27523148148,512331.08,84,33584280,,unavailable_no_historical_model_fleet_denominator,reservation.vehicle_model_id = vehicle_model.id,observed_aggregate_plus_formula
2078,뉴SM3 네오[휘],CITY,378,256,112,10,2019-01-02 02:40:00,2019-12-31 00:00:00,256,14331013,55980.51953125,15004.67,6,1285870,,unavailable_no_historical_model_fleet_denominator,reservation.vehicle_model_id = vehicle_model.id,observed_aggregate_plus_formula
2072,뉴싼타페DM7인[경유],CITY,2741,1935,758,48,2018-12-31 23:30:00,2020-12-31 00:00:00,1935,209357321,108194.99793281654,114239.42,14,10825800,,unavailable_no_historical_model_fleet_denominator,reservation.vehicle_model_id = vehicle_model.id,observed_aggregate_plus_formula
2044,더넥스트스파크[휘],CITY,2780,1907,814,59,2019-01-01 02:30:00,2022-12-31 00:00:00,1907,114248364,59909.9968536969,106013.13,11,6286370,,unavailable_no_historical_model_fleet_denominator,reservation.vehicle_model_id = vehicle_model.id,observed_aggregate_plus_formula
2074,레이[휘],CITY,3607,2665,875,67,2018-12-31 23:00:00,2020-12-30 00:00:00,2665,121241362,45493.944465290806,162417.82,40,8813650,,unavailable_no_historical_model_fleet_denominator,reservation.vehicle_model_id = vehicle_model.id,observed_aggregate_plus_formula
2075,말리부[휘],CITY,440,325,104,11,2019-01-01 00:30:00,2019-12-31 11:00:00,325,19280285,59323.95384615385,18469.58,6,2706350,,unavailable_no_historical_model_fleet_denominator,reservation.vehicle_model_id = vehicle_model.id,observed_aggregate_plus_formula
2090,매각[K3],CITY,23,0,21,2,2019-05-06 08:00:00,2020-02-25 20:00:00,0,0,,0.0,0,0,,unavailable_no_historical_model_fleet_denominator,reservation.vehicle_model_id = vehicle_model.id,observed_aggregate_plus_formula
2092,매각[K5],CITY,5,0,5,0,2019-05-07 11:00:00,2019-12-31 14:59:00,0,0,,0.0,0,0,,unavailable_no_historical_model_fleet_denominator,reservation.vehicle_model_id = vehicle_model.id,observed_aggregate_plus_formula
2094,매각[LF소나타],CITY,49,0,49,0,2019-05-05 07:00:00,2020-01-10 02:00:00,0,0,,0.0,0,0,,unavailable_no_historical_model_fleet_denominator,reservation.vehicle_model_id = vehicle_model.id,observed_aggregate_plus_formula
2093,매각[뉴K5],CITY,36,0,28,8,2019-05-04 11:00:00,2019-12-31 14:59:00,0,0,,0.0,0,0,,unavailable_no_historical_model_fleet_denominator,reservation.vehicle_model_id = vehicle_model.id,observed_aggregate_plus_formula
2087,매각[레이],CITY,9,0,9,0,2019-04-25 15:00:00,2020-01-01 00:00:00,0,0,,0.0,0,0,,unavailable_no_historical_model_fleet_denominator,reservation.vehicle_model_id = vehicle_model.id,observed_aggregate_plus_formula
2096,매각[스토닉],CITY,2,0,2,0,2019-03-28 00:00:00,2019-12-31 14:59:00,0,0,,0.0,0,0,,unavailable_no_historical_model_fleet_denominator,reservation.vehicle_model_id = vehicle_model.id,observed_aggregate_plus_formula
2091,매각[아반떼AD],CITY,10,0,10,0,2019-05-07 15:00:00,2019-12-31 14:59:00,0,0,,0.0,0,0,,unavailable_no_historical_model_fleet_denominator,reservation.vehicle_model_id = vehicle_model.id,observed_aggregate_plus_formula
2089,매각[아이오닉],CITY,14,0,14,0,2019-05-06 15:00:00,2020-01-09 14:00:00,0,0,,0.0,0,0,,unavailable_no_historical_model_fleet_denominator,reservation.vehicle_model_id = vehicle_model.id,observed_aggregate_plus_formula
2088,매각[엑센트],CITY,6,0,6,0,2019-05-13 15:00:00,2019-12-31 14:59:00,0,0,,0.0,0,0,,unavailable_no_historical_model_fleet_denominator,reservation.vehicle_model_id = vehicle_model.id,observed_aggregate_plus_formula
2095,매각[올뉴K5],CITY,20,0,20,0,2019-05-06 23:00:00,2019-12-31 14:59:00,0,0,,0.0,0,0,,unavailable_no_historical_model_fleet_denominator,reservation.vehicle_model_id = vehicle_model.id,observed_aggregate_plus_formula
2086,매각[올뉴모닝],CITY,7,0,7,0,2019-05-05 15:00:00,2019-12-31 14:59:00,0,0,,0.0,0,0,,unavailable_no_historical_model_fleet_denominator,reservation.vehicle_model_id = vehicle_model.id,observed_aggregate_plus_formula
2070,스파크[휘],CITY,2719,1823,813,83,2019-01-01 01:00:00,2020-04-30 00:00:00,1823,60636954,33262.17992320351,100190.67,16,3848000,,unavailable_no_historical_model_fleet_denominator,reservation.vehicle_model_id = vehicle_model.id,observed_aggregate_plus_formula
2081,스포티지R[장기],CITY,13,13,0,0,2019-01-09 00:00:00,2020-02-03 00:00:00,13,5400000,415384.6153846154,9360.0,1,0,,unavailable_no_historical_model_fleet_denominator,reservation.vehicle_model_id = vehicle_model.id,observed_aggregate_plus_formula
2040,아반떼AD[휘],CITY,15229,10997,3971,261,2019-01-01 00:00:00,2022-12-31 14:59:00,10997,838314174,76231.16977357461,659505.37,62,51908390,,unavailable_no_historical_model_fleet_denominator,reservation.vehicle_model_id = vehicle_model.id,observed_aggregate_plus_formula
2055,아반떼MD[LPG],CITY,7001,4726,2126,149,2019-01-01 00:00:00,2021-12-31 00:00:00,4726,235423385,49814.512272534914,269374.28,20,25499250,,unavailable_no_historical_model_fleet_denominator,reservation.vehicle_model_id = vehicle_model.id,observed_aggregate_plus_formula
2059,아반떼MD[휘],CITY,9744,6482,3104,158,2019-01-01 01:00:00,2023-12-05 22:00:00,6482,343928481,53059.006633755016,386887.08,27,21463460,,unavailable_no_historical_model_fleet_denominator,reservation.vehicle_model_id = vehicle_model.id,observed_aggregate_plus_formula
2063,안전보건공단 장기 쏘나타뉴라이즈[LPG],CITY,257,171,71,15,2019-01-10 06:00:00,2021-01-24 06:00:00,171,21369750,124969.29824561403,9949.5,1,1595000,,unavailable_no_historical_model_fleet_denominator,reservation.vehicle_model_id = vehicle_model.id,observed_aggregate_plus_formula
2062,안전보건공단 장기 올뉴카니발9인[경유],CITY,475,294,166,15,2019-01-07 08:00:00,2021-01-17 06:00:00,294,62539660,212719.9319727891,17879.83,4,2864000,,unavailable_no_historical_model_fleet_denominator,reservation.vehicle_model_id = vehicle_model.id,observed_aggregate_plus_formula
2100,업무용차량,CITY,20,0,13,7,2025-01-27 00:00:00,2034-03-11 00:00:00,0,0,,0.0,0,0,,unavailable_no_historical_model_fleet_denominator,reservation.vehicle_model_id = vehicle_model.id,observed_aggregate_plus_formula
2057,엑센트[휘],CITY,5509,3641,1766,102,2019-01-01 00:00:00,2022-12-31 14:59:00,3641,170664542,46872.9859928591,210158.45,21,16546800,,unavailable_no_historical_model_fleet_denominator,reservation.vehicle_model_id = vehicle_model.id,observed_aggregate_plus_formula
2042,올뉴말리부[휘],CITY,2242,1518,649,75,2019-01-01 05:00:00,2022-12-31 14:59:00,1518,146552671,96543.26152832675,88221.92,5,12368600,,unavailable_no_historical_model_fleet_denominator,reservation.vehicle_model_id = vehicle_model.id,observed_aggregate_plus_formula
2050,올뉴모닝[휘],CITY,3254,2076,1130,48,2019-01-01 00:30:00,2021-12-31 00:00:00,2076,64757000,31193.15992292871,118165.52,34,3647300,,unavailable_no_historical_model_fleet_denominator,reservation.vehicle_model_id = vehicle_model.id,observed_aggregate_plus_formula
2056,올뉴쏘울[휘],CITY,1821,1265,511,45,2018-12-31 23:30:00,2021-12-31 14:59:00,1265,79611769,62934.204743083006,74227.67,6,8078700,,unavailable_no_historical_model_fleet_denominator,reservation.vehicle_model_id = vehicle_model.id,observed_aggregate_plus_formula
2058,올란도7인[경유],CITY,4369,2889,1368,112,2018-12-31 23:00:00,2022-12-31 14:59:00,2889,293473735,101583.1550709588,183145.92,22,15128710,,unavailable_no_historical_model_fleet_denominator,reservation.vehicle_model_id = vehicle_model.id,observed_aggregate_plus_formula
2068,장기 16모닝,CITY,10,5,5,0,2021-05-11 04:00:00,2021-12-31 00:00:00,5,2550000,510000.0,2700.0,3,0,,unavailable_no_historical_model_fleet_denominator,reservation.vehicle_model_id = vehicle_model.id,observed_aggregate_plus_formula
2049,장기 2018 모닝,CITY,32,19,8,5,2021-05-11 05:00:00,2022-05-30 00:00:00,19,8985000,472894.7368421053,14652.5,3,0,,unavailable_no_historical_model_fleet_denominator,reservation.vehicle_model_id = vehicle_model.id,observed_aggregate_plus_formula
2029,장기 뉴5,CITY,105,66,30,9,2021-02-02 00:00:00,2023-12-31 00:00:00,66,34330760,520163.0303030303,42643.33,14,88100,,unavailable_no_historical_model_fleet_denominator,reservation.vehicle_model_id = vehicle_model.id,observed_aggregate_plus_formula
2037,장기 액센트,CITY,2,2,0,0,2023-07-25 23:00:00,2023-10-24 10:00:00,2,1500000,750000.0,2171.0,1,0,,unavailable_no_historical_model_fleet_denominator,reservation.vehicle_model_id = vehicle_model.id,observed_aggregate_plus_formula
2035,장기AD,CITY,23,14,5,4,2022-01-23 23:00:00,2023-12-31 00:00:00,14,7050000,503571.4285714286,9362.0,3,0,,unavailable_no_historical_model_fleet_denominator,reservation.vehicle_model_id = vehicle_model.id,observed_aggregate_plus_formula
2066,장기아반떼,CITY,1,1,0,0,2021-01-11 00:00:00,2021-02-10 00:00:00,1,350000,350000.0,720.0,1,0,,unavailable_no_historical_model_fleet_denominator,reservation.vehicle_model_id = vehicle_model.id,observed_aggregate_plus_formula
2079,제네시스DH(2016년),CITY,46,37,8,1,2019-01-01 05:30:00,2019-12-31 11:00:00,37,2841570,76799.18918918919,1757.5,2,1629400,,unavailable_no_historical_model_fleet_denominator,reservation.vehicle_model_id = vehicle_model.id,observed_aggregate_plus_formula
2080,제네시스EQ900[휘],CITY,111,69,41,1,2019-01-03 04:00:00,2020-04-30 11:00:00,69,15358520,222587.24637681158,3370.0,2,4313000,,unavailable_no_historical_model_fleet_denominator,reservation.vehicle_model_id = vehicle_model.id,observed_aggregate_plus_formula
2011,코나 EV(장기),CITY,30,30,0,0,2023-10-01 00:00:00,2024-07-27 00:00:00,30,2550000,85000.0,21600.0,3,210000,,unavailable_no_historical_model_fleet_denominator,reservation.vehicle_model_id = vehicle_model.id,observed_aggregate_plus_formula
2054,코란도투리스모9인[경유],CITY,2476,1571,838,67,2019-01-01 00:30:00,2021-12-30 11:00:00,1571,153275798,97565.75302355188,98747.17,12,6583000,,unavailable_no_historical_model_fleet_denominator,reservation.vehicle_model_id = vehicle_model.id,observed_aggregate_plus_formula
2041,티볼리[휘],CITY,3809,2626,1093,90,2018-12-31 23:00:00,2022-12-31 14:59:00,2626,264188401,100604.87471439452,150839.35,10,15870470,,unavailable_no_historical_model_fleet_denominator,reservation.vehicle_model_id = vehicle_model.id,observed_aggregate_plus_formula
2076,티볼리에어[경유],CITY,642,426,210,6,2019-01-01 01:30:00,2020-12-30 00:00:00,426,35758488,83940.11267605633,24234.5,3,3771000,,unavailable_no_historical_model_fleet_denominator,reservation.vehicle_model_id = vehicle_model.id,observed_aggregate_plus_formula
