model_name,vehicle_class,model_family,model_year_latest,fleet_vehicle_days,booked_vehicle_days,revenue_krw,avg_vehicle_age_years,last_observed_age_years,utilization_rate,revenue_per_fleet_day,old_fleet_vehicle_days,old_booked_vehicle_days,old_revenue_krw,old_utilization_rate,old_revenue_per_fleet_day,reservation_count,unique_joined_users,active_months,avg_reservation_price_krw,avg_rental_hours,old_reservation_count,old_unique_joined_users,old_active_months,old_avg_reservation_price_krw,old_repeat_user_share,old_high_value_user_share,old_revenue_share,class_old_revenue_per_fleet_day_median,old_revenue_vs_class_median,long_hold_score,holding_period_signal,recommended_holding_period_proxy
24년 더 뉴 카니발 9인승(휘),RV,카니발,2024.0,2940,541.3638888888889,40320315.0,1.8056125941136205,2.6091718001368926,0.18413737717309148,13714.392857142857,0.0,0.0,0.0,,,210.0,165.0,20.0,192001.5,61.870285714285714,0.0,0.0,0.0,,,,0.0,3064.497444633731,,0.0,추가 관찰,6년 도달 전 추가 관찰
24년 쏘나타 디엣지(휘),MIDSIZE,쏘나타,2024.0,8820,2961.0979166666666,121966356.88,1.8056125941136205,2.6091718001368926,0.3357253873771731,13828.385133786847,0.0,0.0,0.0,,,1236.0,910.0,20.0,98689.89401294498,57.50441747572816,0.0,0.0,0.0,,,,0.0,1034.9617232543242,,0.0,추가 관찰,6년 도달 전 추가 관찰
24년 벤츠 CLE 컨버터블(휘),IMPORTED,벤츠,2024.0,2450,540.7979166666667,72085195.0,1.8056125941136205,2.6091718001368926,0.22073384353741496,29422.52857142857,0.0,0.0,0.0,,,271.0,208.0,20.0,265997.0295202952,47.89361623616236,0.0,0.0,0.0,,,,0.0,2971.95067264574,,0.0,추가 관찰,6년 도달 전 추가 관찰
24년 스타리아  11인승(경유),RV,스타리아,2024.0,4704,744.3520833333333,53584587.25,1.8056125941136205,2.6091718001368926,0.15823811295351473,11391.28130314626,0.0,0.0,0.0,,,291.0,209.0,20.0,184738.02405498282,61.565154639175255,0.0,0.0,0.0,,,,0.0,3064.497444633731,,0.0,추가 관찰,6년 도달 전 추가 관찰
24년 스타리아 11인승 4륜(경유),RV,스타리아,2024.0,1176,185.79166666666666,15815755.0,1.8056125941136205,2.6091718001368926,0.1579861111111111,13448.7712585034,0.0,0.0,0.0,,,77.0,65.0,19.0,205399.41558441558,57.90909090909091,0.0,0.0,0.0,,,,0.0,3064.497444633731,,0.0,추가 관찰,6년 도달 전 추가 관찰
24년 스타리아라운지 4륜 7인승(경유),RV,스타리아,2024.0,2940,396.20416666666665,37450550.0,1.8056125941136205,2.6091718001368926,0.13476332199546484,12738.28231292517,0.0,0.0,0.0,,,154.0,129.0,20.0,243185.3896103896,61.74616883116883,0.0,0.0,0.0,,,,0.0,3064.497444633731,,0.0,추가 관찰,6년 도달 전 추가 관찰
24년 싼타페 하이브리드 4륜 (7인/휘),SUV,싼타페,2024.0,5292,1252.3979166666666,81475553.33333333,1.8056125941136205,2.6091718001368926,0.2366587144116906,15395.985134794657,0.0,0.0,0.0,,,467.0,396.0,20.0,174761.27408993576,64.48944325481799,0.0,0.0,0.0,,,,0.0,0.0,,0.0,추가 관찰,6년 도달 전 추가 관찰
24년 쏘나타 디엣지 하이브리드(휘),MIDSIZE,쏘나타,2024.0,2940,710.39375,35276054.88095238,1.8056125941136205,2.6091718001368926,0.24163052721088435,11998.658122772918,0.0,0.0,0.0,,,290.0,225.0,20.0,122350.70689655172,58.99475862068965,0.0,0.0,0.0,,,,0.0,1034.9617232543242,,0.0,추가 관찰,6년 도달 전 추가 관찰
24년 쏠라티(15인/경유),RV,쏠라티,2024.0,588,51.173611111111114,11393735.0,1.8056125941136205,2.6091718001368926,0.0870299508692366,19377.100340136054,0.0,0.0,0.0,,,26.0,18.0,16.0,438220.57692307694,47.237307692307695,0.0,0.0,0.0,,,,0.0,3064.497444633731,,0.0,추가 관찰,6년 도달 전 추가 관찰
24년 디올뉴 싼타페 4륜(7인/휘),SUV,싼타페,2024.0,6468,1551.648611111111,92377442.7486631,1.8056125941136205,2.6091718001368926,0.23989619837834122,14282.226770046862,0.0,0.0,0.0,,,617.0,524.0,20.0,149937.7017828201,60.44097244732577,0.0,0.0,0.0,,,,0.0,0.0,,0.0,추가 관찰,6년 도달 전 추가 관찰
24년 카니발 하이리무진 9인승(경유),RV,카니발,2024.0,2940,706.8673611111111,78146815.29411764,1.8056125941136205,2.6091718001368926,0.24043107520786092,26580.549419767907,0.0,0.0,0.0,,,276.0,223.0,20.0,284130.72463768115,61.647971014492754,0.0,0.0,0.0,,,,0.0,3064.497444633731,,0.0,추가 관찰,6년 도달 전 추가 관찰
24년 코나(휘),SUV,코나,2024.0,2940,859.68125,36786353.41772152,1.8056125941136205,2.6091718001368926,0.29240858843537415,12512.365108068543,0.0,0.0,0.0,,,374.0,286.0,20.0,98428.64973262032,55.189518716577545,0.0,0.0,0.0,,,,0.0,0.0,,0.0,추가 관찰,6년 도달 전 추가 관찰
25년 BMW X7 xdrive40i 하이브리드(휘),SUPERCAR,BMW X7 xdrive40i 하이브리드,2025.0,419,21.65277777777778,9355460.0,1.0349075975359343,1.6071184120465434,0.05167727393264386,22328.066825775655,0.0,0.0,0.0,,,10.0,8.0,7.0,935546.0,51.967,0.0,0.0,0.0,,,,0.0,,,0.0,추가 관찰,6년 도달 전 추가 관찰
25년 BMW 미니 컨버터블(휘),IMPORTED,미니,2025.0,2280,553.0777777777778,49293640.03267974,0.9842573579739905,1.6071184120465434,0.24257797270955167,21620.017558192867,0.0,0.0,0.0,,,265.0,225.0,16.0,186147.11320754717,50.12588679245283,0.0,0.0,0.0,,,,0.0,2971.95067264574,,0.0,추가 관찰,6년 도달 전 추가 관찰
25년 BMW 미니 컨트리맨 4륜(휘),IMPORTED,미니,2025.0,3192,574.5506944444444,46932360.97345133,0.8788501026694044,1.6071184120465434,0.17999708472570314,14703.120605717835,0.0,0.0,0.0,,,249.0,212.0,19.0,188555.140562249,55.410682730923696,0.0,0.0,0.0,,,,0.0,2971.95067264574,,0.0,추가 관찰,6년 도달 전 추가 관찰
25년 EV3(전기),EV,EV3,2025.0,5430,1147.8729166666667,70222725.8737864,0.8131086976241723,1.6071184120465434,0.21139464395334562,12932.362039371345,0.0,0.0,0.0,,,506.0,416.0,20.0,138871.5909090909,54.46337944664032,0.0,0.0,0.0,,,,0.0,3485.0036768015234,,0.0,추가 관찰,6년 도달 전 추가 관찰
24년 레이(휘),URBAN,레이,2024.0,2940,359.99861111111113,10330065.0,1.8056125941136205,2.6091718001368926,0.12244850718065005,3513.627551020408,0.0,0.0,0.0,,,160.0,130.0,19.0,64562.90625,53.999874999999996,0.0,0.0,0.0,,,,0.0,97.1103896103896,,0.0,추가 관찰,6년 도달 전 추가 관찰
24년 더뉴그랜저 하이브리드(휘),LUXURY,더뉴그랜저 하이브리드,2024.0,2940,661.7805555555556,49165490.0,1.8056125941136205,2.6091718001368926,0.22509542705971278,16722.955782312925,0.0,0.0,0.0,,,287.0,220.0,20.0,171308.3275261324,55.34062717770035,0.0,0.0,0.0,,,,0.0,1806.7274837364996,,0.0,추가 관찰,6년 도달 전 추가 관찰
24년 더 뉴 카니발 하이브리드 9인승(휘),RV,카니발,2024.0,1176,187.54166666666666,14929955.0,1.8056125941136205,2.6091718001368926,0.15947420634920634,12695.539965986394,0.0,0.0,0.0,,,65.0,57.0,18.0,229691.61538461538,69.24615384615385,0.0,0.0,0.0,,,,0.0,3064.497444633731,,0.0,추가 관찰,6년 도달 전 추가 관찰
24년 더 뉴 셀토스(휘),SUV,더 뉴 셀토스,2024.0,6468,1746.0638888888889,75392605.0,1.8056125941136205,2.6091718001368926,0.2699542190613619,11656.24690785405,0.0,0.0,0.0,,,714.0,566.0,20.0,105591.8837535014,58.69131652661064,0.0,0.0,0.0,,,,0.0,0.0,,0.0,추가 관찰,6년 도달 전 추가 관찰
24년 더 뉴 카니발 9인승(경유),RV,카니발,2024.0,6468,933.9076388888889,67852620.0,1.8056125941136205,2.6091718001368926,0.14438893613000756,10490.510204081633,0.0,0.0,0.0,,,342.0,282.0,19.0,198399.47368421053,65.53754385964912,0.0,0.0,0.0,,,,0.0,3064.497444633731,,0.0,추가 관찰,6년 도달 전 추가 관찰
24년 더 뉴 아반떼(휘),COMPACT,아반떼,2024.0,9408,2952.809027777778,112494946.9447779,1.8056125941136205,2.6091718001368926,0.31386150380291006,11957.371061307176,0.0,0.0,0.0,,,1277.0,925.0,20.0,88316.2920908379,55.57795614722005,0.0,0.0,0.0,,,,0.0,407.6530612244898,,0.0,추가 관찰,6년 도달 전 추가 관찰
25년 GV70 4륜(5인/휘),SUV,GV70,2025.0,2632,741.3854166666666,68045490.0,0.8583162217659138,1.6071184120465434,0.28168138931104353,25853.149696048633,0.0,0.0,0.0,,,318.0,250.0,19.0,213979.5283018868,55.95364779874213,0.0,0.0,0.0,,,,0.0,0.0,,0.0,추가 관찰,6년 도달 전 추가 관찰
24년 더 뉴 쏘렌토 하이브리드(7인/휘),SUV,쏘렌토,2024.0,2940,642.4333333333333,41498970.0,1.8056125941136205,2.6091718001368926,0.21851473922902492,14115.295918367347,0.0,0.0,0.0,,,253.0,207.0,20.0,164027.54940711462,60.942411067193675,0.0,0.0,0.0,,,,0.0,0.0,,0.0,추가 관찰,6년 도달 전 추가 관찰
24년 더 뉴 쏘렌토 하이브리드 4륜(5인/휘),SUV,쏘렌토,2024.0,2352,576.5611111111111,36846976.0,1.8056125941136205,2.6091718001368926,0.24513652683295542,15666.231292517006,0.0,0.0,0.0,,,234.0,200.0,20.0,157465.7094017094,59.134529914529914,0.0,0.0,0.0,,,,0.0,0.0,,0.0,추가 관찰,6년 도달 전 추가 관찰
24년 더 뉴 쏘렌토 4륜(7인/휘),SUV,쏘렌토,2024.0,7644,1524.9041666666667,85104465.83898304,1.8056125941136205,2.6091718001368926,0.19949034100819815,11133.498932363036,0.0,0.0,0.0,,,563.0,445.0,20.0,151636.54884547068,65.17092362344583,0.0,0.0,0.0,,,,0.0,0.0,,0.0,추가 관찰,6년 도달 전 추가 관찰
24년 더 뉴 K5(휘),MIDSIZE,K5,2024.0,4704,1466.3465277777777,63822167.85776418,1.8056125941136205,2.6091718001368926,0.31172332648337114,13567.637724864833,0.0,0.0,0.0,,,645.0,456.0,20.0,99090.63720930232,54.6075503875969,0.0,0.0,0.0,,,,0.0,1034.9617232543242,,0.0,추가 관찰,6년 도달 전 추가 관찰
24년 더 올뉴머스탱컨버터블2.3 (휘),IMPORTED,머스탱,2024.0,4704,1297.5145833333333,142838475.6707317,1.8056125941136205,2.6091718001368926,0.2758321818310658,30365.32220891405,0.0,0.0,0.0,,,620.0,524.0,20.0,230660.9435483871,50.28208064516129,0.0,0.0,0.0,,,,0.0,2971.95067264574,,0.0,추가 관찰,6년 도달 전 추가 관찰
24년 더 뉴 K5 하이브리드(휘),MIDSIZE,K5,2024.0,5880,1730.45,76080552.43478261,1.8056125941136205,2.6091718001368926,0.2942942176870748,12938.869461697723,0.0,0.0,0.0,,,736.0,569.0,20.0,103501.96603260869,56.49570652173912,0.0,0.0,0.0,,,,0.0,1034.9617232543242,,0.0,추가 관찰,6년 도달 전 추가 관찰
24년 더 뉴 K3(휘),COMPACT,K3,2024.0,5734,1431.05625,54836952.222950816,1.8056125941136205,2.6091718001368926,0.24957381409138474,9563.472658345103,0.0,0.0,0.0,,,657.0,472.0,20.0,83951.30593607305,52.51663622526636,0.0,0.0,0.0,,,,0.0,407.6530612244898,,0.0,추가 관찰,6년 도달 전 추가 관찰
24년 G80 4륜(휘),LUXURY,G80,2024.0,1764,257.4638888888889,21513025.110497236,1.8056125941136205,2.6091718001368926,0.14595458553791887,12195.592466268274,0.0,0.0,0.0,,,120.0,87.0,19.0,180438.325,51.9345,0.0,0.0,0.0,,,,0.0,1806.7274837364996,,0.0,추가 관찰,6년 도달 전 추가 관찰
24년 BMW 미니 컨버터블(휘),IMPORTED,미니,2024.0,2352,345.9243055555556,26343800.0,1.8056125941136205,2.6091718001368926,0.14707666052532126,11200.595238095239,0.0,0.0,0.0,,,174.0,144.0,20.0,151401.14942528735,47.71379310344828,0.0,0.0,0.0,,,,0.0,2971.95067264574,,0.0,추가 관찰,6년 도달 전 추가 관찰
24년 더 뉴 카니발리무진 7인(경유),RV,카니발,2024.0,2352,419.26875,34451005.0,1.8056125941136205,2.6091718001368926,0.17826052295918368,14647.536139455782,0.0,0.0,0.0,,,151.0,118.0,20.0,228152.35099337748,66.63874172185432,0.0,0.0,0.0,,,,0.0,3064.497444633731,,0.0,추가 관찰,6년 도달 전 추가 관찰
24년 더 뉴 투싼 4륜(휘),SUV,투싼,2024.0,2940,636.6631944444445,33395820.0,1.8056125941136205,2.6091718001368926,0.21655210695389268,11359.122448979591,0.0,0.0,0.0,,,249.0,208.0,20.0,134119.7590361446,61.365100401606426,0.0,0.0,0.0,,,,0.0,0.0,,0.0,추가 관찰,6년 도달 전 추가 관찰
25년 G80 4륜(휘),LUXURY,G80,2025.0,2885,1022.4638888888888,91658472.38095237,0.8035592060232717,1.6071184120465434,0.35440689389562874,31770.70099859701,0.0,0.0,0.0,,,453.0,335.0,20.0,202581.2582781457,54.25980132450331,0.0,0.0,0.0,,,,0.0,1806.7274837364996,,0.0,추가 관찰,6년 도달 전 추가 관찰
25년 투싼 하이브리드 4륜(휘),SUV,투싼,2025.0,5225,1872.329861111111,110927976.12455766,0.891170431211499,1.6071184120465434,0.3583406432748538,21230.23466498711,0.0,0.0,0.0,,,783.0,638.0,18.0,141817.77650063857,57.43869731800766,0.0,0.0,0.0,,,,0.0,0.0,,0.0,추가 관찰,6년 도달 전 추가 관찰
25년 GV80 4륜(7인/휘),SUV,GV80,2025.0,2749,788.7694444444444,84646878.6680927,0.8213552361396304,1.6071184120465434,0.28692959055818273,30791.88019937894,0.0,0.0,0.0,,,351.0,261.0,20.0,241821.65527065526,54.03413105413105,0.0,0.0,0.0,,,,0.0,0.0,,0.0,추가 관찰,6년 도달 전 추가 관찰
25년 GV80 쿠페 4륜(5인/휘),SUV,GV80,2025.0,1176,333.1,36987695.31034483,0.8035592060232717,1.6071184120465434,0.2832482993197279,31452.121862538123,0.0,0.0,0.0,,,149.0,121.0,20.0,249713.8120805369,54.11684563758389,0.0,0.0,0.0,,,,0.0,0.0,,0.0,추가 관찰,6년 도달 전 추가 관찰
26년 그랜저 GN7(휘),LUXURY,그랜저 GN7,2026.0,927,217.01388888888889,17679938.146299485,0.35318275154004103,0.6078028747433265,0.23410344000958888,19072.209435058776,0.0,0.0,0.0,,,95.0,75.0,7.0,188176.87368421053,55.38789473684211,0.0,0.0,0.0,,,,0.0,1806.7274837364996,,0.0,추가 관찰,6년 도달 전 추가 관찰
26년 더 K5 고급형 (휘),MIDSIZE,K5,2026.0,2730,720.8993055555555,30613752.64285714,0.3600273785078713,0.6078028747433265,0.2640656796906797,11213.828806907379,0.0,0.0,0.0,,,313.0,245.0,7.0,98094.71246006389,55.40766773162939,0.0,0.0,0.0,,,,0.0,1034.9617232543242,,0.0,추가 관찰,6년 도달 전 추가 관찰
26년 더 K5 하이브리드(휘),MIDSIZE,K5,2026.0,1119,309.3041666666667,15550870.0,0.3600273785078713,0.6078028747433265,0.27641123026511766,13897.113494191242,0.0,0.0,0.0,,,130.0,109.0,7.0,119622.07692307692,57.1023076923077,0.0,0.0,0.0,,,,0.0,1034.9617232543242,,0.0,추가 관찰,6년 도달 전 추가 관찰
26년 더 K5(휘),MIDSIZE,K5,2026.0,910,207.39375,7581589.75,0.3600273785078713,0.6078028747433265,0.2279052197802198,8331.417307692307,0.0,0.0,0.0,,,98.0,69.0,7.0,77762.5,50.90255102040816,0.0,0.0,0.0,,,,0.0,1034.9617232543242,,0.0,추가 관찰,6년 도달 전 추가 관찰
26년 더 K8(휘),LUXURY,더 K8,2026.0,788,207.27430555555554,14982629.27152318,0.3394934976043805,0.6078028747433265,0.2630384588268471,19013.488923252768,0.0,0.0,0.0,,,81.0,70.0,8.0,185245.92592592593,61.476543209876546,0.0,0.0,0.0,,,,0.0,1806.7274837364996,,0.0,추가 관찰,6년 도달 전 추가 관찰
26년 레이(휘),URBAN,레이,2026.0,1079,395.3208333333333,13583376.971830986,0.31211498973305957,0.6078028747433265,0.366377046648131,12588.857249148274,0.0,0.0,0.0,,,192.0,148.0,8.0,72157.94270833333,49.95161458333333,0.0,0.0,0.0,,,,0.0,97.1103896103896,,0.0,추가 관찰,6년 도달 전 추가 관찰
26년 스타리아 11인승 하이브리드(휘),RV,스타리아,2026.0,913,226.5013888888889,24223295.685534593,0.35318275154004103,0.6078028747433265,0.2480847632956067,26531.5396336633,0.0,0.0,0.0,,,99.0,78.0,7.0,247766.9797979798,55.45989898989899,0.0,0.0,0.0,,,,0.0,3064.497444633731,,0.0,추가 관찰,6년 도달 전 추가 관찰
26년 스포티지 4륜(휘),SUV,스포티지,2026.0,1813,507.41041666666666,29405543.448979594,0.3586584531143053,0.6078028747433265,0.2798733682662254,16219.273827346715,0.0,0.0,0.0,,,221.0,173.0,7.0,133125.86425339367,55.12610859728507,0.0,0.0,0.0,,,,0.0,0.0,,0.0,추가 관찰,6년 도달 전 추가 관찰
26년 쏠라티(15인/경유),RV,쏠라티,2026.0,239,36.65277777777778,10718395.0,0.2835565712714682,0.6078028747433265,0.1533589028358903,44846.8410041841,0.0,0.0,0.0,,,18.0,12.0,9.0,595466.3888888889,48.870555555555555,0.0,0.0,0.0,,,,0.0,3064.497444633731,,0.0,추가 관찰,6년 도달 전 추가 관찰
26년 아반떼(휘),COMPACT,아반떼,2026.0,2438,634.2555555555556,27144404.9375,0.36139630390143734,0.6078028747433265,0.2601540424756176,11133.882254922068,0.0,0.0,0.0,,,283.0,222.0,7.0,96690.40282685512,54.15070671378092,0.0,0.0,0.0,,,,0.0,407.6530612244898,,0.0,추가 관찰,6년 도달 전 추가 관찰
26년 아우디 Q4 e-tron,IMPORTED,아우디 Q4 e-tron,2026.0,41,0.0,0.0,0.5530458590006844,0.6078028747433265,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,,,,,2971.95067264574,,0.0,추가 관찰,6년 도달 전 추가 관찰
26년 아우디Q5 40 TDI quattro,IMPORTED,아우디Q5 40 TDI quattro,2026.0,21,0.0,0.0,0.5804243668720055,0.6078028747433265,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,,,,,2971.95067264574,,0.0,추가 관찰,6년 도달 전 추가 관찰
26년 카니발리무진 7인승(휘),RV,카니발,2026.0,1848,557.2368055555555,56379290.0,0.2933767122678827,0.6078028747433265,0.3015350679413179,30508.27380952381,0.0,0.0,0.0,,,221.0,176.0,9.0,255109.90950226245,60.5145701357466,0.0,0.0,0.0,,,,0.0,3064.497444633731,,0.0,추가 관찰,6년 도달 전 추가 관찰
26년 테슬라 모델Y RWD(전기),IMPORTED,테슬라 모델Y RWD,2026.0,708,138.4,15506008.0,0.4394250513347022,0.6078028747433265,0.19548022598870057,21901.141242937854,0.0,0.0,0.0,,,64.0,57.0,5.0,242281.375,51.9003125,0.0,0.0,0.0,,,,0.0,2971.95067264574,,0.0,추가 관찰,6년 도달 전 추가 관찰
26년 투싼(휘),SUV,투싼,2026.0,928,373.7423611111111,23616855.833333332,0.2921121574736246,0.6078028747433265,0.40273961326628355,25449.198096264365,0.0,0.0,0.0,,,164.0,123.0,9.0,144208.99390243902,54.74585365853658,0.0,0.0,0.0,,,,0.0,0.0,,0.0,추가 관찰,6년 도달 전 추가 관찰
26년 EV4(전기),EV,EV4,2026.0,744,160.94791666666666,12275508.0,0.4394250513347022,0.6078028747433265,0.21632784498207885,16499.33870967742,0.0,0.0,0.0,,,69.0,63.0,5.0,177905.91304347827,55.98202898550725,0.0,0.0,0.0,,,,0.0,3485.0036768015234,,0.0,추가 관찰,6년 도달 전 추가 관찰
26년 BMW X6 xdrive30d M sport(경유),SUPERCAR,BMW X6 xdrive30d M sport,2026.0,257,0.0,0.0,0.263696577952844,0.6078028747433265,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,,,,,,,0.0,추가 관찰,6년 도달 전 추가 관찰
26년 BMW 520i  M스포츠(휘),IMPORTED,BMW 520i M스포츠,2026.0,720,90.49513888888889,10490245.0,0.3627652292950034,0.6078028747433265,0.12568769290123458,14569.784722222223,0.0,0.0,0.0,,,44.0,37.0,7.0,238414.6590909091,49.36113636363636,0.0,0.0,0.0,,,,0.0,2971.95067264574,,0.0,추가 관찰,6년 도달 전 추가 관찰
25년 카니발리무진 7인승(경유),RV,카니발,2025.0,2240,550.1284722222222,48229889.31239059,0.8227241615331964,1.6071184120465434,0.2455930679563492,21531.200585888655,0.0,0.0,0.0,,,218.0,184.0,20.0,222324.22018348624,60.84,0.0,0.0,0.0,,,,0.0,3064.497444633731,,0.0,추가 관찰,6년 도달 전 추가 관찰
25년 더뉴스포티지 하이브리드 4륜(휘),SUV,스포티지,2025.0,7304,2404.85625,143315191.0881775,0.8131416837782341,1.6071184120465434,0.3292519509857612,19621.46646880853,0.0,0.0,0.0,,,972.0,778.0,20.0,147883.02366255145,59.511368312757206,0.0,0.0,0.0,,,,0.0,0.0,,0.0,추가 관찰,6년 도달 전 추가 관찰
25년 레이(휘),URBAN,레이,2025.0,11110,3952.89375,125249785.35856788,0.8035592060232717,1.6071184120465434,0.35579601710171016,11273.608043075417,0.0,0.0,0.0,,,1793.0,1296.0,20.0,70044.79085331847,52.998906860011154,0.0,0.0,0.0,,,,0.0,97.1103896103896,,0.0,추가 관찰,6년 도달 전 추가 관찰
25년 쏠라티(15인/경유),RV,쏠라티,2025.0,2348,230.14930555555554,52167620.0,0.8049281314168377,1.6071184120465434,0.09801929538141207,22217.89608177172,0.0,0.0,0.0,,,97.0,82.0,19.0,537810.5154639175,56.94432989690722,0.0,0.0,0.0,,,,0.0,3064.497444633731,,0.0,추가 관찰,6년 도달 전 추가 관찰
25년 아반떼 하이브리드(휘),COMPACT,아반떼,2025.0,7012,2574.0819444444446,121845862.56578948,0.9349760438056126,1.6071184120465434,0.36709668346326935,17376.763058441167,0.0,0.0,0.0,,,1152.0,892.0,17.0,105815.25434027778,53.64888020833334,0.0,0.0,0.0,,,,0.0,407.6530612244898,,0.0,추가 관찰,6년 도달 전 추가 관찰
25년 카니발 리무진 하이브리드 7인(휘),RV,카니발,2025.0,2199,585.0958333333333,57590850.0,1.0061601642710472,1.6071184120465434,0.2660735940579051,26189.56343792633,0.0,0.0,0.0,,,228.0,196.0,15.0,252591.44736842104,61.589035087719296,0.0,0.0,0.0,,,,0.0,3064.497444633731,,0.0,추가 관찰,6년 도달 전 추가 관찰
25년 카니발 하이브리드 9인승(휘),RV,카니발,2025.0,4578,1264.3715277777778,112757210.0,0.8035592060232717,1.6071184120465434,0.2761842568321926,24630.23372651813,0.0,0.0,0.0,,,505.0,403.0,20.0,223281.60396039605,60.08906930693069,0.0,0.0,0.0,,,,0.0,3064.497444633731,,0.0,추가 관찰,6년 도달 전 추가 관찰
25년 카니발리무진 7인승(휘),RV,카니발,2025.0,2866,802.9715277777777,72520189.32323232,0.8227241615331964,1.6071184120465434,0.28017150306272776,25303.6250255521,0.0,0.0,0.0,,,318.0,262.0,20.0,228838.4182389937,60.76839622641509,0.0,0.0,0.0,,,,0.0,3064.497444633731,,0.0,추가 관찰,6년 도달 전 추가 관찰
26년 BMW 420i 컨버터블(휘),IMPORTED,BMW 420i,2026.0,1532,429.0104166666667,56634985.0,0.25007387650878565,0.6078028747433265,0.28003290905134903,36968.00587467363,0.0,0.0,0.0,,,232.0,187.0,10.0,244116.3146551724,44.380387931034484,0.0,0.0,0.0,,,,0.0,2971.95067264574,,0.0,추가 관찰,6년 도달 전 추가 관찰
25년 투싼 4륜(휘),SUV,투싼,2025.0,3528,1382.7104166666666,79403245.97014925,0.8035592060232717,1.6071184120465434,0.3919247212773998,22506.588993806476,0.0,0.0,0.0,,,601.0,457.0,20.0,132447.38768718802,55.31129783693843,0.0,0.0,0.0,,,,0.0,0.0,,0.0,추가 관찰,6년 도달 전 추가 관찰
23년 팰리세이드 4륜(8인/경유),SUV,팰리세이드,2023.0,5746,552.6909722222222,36914050.0,2.6050650239561945,3.2087611225188226,0.09618708183470626,6424.3038635572575,0.0,0.0,0.0,,,203.0,162.0,10.0,181842.61083743843,65.34295566502463,0.0,0.0,0.0,,,,0.0,0.0,,0.0,추가 관찰,6년 도달 전 추가 관찰
25년 팰리세이드 4륜(휘),SUV,팰리세이드,2025.0,2249,697.1270833333333,61430105.42964738,0.9869952087611226,1.6071184120465434,0.30997202460352746,27314.408817095322,0.0,0.0,0.0,,,288.0,225.0,16.0,214349.30555555556,58.39256944444445,0.0,0.0,0.0,,,,0.0,0.0,,0.0,추가 관찰,6년 도달 전 추가 관찰
25년 팰리세이드 하이브리드 4륜 (휘),SUV,팰리세이드,2025.0,1632,433.0875,36951300.0,1.160848733744011,1.6071184120465434,0.26537224264705883,22641.727941176472,0.0,0.0,0.0,,,178.0,146.0,12.0,207591.57303370786,58.39393258426967,0.0,0.0,0.0,,,,0.0,0.0,,0.0,추가 관찰,6년 도달 전 추가 관찰
25년 포르쉐 카이엔 하이브리드 쿠페 4륜,SUPERCAR,포르쉐,2025.0,457,56.78472222222222,22495395.0,0.9828884325804244,1.6071184120465434,0.12425540967663506,49224.0590809628,0.0,0.0,0.0,,,26.0,16.0,11.0,865207.5,52.41653846153846,0.0,0.0,0.0,,,,0.0,,,0.0,추가 관찰,6년 도달 전 추가 관찰
26년  스포티지(휘),SUV,스포티지,2026.0,233,89.46875,6588181.666666667,0.2921121574736246,0.6078028747433265,0.38398605150214593,28275.457796852646,0.0,0.0,0.0,,,44.0,31.0,9.0,150653.06818181818,49.05113636363637,0.0,0.0,0.0,,,,0.0,0.0,,0.0,추가 관찰,6년 도달 전 추가 관찰
24년 BMW 420i 컨버터블(휘),IMPORTED,BMW 420i,2024.0,2940,590.8069444444444,67992224.0,1.8056125941136205,2.6091718001368926,0.20095474300831442,23126.60680272109,0.0,0.0,0.0,,,277.0,223.0,20.0,245459.29241877256,51.189133574007215,0.0,0.0,0.0,,,,0.0,2971.95067264574,,0.0,추가 관찰,6년 도달 전 추가 관찰
23년 4세대 카니발 9인승(경유),RV,카니발,2023.0,12348,821.7388888888889,50307889.69433041,2.8049281314168377,3.6084873374401094,0.0665483389122845,4074.1731206940726,0.0,0.0,0.0,,,286.0,244.0,20.0,178433.0909090909,69.78758741258741,0.0,0.0,0.0,,,,0.0,3064.497444633731,,0.0,추가 관찰,6년 도달 전 추가 관찰
23년 투싼 하이브리드(휘),SUV,투싼,2023.0,4116,594.7763888888888,27625003.125,2.8049281314168377,3.6084873374401094,0.14450349584278155,6711.613975947522,0.0,0.0,0.0,,,222.0,189.0,20.0,124544.38288288288,64.34747747747747,0.0,0.0,0.0,,,,0.0,0.0,,0.0,추가 관찰,6년 도달 전 추가 관찰
23년 카니발 하이리무진 9인승(경유),RV,카니발,2023.0,1764,164.54861111111111,15229290.0,2.8049281314168377,3.6084873374401094,0.09328152557319225,8633.384353741496,0.0,0.0,0.0,,,64.0,53.0,19.0,237957.65625,61.7059375,0.0,0.0,0.0,,,,0.0,3064.497444633731,,0.0,추가 관찰,6년 도달 전 추가 관찰
21년 4세대 카니발 리무진 7인승(경유),RV,카니발,2021.0,2940,211.65833333333333,15328720.0,4.803559206023271,5.607118412046543,0.07199263038548753,5213.850340136054,0.0,0.0,0.0,,,77.0,65.0,20.0,199074.2857142857,65.97168831168831,0.0,0.0,0.0,,,,0.0,3064.497444633731,,0.0,추가 관찰,6년 도달 전 추가 관찰
