date,model_name,vehicle_class,model_year_latest,model_family,fleet_count,vehicle_age_years,age_bucket,booked_hours,revenue_krw,fleet_vehicle_days,booked_vehicle_days,utilization_rate,revenue_per_fleet_day
2025-01-15,18년 코나(휘),SUV,2018.0,코나,13,7.039014373716633,6-7년,0.0,0.0,13,0.0,0.0,0.0
2025-01-15,19/20년 머스탱 컨버터블(휘),IMPORTED,2020.0,머스탱,3,5.040383299110198,4-5년,0.0,0.0,3,0.0,0.0,0.0
2025-01-15,19년 G80(휘),LUXURY,2019.0,G80,2,6.039698836413415,6-7년,0.0,0.0,2,0.0,0.0,0.0
2025-01-15,19년 더뉴 아반떼(휘),COMPACT,2019.0,아반떼,8,6.039698836413415,6-7년,0.0,0.0,8,0.0,0.0,0.0
2025-01-15,19년 더뉴그랜드스타렉스12인(경유),RV,2019.0,더뉴그랜드스타렉스12인,2,6.039698836413415,6-7년,0.0,0.0,2,0.0,0.0,0.0
2025-01-15,19년 더뉴카니발리무진7인(경유),RV,2019.0,카니발,5,6.039698836413415,6-7년,0.0,0.0,5,0.0,0.0,0.0
2025-01-15,19년 더뉴카니발하이리무진7인(경유),RV,2019.0,카니발,4,6.039698836413415,6-7년,0.0,0.0,4,0.0,0.0,0.0
2025-01-15,19년 베뉴(휘),SUV,2019.0,베뉴,2,6.039698836413415,6-7년,0.0,0.0,2,0.0,0.0,0.0
2025-01-15,19년 벤츠 E클래스 카브리올레[경유],IMPORTED,2019.0,벤츠,3,6.039698836413415,6-7년,0.0,0.0,3,0.0,0.0,0.0
2025-01-15,19년 싼타페TM 2륜 (5인/경유),SUV,2019.0,싼타페,2,6.039698836413415,6-7년,0.0,0.0,2,0.0,0.0,0.0
2025-01-15,19년 쏘울 부스터(휘),COMPACT,2019.0,쏘울 부스터,4,6.039698836413415,6-7년,0.0,0.0,4,0.0,0.0,0.0
2025-01-15,19년 엑센트(휘),URBAN,2019.0,엑센트,1,6.039698836413415,6-7년,0.0,0.0,1,0.0,0.0,0.0
2025-01-15,19년 올뉴K3(휘),COMPACT,2019.0,K3,10,6.039698836413415,6-7년,0.0,0.0,10,0.0,0.0,0.0
2025-01-15,20/21년 BMW Z4 로드스터(휘),IMPORTED,2021.0,BMW Z4 로드스터,2,4.03832991101985,4-5년,0.0,0.0,2,0.0,0.0,0.0
2025-01-15,20년 K5(LPG),MIDSIZE,2020.0,K5,8,5.040383299110198,4-5년,0.0,0.0,8,0.0,0.0,0.0
2025-01-15,20년 K5(LPG) 청주지점,MIDSIZE,2020.0,K5,7,5.040383299110198,4-5년,0.0,0.0,7,0.0,0.0,0.0
2025-01-15,20년 K5(휘),MIDSIZE,2020.0,K5,10,5.040383299110198,4-5년,0.0,0.0,10,0.0,0.0,0.0
2025-01-15,20년 QM6(LPG),SUV,2020.0,QM6,4,5.040383299110198,4-5년,0.0,0.0,4,0.0,0.0,0.0
2025-01-15,20년 SM6(휘),MIDSIZE,2020.0,SM6,2,5.040383299110198,4-5년,0.0,0.0,2,0.0,0.0,0.0
2025-01-15,20년 더 뉴 그랜저(LPG),LUXURY,2020.0,더 뉴 그랜저,3,5.040383299110198,4-5년,0.0,0.0,3,0.0,0.0,0.0
2025-01-15,20년 더 뉴 그랜저(휘),LUXURY,2020.0,더 뉴 그랜저,4,5.040383299110198,4-5년,0.0,0.0,4,0.0,0.0,0.0
2025-01-15,20년 베리뉴티볼리(경유),SUV,2020.0,베리뉴티볼리,4,5.040383299110198,4-5년,0.0,0.0,4,0.0,0.0,0.0
2025-01-15,20년 벤츠 C클래스 카브리올레(휘),IMPORTED,2020.0,벤츠,4,5.040383299110198,4-5년,0.0,0.0,4,0.0,0.0,0.0
2025-01-15,20년 셀토스(휘),SUV,2020.0,셀토스,4,5.040383299110198,4-5년,0.0,0.0,4,0.0,0.0,0.0
2025-01-15,20년 쏘나타DN8(LPG),MIDSIZE,2020.0,쏘나타,14,5.040383299110198,4-5년,3.0,2550.0,14,0.125,0.008928571428571428,182.14285714285714
2025-01-15,20년 쏘나타DN8(휘),MIDSIZE,2020.0,쏘나타,7,5.040383299110198,4-5년,0.0,0.0,7,0.0,0.0,0.0
2025-01-15,20년 올뉴k3(휘),COMPACT,2020.0,K3,10,5.040383299110198,4-5년,0.0,0.0,10,0.0,0.0,0.0
2025-01-15,20년 올뉴아반떼CN7(휘),COMPACT,2020.0,아반떼,5,5.040383299110198,4-5년,0.0,0.0,5,0.0,0.0,0.0
2025-01-15,20년 코나(전기),EV,2020.0,코나,35,5.040383299110198,4-5년,0.0,0.0,35,0.0,0.0,0.0
2025-01-15,20년 테슬라 모델3(전기),IMPORTED,2020.0,테슬라 모델3,5,5.040383299110198,4-5년,0.0,0.0,5,0.0,0.0,0.0
2025-01-15,21/22년 BMW 420i 컨버터블(휘),IMPORTED,2022.0,BMW 420i,4,3.0390143737166326,2-3년,0.0,0.0,4,0.0,0.0,0.0
2025-01-15,21/22년 트레일블레이저(휘),SUV,2022.0,레이,8,3.0390143737166326,2-3년,0.0,0.0,8,0.0,0.0,0.0
2025-01-15,21년 4세대 더올뉴투싼(휘),SUV,2021.0,투싼,7,4.03832991101985,4-5년,0.0,0.0,7,0.0,0.0,0.0
2025-01-15,21년 4세대 쏘렌토(7인/휘),SUV,2021.0,쏘렌토,3,4.03832991101985,4-5년,0.0,0.0,3,0.0,0.0,0.0
2025-01-15,21년 4세대 카니발 리무진 7인승(경유),RV,2021.0,카니발,5,4.03832991101985,4-5년,0.0,0.0,5,0.0,0.0,0.0
2025-01-15,21년 4세대카니발 9인승(경유),RV,2021.0,카니발,10,4.03832991101985,4-5년,0.0,0.0,10,0.0,0.0,0.0
2025-01-15,21년 G80(휘),LUXURY,2021.0,G80,3,4.03832991101985,4-5년,0.0,0.0,3,0.0,0.0,0.0
2025-01-15,21년 GV70(5인/휘),SUV,2021.0,GV70,4,4.03832991101985,4-5년,0.0,0.0,4,0.0,0.0,0.0
2025-01-15,21년 GV80(5인/휘),SUV,2021.0,GV80,3,4.03832991101985,4-5년,0.0,0.0,3,0.0,0.0,0.0
2025-01-15,21년 K3(휘),COMPACT,2021.0,K3,10,4.03832991101985,4-5년,0.0,0.0,10,0.0,0.0,0.0
2025-01-15,21년 K5(휘),MIDSIZE,2021.0,K5,10,4.03832991101985,4-5년,0.0,0.0,10,0.0,0.0,0.0
2025-01-15,21년 K8(LPG),LUXURY,2021.0,K8,3,4.03832991101985,4-5년,0.0,0.0,3,0.0,0.0,0.0
2025-01-15,21년 K8(휘),LUXURY,2021.0,K8,3,4.03832991101985,4-5년,0.0,0.0,3,0.0,0.0,0.0
2025-01-15,21년 QM6(휘),SUV,2021.0,QM6,3,4.03832991101985,4-5년,0.0,0.0,3,0.0,0.0,0.0
2025-01-15,21년 더 뉴 K7(휘),LUXURY,2021.0,더 뉴 K7,4,4.03832991101985,4-5년,0.0,0.0,4,0.0,0.0,0.0
2025-01-15,21년 머스탱 컨버터블(휘),IMPORTED,2021.0,머스탱,3,4.03832991101985,4-5년,0.0,0.0,3,0.0,0.0,0.0
2025-01-15,21년 벤츠 C클래스 카브리올레(휘),IMPORTED,2021.0,벤츠,2,4.03832991101985,4-5년,0.0,0.0,2,0.0,0.0,0.0
2025-01-15,21년 벤츠G63 AMG 지바겐(휘),SUPERCAR,2021.0,벤츠,1,4.03832991101985,4-5년,0.0,0.0,1,0.0,0.0,0.0
2025-01-15,21년 쏘나타DN8(휘),MIDSIZE,2021.0,쏘나타,10,4.03832991101985,4-5년,0.0,0.0,10,0.0,0.0,0.0
2025-01-15,21년 아우디A5 카브리올레(휘),IMPORTED,2021.0,아우디A5 카브리올레,1,4.03832991101985,4-5년,0.0,0.0,1,0.0,0.0,0.0
2025-01-15,21년 아이오닉5(전기),EV,2021.0,아이오닉,10,4.03832991101985,4-5년,28.5,40019.138180067406,10,1.1875,0.11875,4001.9138180067407
2025-01-15,21년 올뉴아반떼CN7(휘),COMPACT,2021.0,아반떼,15,4.03832991101985,4-5년,0.0,0.0,15,0.0,0.0,0.0
2025-01-15,22년 BMW 미니 컨버터블(휘),IMPORTED,2022.0,미니,4,3.0390143737166326,2-3년,0.0,0.0,4,0.0,0.0,0.0
2025-01-15,22년 BMW 미니 컨버터블S(휘),IMPORTED,2022.0,미니,2,3.0390143737166326,2-3년,0.0,0.0,2,0.0,0.0,0.0
2025-01-15,22년 EV6(전기),EV,2022.0,EV6,21,3.0390143737166326,2-3년,8.0,12954.037267080746,21,0.3333333333333333,0.015873015873015872,616.8589174800355
2025-01-15,22년 K5(LPG),MIDSIZE,2022.0,K5,8,3.0390143737166326,2-3년,0.0,0.0,8,0.0,0.0,0.0
2025-01-15,22년 K5(휘),MIDSIZE,2022.0,K5,9,3.0390143737166326,2-3년,0.0,0.0,9,0.0,0.0,0.0
2025-01-15,22년 XM3(휘),SUV,2022.0,XM3,2,3.0390143737166326,2-3년,0.0,0.0,2,0.0,0.0,0.0
2025-01-15,22년 k3(휘),COMPACT,2022.0,K3,25,3.0390143737166326,2-3년,8.5,8973.417721518988,25,0.3541666666666667,0.014166666666666668,358.93670886075955
2025-01-15,22년 니로 하이브리드(휘),SUV,2022.0,니로 하이브리드,8,3.0390143737166326,2-3년,0.0,0.0,8,0.0,0.0,0.0
2025-01-15,22년 모닝(휘),URBAN,2022.0,모닝,21,3.0390143737166326,2-3년,31.0,22341.09899156205,21,1.2916666666666667,0.06150793650793651,1063.86185674105
2025-01-15,22년 베뉴(휘),SUV,2022.0,베뉴,2,3.0390143737166326,2-3년,0.0,0.0,2,0.0,0.0,0.0
2025-01-15,22년 볼보 XC40(휘),IMPORTED,2022.0,볼보 XC40,2,3.0390143737166326,2-3년,0.0,0.0,2,0.0,0.0,0.0
2025-01-15,22년 스타리아 11인승(경유),RV,2022.0,스타리아,5,3.0390143737166326,2-3년,0.0,0.0,5,0.0,0.0,0.0
2025-01-15,22년 스타리아 9인승(경유),RV,2022.0,스타리아,11,3.0390143737166326,2-3년,0.0,0.0,11,0.0,0.0,0.0
2025-01-15,22년 스포티지 하이브리드(휘),SUV,2022.0,스포티지,3,3.0390143737166326,2-3년,6.5,11700.0,3,0.2708333333333333,0.09027777777777778,3900.0
2025-01-15,22년 스포티지(경유),SUV,2022.0,스포티지,10,3.0390143737166326,2-3년,0.0,0.0,10,0.0,0.0,0.0
2025-01-15,22년 스포티지(휘),SUV,2022.0,스포티지,5,3.0390143737166326,2-3년,0.0,0.0,5,0.0,0.0,0.0
2025-01-15,22년 쏘렌토 하이브리드(7인/휘),SUV,2022.0,쏘렌토,3,3.0390143737166326,2-3년,0.0,0.0,3,0.0,0.0,0.0
2025-01-15,22년 캐스퍼(휘),URBAN,2022.0,캐스퍼,10,3.0390143737166326,2-3년,0.0,0.0,10,0.0,0.0,0.0
2025-01-15,22년 포르쉐 718박스터 컨버터블(휘),SUPERCAR,2022.0,포르쉐,2,3.0390143737166326,2-3년,0.0,0.0,2,0.0,0.0,0.0
2025-01-15,22년 폭스바겐 제타(휘),IMPORTED,2022.0,폭스바겐 제타,3,3.0390143737166326,2-3년,0.0,0.0,3,0.0,0.0,0.0
2025-01-15,23년 4세대 쏘렌토(5인/경유),SUV,2023.0,쏘렌토,3,2.0396988364134154,2-3년,0.0,0.0,3,0.0,0.0,0.0
2025-01-15,23년 4세대 쏘렌토(5인/휘),SUV,2023.0,쏘렌토,3,2.0396988364134154,2-3년,0.0,0.0,3,0.0,0.0,0.0
2025-01-15,23년 4세대 쏘렌토(7인/휘),SUV,2023.0,쏘렌토,1,2.0396988364134154,2-3년,0.0,0.0,1,0.0,0.0,0.0
2025-01-15,23년 4세대 카니발 9인승(경유),RV,2023.0,카니발,21,2.0396988364134154,2-3년,24.0,55777.777777777774,21,1.0,0.047619047619047616,2656.0846560846558
2025-01-15,23년 4세대 카니발 9인승(휘),RV,2023.0,카니발,7,2.0396988364134154,2-3년,0.0,0.0,7,0.0,0.0,0.0
2025-01-15,23년 4세대 카니발 리무진 7인승(경유),RV,2023.0,카니발,5,2.0396988364134154,2-3년,0.0,0.0,5,0.0,0.0,0.0
2025-01-15,23년 GV70(5인/휘),SUV,2023.0,GV70,5,2.0396988364134154,2-3년,14.05,38558.96536606752,5,0.5854166666666667,0.11708333333333334,7711.793073213504
2025-01-15,23년 GV80 4륜(7인/휘),SUV,2023.0,GV80,4,2.0396988364134154,2-3년,0.0,0.0,4,0.0,0.0,0.0
2025-01-15,23년 K8(LPG),LUXURY,2023.0,K8,3,2.0396988364134154,2-3년,0.0,0.0,3,0.0,0.0,0.0
2025-01-15,23년 디올뉴 그랜저(휘),LUXURY,2023.0,디올뉴 그랜저,5,2.0396988364134154,2-3년,0.0,0.0,5,0.0,0.0,0.0
2025-01-15,23년 머스탱컨버터블(휘),IMPORTED,2023.0,머스탱,4,2.0396988364134154,2-3년,0.0,0.0,4,0.0,0.0,0.0
2025-01-15,23년 스타리아  9인승 4륜(경유),RV,2023.0,스타리아,10,2.0396988364134154,2-3년,0.0,0.0,10,0.0,0.0,0.0
2025-01-15,23년 쏠라티(15인/경유),RV,2023.0,쏠라티,4,2.0396988364134154,2-3년,0.0,0.0,4,0.0,0.0,0.0
2025-01-15,23년 지프 랭글러 파워탑(휘),IMPORTED,2023.0,랭글러,4,2.0396988364134154,2-3년,0.0,0.0,4,0.0,0.0,0.0
2025-01-15,23년 카니발 하이리무진 9인승(경유),RV,2023.0,카니발,3,2.0396988364134154,2-3년,0.0,0.0,3,0.0,0.0,0.0
2025-01-15,23년 투싼 하이브리드(휘),SUV,2023.0,투싼,7,2.0396988364134154,2-3년,0.0,0.0,7,0.0,0.0,0.0
2025-01-15,23년 팰리세이드 4륜(8인/경유),SUV,2023.0,팰리세이드,13,2.0396988364134154,2-3년,0.0,0.0,13,0.0,0.0,0.0
2025-01-15,24년 BMW 420i 컨버터블(휘),IMPORTED,2024.0,BMW 420i,5,1.0403832991101984,0-1년,0.0,0.0,5,0.0,0.0,0.0
2025-01-15,24년 BMW 미니 컨버터블(휘),IMPORTED,2024.0,미니,4,1.0403832991101984,0-1년,0.0,0.0,4,0.0,0.0,0.0
2025-01-15,24년 G80 4륜(휘),LUXURY,2024.0,G80,3,1.0403832991101984,0-1년,3.0,7274.157303370786,3,0.125,0.041666666666666664,2424.7191011235955
2025-01-15,24년 더 뉴 K3(휘),COMPACT,2024.0,K3,10,1.0403832991101984,0-1년,0.0,0.0,10,0.0,0.0,0.0
2025-01-15,24년 더 뉴 K5 하이브리드(휘),MIDSIZE,2024.0,K5,10,1.0403832991101984,0-1년,18.5,24971.145833333336,10,0.7708333333333334,0.07708333333333334,2497.1145833333335
2025-01-15,24년 더 뉴 K5(휘),MIDSIZE,2024.0,K5,8,1.0403832991101984,0-1년,0.0,0.0,8,0.0,0.0,0.0
2025-01-15,24년 더 뉴 셀토스(휘),SUV,2024.0,더 뉴 셀토스,11,1.0403832991101984,0-1년,21.333333333333332,21321.272084805652,11,0.8888888888888888,0.0808080808080808,1938.2974622550594
2025-01-15,24년 더 뉴 쏘렌토 4륜(7인/휘),SUV,2024.0,쏘렌토,13,1.0403832991101984,0-1년,0.0,0.0,13,0.0,0.0,0.0
2025-01-15,24년 더 뉴 쏘렌토 하이브리드 4륜(5인/휘),SUV,2024.0,쏘렌토,4,1.0403832991101984,0-1년,0.0,0.0,4,0.0,0.0,0.0
2025-01-15,24년 더 뉴 쏘렌토 하이브리드(7인/휘),SUV,2024.0,쏘렌토,5,1.0403832991101984,0-1년,0.0,0.0,5,0.0,0.0,0.0
2025-01-15,24년 더 뉴 아반떼(휘),COMPACT,2024.0,아반떼,16,1.0403832991101984,0-1년,57.0,62362.67577102862,16,2.375,0.1484375,3897.6672356892886
2025-01-15,24년 더 뉴 카니발 9인승(경유),RV,2024.0,카니발,11,1.0403832991101984,0-1년,0.0,0.0,11,0.0,0.0,0.0
2025-01-15,24년 더 뉴 카니발 9인승(휘),RV,2024.0,카니발,5,1.0403832991101984,0-1년,0.0,0.0,5,0.0,0.0,0.0
2025-01-15,24년 더 뉴 카니발 하이브리드 9인승(휘),RV,2024.0,카니발,2,1.0403832991101984,0-1년,0.0,0.0,2,0.0,0.0,0.0
2025-01-15,24년 더 뉴 카니발리무진 7인(경유),RV,2024.0,카니발,4,1.0403832991101984,0-1년,0.0,0.0,4,0.0,0.0,0.0
2025-01-15,24년 더 뉴 투싼 4륜(휘),SUV,2024.0,투싼,5,1.0403832991101984,0-1년,24.0,47715.254237288136,5,1.0,0.2,9543.050847457627
2025-01-15,24년 더 올뉴머스탱컨버터블2.3 (휘),IMPORTED,2024.0,머스탱,8,1.0403832991101984,0-1년,0.0,0.0,8,0.0,0.0,0.0
2025-01-15,24년 더뉴그랜저 하이브리드(휘),LUXURY,2024.0,더뉴그랜저 하이브리드,5,1.0403832991101984,0-1년,24.0,56266.666666666664,5,1.0,0.2,11253.333333333332
2025-01-15,24년 디올뉴 싼타페 4륜(7인/휘),SUV,2024.0,싼타페,11,1.0403832991101984,0-1년,0.0,0.0,11,0.0,0.0,0.0
2025-01-15,24년 레이(휘),URBAN,2024.0,레이,5,1.0403832991101984,0-1년,0.0,0.0,5,0.0,0.0,0.0
2025-01-15,24년 벤츠 CLE 컨버터블(휘),IMPORTED,2024.0,벤츠,5,1.0403832991101984,0-1년,0.0,0.0,5,0.0,0.0,0.0
2025-01-15,24년 스타리아  11인승(경유),RV,2024.0,스타리아,8,1.0403832991101984,0-1년,0.0,0.0,8,0.0,0.0,0.0
2025-01-15,24년 스타리아 11인승 4륜(경유),RV,2024.0,스타리아,2,1.0403832991101984,0-1년,0.0,0.0,2,0.0,0.0,0.0
2025-01-15,24년 스타리아라운지 4륜 7인승(경유),RV,2024.0,스타리아,5,1.0403832991101984,0-1년,0.0,0.0,5,0.0,0.0,0.0
2025-01-15,24년 싼타페 하이브리드 4륜 (7인/휘),SUV,2024.0,싼타페,9,1.0403832991101984,0-1년,0.0,0.0,9,0.0,0.0,0.0
2025-01-15,24년 쏘나타 디엣지 하이브리드(휘),MIDSIZE,2024.0,쏘나타,5,1.0403832991101984,0-1년,16.5,24800.0,5,0.6875,0.1375,4960.0
2025-01-15,24년 쏘나타 디엣지(휘),MIDSIZE,2024.0,쏘나타,15,1.0403832991101984,0-1년,48.0,69559.87616099071,15,2.0,0.13333333333333333,4637.3250773993805
2025-01-15,24년 쏠라티(15인/경유),RV,2024.0,쏠라티,1,1.0403832991101984,0-1년,0.0,0.0,1,0.0,0.0,0.0
2025-01-15,24년 카니발 하이리무진 9인승(경유),RV,2024.0,카니발,5,1.0403832991101984,0-1년,0.0,0.0,5,0.0,0.0,0.0
2025-01-15,24년 코나(휘),SUV,2024.0,코나,5,1.0403832991101984,0-1년,12.666666666666666,18688.20512820513,5,0.5277777777777778,0.10555555555555556,3737.641025641026
2025-01-15,25년 EV3(전기),EV,2025.0,EV3,4,0.038329911019849415,0-1년,20.0,30097.95918367347,4,0.8333333333333334,0.20833333333333334,7524.489795918367
2025-01-15,25년 G80 4륜(휘),LUXURY,2025.0,G80,4,0.038329911019849415,0-1년,9.666666666666666,29080.113636363636,4,0.40277777777777773,0.10069444444444443,7270.028409090909
2025-01-15,25년 GV80 4륜(7인/휘),SUV,2025.0,GV80,3,0.038329911019849415,0-1년,0.0,0.0,3,0.0,0.0,0.0
2025-01-15,25년 GV80 쿠페 4륜(5인/휘),SUV,2025.0,GV80,2,0.038329911019849415,0-1년,0.0,0.0,2,0.0,0.0,0.0
2025-01-15,25년 더뉴스포티지 하이브리드 4륜(휘),SUV,2025.0,스포티지,10,0.038329911019849415,0-1년,0.0,0.0,10,0.0,0.0,0.0
2025-01-15,25년 레이(휘),URBAN,2025.0,레이,10,0.038329911019849415,0-1년,80.16666666666666,93449.9767719388,10,3.3402777777777772,0.3340277777777777,9344.99767719388
2025-01-15,25년 쏠라티(15인/경유),RV,2025.0,쏠라티,4,0.038329911019849415,0-1년,0.0,0.0,4,0.0,0.0,0.0
2025-01-15,25년 카니발 하이브리드 9인승(휘),RV,2025.0,카니발,5,0.038329911019849415,0-1년,0.0,0.0,5,0.0,0.0,0.0
2025-01-15,25년 카니발리무진 7인승(경유),RV,2025.0,카니발,2,0.038329911019849415,0-1년,0.0,0.0,2,0.0,0.0,0.0
2025-01-15,25년 카니발리무진 7인승(휘),RV,2025.0,카니발,3,0.038329911019849415,0-1년,0.0,0.0,3,0.0,0.0,0.0
2025-01-15,25년 투싼 4륜(휘),SUV,2025.0,투싼,6,0.038329911019849415,0-1년,49.0,101445.4118964659,6,2.0416666666666665,0.34027777777777773,16907.568649410983
2025-01-16,16/18년 올뉴그랜드카니발11인(경유),RV,2018.0,카니발,3,7.041752224503765,6-7년,0.0,0.0,3,0.0,0.0,0.0
2025-01-16,16/18년 올뉴카니발9인(경유),RV,2018.0,카니발,7,7.041752224503765,6-7년,0.0,0.0,7,0.0,0.0,0.0
2025-01-16,18/19년 그랜져IG(휘),LUXURY,2019.0,그랜져IG,5,6.0424366872005475,6-7년,0.0,0.0,5,0.0,0.0,0.0
2025-01-16,18/19년 쏠라티(15인/경유),RV,2019.0,쏠라티,3,6.0424366872005475,6-7년,0.0,0.0,3,0.0,0.0,0.0
2025-01-16,18/19년 올뉴 K3(휘),COMPACT,2019.0,K3,2,6.0424366872005475,6-7년,0.0,0.0,2,0.0,0.0,0.0
2025-01-16,18년 뉴k3(휘),COMPACT,2018.0,K3,2,7.041752224503765,6-7년,0.0,0.0,2,0.0,0.0,0.0
2025-01-16,18년 뉴레이(휘),URBAN,2018.0,레이,22,7.041752224503765,6-7년,0.0,0.0,22,0.0,0.0,0.0
2025-01-16,18년 모닝(휘),URBAN,2018.0,모닝,5,7.041752224503765,6-7년,0.0,0.0,5,0.0,0.0,0.0
2025-01-16,18년 올뉴 쏘렌토(7인/경유),SUV,2018.0,쏘렌토,3,7.041752224503765,6-7년,0.0,0.0,3,0.0,0.0,0.0
2025-01-16,18년 올뉴카니발리무진7인(경유),RV,2018.0,카니발,7,7.041752224503765,6-7년,0.0,0.0,7,0.0,0.0,0.0
2025-01-16,18년 코나(휘),SUV,2018.0,코나,13,7.041752224503765,6-7년,0.0,0.0,13,0.0,0.0,0.0
2025-01-16,19/20년 머스탱 컨버터블(휘),IMPORTED,2020.0,머스탱,3,5.04312114989733,4-5년,0.0,0.0,3,0.0,0.0,0.0
2025-01-16,19년 G80(휘),LUXURY,2019.0,G80,2,6.0424366872005475,6-7년,0.0,0.0,2,0.0,0.0,0.0
2025-01-16,19년 더뉴 아반떼(휘),COMPACT,2019.0,아반떼,8,6.0424366872005475,6-7년,0.0,0.0,8,0.0,0.0,0.0
2025-01-16,19년 더뉴그랜드스타렉스12인(경유),RV,2019.0,더뉴그랜드스타렉스12인,2,6.0424366872005475,6-7년,0.0,0.0,2,0.0,0.0,0.0
2025-01-16,19년 더뉴카니발리무진7인(경유),RV,2019.0,카니발,5,6.0424366872005475,6-7년,0.0,0.0,5,0.0,0.0,0.0
2025-01-16,19년 더뉴카니발하이리무진7인(경유),RV,2019.0,카니발,4,6.0424366872005475,6-7년,0.0,0.0,4,0.0,0.0,0.0
2025-01-16,19년 베뉴(휘),SUV,2019.0,베뉴,2,6.0424366872005475,6-7년,0.0,0.0,2,0.0,0.0,0.0
2025-01-16,19년 벤츠 E클래스 카브리올레[경유],IMPORTED,2019.0,벤츠,3,6.0424366872005475,6-7년,0.0,0.0,3,0.0,0.0,0.0
2025-01-16,19년 싼타페TM 2륜 (5인/경유),SUV,2019.0,싼타페,2,6.0424366872005475,6-7년,0.0,0.0,2,0.0,0.0,0.0
2025-01-16,19년 쏘울 부스터(휘),COMPACT,2019.0,쏘울 부스터,4,6.0424366872005475,6-7년,0.0,0.0,4,0.0,0.0,0.0
2025-01-16,19년 엑센트(휘),URBAN,2019.0,엑센트,1,6.0424366872005475,6-7년,0.0,0.0,1,0.0,0.0,0.0
2025-01-16,19년 올뉴K3(휘),COMPACT,2019.0,K3,10,6.0424366872005475,6-7년,0.0,0.0,10,0.0,0.0,0.0
2025-01-16,20/21년 BMW Z4 로드스터(휘),IMPORTED,2021.0,BMW Z4 로드스터,2,4.041067761806982,4-5년,0.0,0.0,2,0.0,0.0,0.0
2025-01-16,20년 K5(LPG),MIDSIZE,2020.0,K5,8,5.04312114989733,4-5년,0.0,0.0,8,0.0,0.0,0.0
2025-01-16,20년 K5(LPG) 청주지점,MIDSIZE,2020.0,K5,7,5.04312114989733,4-5년,0.0,0.0,7,0.0,0.0,0.0
2025-01-16,20년 K5(휘),MIDSIZE,2020.0,K5,10,5.04312114989733,4-5년,0.0,0.0,10,0.0,0.0,0.0
2025-01-16,20년 QM6(LPG),SUV,2020.0,QM6,4,5.04312114989733,4-5년,0.0,0.0,4,0.0,0.0,0.0
2025-01-16,20년 SM6(휘),MIDSIZE,2020.0,SM6,2,5.04312114989733,4-5년,0.0,0.0,2,0.0,0.0,0.0
2025-01-16,20년 더 뉴 그랜저(LPG),LUXURY,2020.0,더 뉴 그랜저,3,5.04312114989733,4-5년,0.0,0.0,3,0.0,0.0,0.0
2025-01-16,20년 더 뉴 그랜저(휘),LUXURY,2020.0,더 뉴 그랜저,4,5.04312114989733,4-5년,17.0,32167.1875,4,0.7083333333333334,0.17708333333333334,8041.796875
2025-01-16,20년 베리뉴티볼리(경유),SUV,2020.0,베리뉴티볼리,4,5.04312114989733,4-5년,0.0,0.0,4,0.0,0.0,0.0
2025-01-16,20년 벤츠 C클래스 카브리올레(휘),IMPORTED,2020.0,벤츠,4,5.04312114989733,4-5년,0.0,0.0,4,0.0,0.0,0.0
2025-01-16,20년 셀토스(휘),SUV,2020.0,셀토스,4,5.04312114989733,4-5년,0.0,0.0,4,0.0,0.0,0.0
2025-01-16,20년 쏘나타DN8(LPG),MIDSIZE,2020.0,쏘나타,14,5.04312114989733,4-5년,0.0,0.0,14,0.0,0.0,0.0
2025-01-16,20년 쏘나타DN8(휘),MIDSIZE,2020.0,쏘나타,7,5.04312114989733,4-5년,0.0,0.0,7,0.0,0.0,0.0
2025-01-16,20년 올뉴k3(휘),COMPACT,2020.0,K3,10,5.04312114989733,4-5년,0.0,0.0,10,0.0,0.0,0.0
2025-01-16,20년 올뉴아반떼CN7(휘),COMPACT,2020.0,아반떼,5,5.04312114989733,4-5년,0.0,0.0,5,0.0,0.0,0.0
2025-01-16,20년 코나(전기),EV,2020.0,코나,35,5.04312114989733,4-5년,15.0,20540.81632653061,35,0.625,0.017857142857142856,586.8804664723032
2025-01-16,20년 테슬라 모델3(전기),IMPORTED,2020.0,테슬라 모델3,5,5.04312114989733,4-5년,0.0,0.0,5,0.0,0.0,0.0
2025-01-16,21/22년 BMW 420i 컨버터블(휘),IMPORTED,2022.0,BMW 420i,4,3.0417522245037647,2-3년,0.0,0.0,4,0.0,0.0,0.0
2025-01-16,21/22년 트레일블레이저(휘),SUV,2022.0,레이,8,3.0417522245037647,2-3년,0.0,0.0,8,0.0,0.0,0.0
2025-01-16,21년 4세대 더올뉴투싼(휘),SUV,2021.0,투싼,7,4.041067761806982,4-5년,0.0,0.0,7,0.0,0.0,0.0
2025-01-16,21년 4세대 쏘렌토(7인/휘),SUV,2021.0,쏘렌토,3,4.041067761806982,4-5년,0.0,0.0,3,0.0,0.0,0.0
2025-01-16,21년 4세대 카니발 리무진 7인승(경유),RV,2021.0,카니발,5,4.041067761806982,4-5년,0.0,0.0,5,0.0,0.0,0.0
2025-01-16,21년 4세대카니발 9인승(경유),RV,2021.0,카니발,10,4.041067761806982,4-5년,0.0,0.0,10,0.0,0.0,0.0
2025-01-16,21년 G80(휘),LUXURY,2021.0,G80,3,4.041067761806982,4-5년,0.0,0.0,3,0.0,0.0,0.0
