age_segment,joined_reservations,unique_users,repeat_user_share,returned_repeat_user_share,high_value_user_share,marketing_agreed_share,avg_user_linked_reservations,avg_user_total_spend_krw,avg_rental_hours,avg_reservation_price_krw,full_coverage_share,avg_discount_krw,avg_loyalty_mileage_used,user_join_scope
0-5년 비교군,28868,24569,0.30227241235970626,0.23746016350284052,0.25124705556325344,0.5191907995011777,2.0757239850353333,284538.07984619646,59.26623112096439,150896.31838021337,0.03062214216433421,9013.982818345574,1.732021615629763,reservation_key joined to user_key only
6년+ 오래된 연식,787,746,0.31512071156289706,0.2617534942820839,0.21855146124523506,0.4726810673443456,2.363405336721728,266835.8043202033,63.30493011435833,127511.3125794155,0.03303684879288437,7260.351969504447,0.0,reservation_key joined to user_key only
