month,model_family,vehicle_class,model_year_latest,fleet_vehicle_days,booked_vehicle_days,revenue_krw,reservation_count,unique_joined_users,avg_reservation_price_krw,utilization_rate,revenue_per_fleet_day,family_month_revenue_krw,family_revenue_share
2025-01,머스탱,IMPORTED,2020.0,93,2.4583333333333335,197220.0,1.0,1.0,197220.0,0.0264336917562724,2120.6451612903224,1983701.039947894,0.0994202231225227
2025-01,머스탱,IMPORTED,2021.0,93,0.0,0.0,0.0,0.0,,0.0,0.0,1983701.039947894,0.0
2025-01,머스탱,IMPORTED,2023.0,124,2.625,150200.0,1.0,0.0,150200.0,0.0211693548387096,1211.2903225806451,1983701.039947894,0.0757170546242922
2025-01,머스탱,IMPORTED,2024.0,248,22.493055555555554,1636281.039947894,13.0,5.0,132675.76923076922,0.0906978046594982,6597.9074191447335,1983701.039947894,0.824862722253185
2025-01,모닝,URBAN,2018.0,155,0.0,0.0,0.0,0.0,,0.0,0.0,693245.0,0.0
2025-01,모닝,URBAN,2022.0,651,35.80555555555556,693245.0,15.0,3.0,46216.333333333336,0.0550008533879501,1064.8924731182797,693245.0,1.0
2025-01,미니,IMPORTED,2022.0,186,5.979166666666666,324450.00000000006,2.0,1.0,162225.0,0.0321460573476702,1744.3548387096778,857920.0,0.3781821148825066
2025-01,미니,IMPORTED,2024.0,124,11.920833333333334,533470.0,6.0,2.0,88911.66666666667,0.096135752688172,4302.177419354839,857920.0,0.6218178851174935
2025-01,베뉴,SUV,2019.0,62,0.0,0.0,0.0,0.0,,0.0,0.0,181212.7624309392,0.0
2025-01,베뉴,SUV,2022.0,62,5.645833333333334,181212.7624309392,2.0,2.0,109535.0,0.0910618279569892,2922.7864908216,181212.7624309392,1.0
2025-01,베리뉴티볼리,SUV,2020.0,124,4.979166666666667,336900.0,1.0,0.0,336900.0,0.0401545698924731,2716.935483870968,336900.0,1.0
2025-01,벤츠,IMPORTED,2019.0,93,0.0,0.0,0.0,0.0,,0.0,0.0,772300.0,0.0
2025-01,벤츠,IMPORTED,2020.0,124,0.0,0.0,0.0,0.0,,0.0,0.0,772300.0,0.0
2025-01,벤츠,IMPORTED,2021.0,62,0.0,0.0,0.0,0.0,,0.0,0.0,772300.0,0.0
2025-01,벤츠,IMPORTED,2024.0,155,4.145833333333334,270700.0,2.0,0.0,135350.0,0.0267473118279569,1746.451612903226,772300.0,0.3505114592774828
2025-01,벤츠,SUPERCAR,2021.0,31,0.9583333333333334,501600.0,1.0,1.0,501600.0,0.0309139784946236,16180.645161290322,772300.0,0.6494885407225172
2025-01,볼보 XC40,IMPORTED,2022.0,62,3.069444444444444,215550.0,1.0,1.0,215550.0,0.0495071684587813,3476.6129032258063,215550.0,1.0
2025-01,셀토스,SUV,2020.0,124,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,
2025-01,스타리아,RV,2022.0,496,6.190277777777778,321568.8555347092,4.0,0.0,97225.0,0.0124803987455197,648.3243055135266,1859954.9056789535,0.172890673076466
2025-01,스타리아,RV,2023.0,310,10.46527777777778,575009.0,4.0,1.0,160896.25,0.0337589605734767,1854.867741935484,1859954.9056789535,0.3091521188198378
2025-01,스타리아,RV,2024.0,465,16.02916666666667,963377.0501442445,8.0,2.0,153080.0,0.0344713261648745,2071.7786024607403,1859954.9056789535,0.5179572081036962
2025-01,스포티지,SUV,2022.0,558,16.25,626109.4594594595,6.0,3.0,108028.33333333331,0.0291218637992831,1122.0599631889957,2785081.081758108,0.2248083416890046
2025-01,스포티지,SUV,2025.0,240,36.85763888888889,2158971.6222986486,17.0,14.0,149368.23529411765,0.1535734953703703,8995.715092911036,2785081.081758108,0.7751916583109953
2025-01,싼타페,SUV,2019.0,62,0.0,0.0,0.0,0.0,,0.0,0.0,1993931.3333333335,0.0
2025-01,싼타페,SUV,2024.0,620,33.625,1993931.3333333335,15.0,6.0,133234.0,0.0542338709677419,3216.018279569893,1993931.3333333335,1.0
2025-01,쏘나타,MIDSIZE,2020.0,651,13.375,326770.0,6.0,1.0,54461.666666666664,0.0205453149001536,501.9508448540707,3922568.246255036,0.0833051152932711
2025-01,쏘나타,MIDSIZE,2021.0,310,10.84027777777778,503709.6707071698,5.0,3.0,145288.0,0.0349686379928315,1624.8699055069994,3922568.246255036,0.1284132331382819
2025-01,쏘나타,MIDSIZE,2024.0,620,81.96527777777777,3092088.575547866,38.0,9.0,83402.5,0.1322020609318996,4987.2396379804295,3922568.246255036,0.7882816515684469
2025-01,쏘렌토,SUV,2018.0,93,0.0,0.0,0.0,0.0,,0.0,0.0,2847030.5113742044,0.0
2025-01,쏘렌토,SUV,2021.0,93,0.0,0.0,0.0,0.0,,0.0,0.0,2847030.5113742044,0.0
2025-01,쏘렌토,SUV,2022.0,93,0.0,0.0,0.0,0.0,,0.0,0.0,2847030.5113742044,0.0
2025-01,쏘렌토,SUV,2023.0,217,0.0,0.0,0.0,0.0,,0.0,0.0,2847030.5113742044,0.0
2025-01,쏘렌토,SUV,2024.0,682,50.13194444444444,2847030.5113742044,23.0,7.0,142682.39130434784,0.0735072499185402,4174.531541604405,2847030.5113742044,1.0
2025-01,쏘울 부스터,COMPACT,2019.0,124,1.9791666666666663,119400.0,1.0,0.0,119400.0,0.0159610215053763,962.9032258064516,119400.0,1.0
2025-01,쏠라티,RV,2019.0,93,0.0,0.0,0.0,0.0,,0.0,0.0,1313501.8868064568,0.0
2025-01,쏠라티,RV,2023.0,124,0.0,0.0,0.0,0.0,,0.0,0.0,1313501.8868064568,0.0
2025-01,쏠라티,RV,2024.0,31,2.0,285722.0338983051,1.0,0.0,351200.0,0.064516129032258,9216.839803171131,1313501.8868064568,0.2175269306943949
2025-01,쏠라티,RV,2025.0,120,6.715277777777778,1027779.8529081516,2.0,2.0,555600.0,0.0559606481481481,8564.83210756793,1313501.8868064568,0.782473069305605
2025-01,아반떼,COMPACT,2019.0,248,0.0,0.0,0.0,0.0,,0.0,0.0,2340988.985734587,0.0
2025-01,아반떼,COMPACT,2020.0,155,4.986111111111111,132000.46922271905,3.0,2.0,59250.0,0.032168458781362,851.6159304691552,2340988.985734587,0.0563866254933694
2025-01,아반떼,COMPACT,2021.0,465,8.770833333333334,318885.5263157895,3.0,2.0,108918.33333333331,0.0188620071684587,685.7753254103,2340988.985734587,0.1362182941735308
2025-01,아반떼,COMPACT,2024.0,496,56.69166666666666,1890102.9901960783,32.0,11.0,60020.46875,0.1142977150537634,3810.691512492094,2340988.985734587,0.8073950803330997
2025-01,아우디A5 카브리올레,IMPORTED,2021.0,31,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,
2025-01,아이오닉,EV,2021.0,310,8.604166666666666,277500.0,3.0,0.0,92500.0,0.027755376344086,895.1612903225806,277500.0,1.0
2025-01,엑센트,URBAN,2019.0,31,0.2499999999999999,22000.0,1.0,0.0,22000.0,0.0080645161290322,709.6774193548387,22000.0,1.0
2025-01,카니발,RV,2018.0,527,1.7916666666666667,49209.99999999999,1.0,1.0,49210.0,0.0033997469955724,93.37760910815938,7917504.375577511,0.0062153423181923
2025-01,카니발,RV,2019.0,279,1.9791666666666663,82154.84848484848,1.0,1.0,142690.0,0.0070937873357228,294.46182252633866,7917504.375577511,0.010376356562336
2025-01,카니발,RV,2021.0,465,11.229166666666666,567556.6865310078,6.0,3.0,133029.16666666666,0.0241487455197132,1220.552014045178,7917504.375577511,0.0716837856486324
2025-01,카니발,RV,2023.0,1116,36.395833333333336,1994085.9187721608,17.0,7.0,129845.29411764706,0.0326127538829151,1786.8153394015778,7917504.375577511,0.2518578865485893
2025-01,카니발,RV,2024.0,837,40.88194444444444,2734990.245848157,18.0,6.0,177633.33333333334,0.0488434222753219,3267.610807464943,7917504.375577511,0.3454358995095173
2025-01,카니발,RV,2025.0,270,30.45138888888889,2489506.675941338,13.0,11.0,221768.84615384616,0.1127829218106995,9220.395096079028,7917504.375577511,0.3144307294127324
2025-01,캐스퍼,URBAN,2022.0,310,1.6041666666666663,44000.0,2.0,0.0,22000.0,0.0051747311827956,141.93548387096774,44000.0,1.0
2025-01,코나,EV,2020.0,1085,24.18402777777778,867624.3284695696,13.0,6.0,86226.92307692308,0.0222894265232974,799.6537589581286,1487359.3284695696,0.5833320246576318
2025-01,코나,SUV,2018.0,403,0.0,0.0,0.0,0.0,,0.0,0.0,1487359.3284695696,0.0
2025-01,코나,SUV,2024.0,155,15.17361111111111,619735.0,8.0,2.0,77466.875,0.0978942652329749,3998.290322580646,1487359.3284695696,0.4166679753423682
2025-01,테슬라 모델3,IMPORTED,2020.0,155,12.604166666666666,731748.2882882883,5.0,4.0,150910.0,0.0813172043010752,4720.956698634118,731748.2882882883,1.0
2025-01,투싼,SUV,2021.0,217,7.569444444444445,501260.0,3.0,2.0,167086.66666666666,0.0348822324628776,2309.9539170506914,4253175.508361952,0.1178554703455096
2025-01,투싼,SUV,2023.0,217,9.395833333333332,410572.4149659864,4.0,2.0,103108.75,0.0432987711213517,1892.0387786450983,4253175.508361952,0.0965331466239239
2025-01,투싼,SUV,2024.0,155,18.42361111111111,797278.1818181819,9.0,1.0,93984.44444444444,0.1188620071684587,5143.730205278593,4253175.508361952,0.1874548041224007
2025-01,투싼,SUV,2025.0,186,49.625,2544064.911577784,18.0,6.0,144793.61111111112,0.2668010752688172,13677.768341816043,4253175.508361952,0.5981565789081658
2025-01,팰리세이드,SUV,2023.0,403,15.36111111111111,788677.6086956521,6.0,2.0,152300.83333333334,0.0381169010201268,1957.0163987485164,788677.6086956521,1.0
2025-01,포르쉐,SUPERCAR,2022.0,62,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,
2025-01,폭스바겐 제타,IMPORTED,2022.0,93,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,
2025-02,BMW 420i,IMPORTED,2022.0,112,3.1666666666666665,161509.50141983066,2.0,2.0,104500.0,0.0282738095238095,1442.0491198199163,1391140.5152846486,0.116098625297232
2025-02,BMW 420i,IMPORTED,2024.0,140,15.86111111111111,1229631.013864818,8.0,7.0,152216.875,0.1132936507936508,8783.078670462986,1391140.5152846486,0.8839013747027681
2025-02,BMW Z4 로드스터,IMPORTED,2021.0,56,2.6875,178327.52747252746,3.0,3.0,84328.33333333333,0.0479910714285714,3184.4201334379904,178327.52747252746,1.0
2025-02,EV3,EV,2025.0,112,10.743055555555555,546751.1176470588,9.0,6.0,60887.22222222222,0.0959201388888888,4881.706407563025,546751.1176470588,1.0
2025-02,EV6,EV,2022.0,588,44.701388888888886,1536321.2326404324,18.0,14.0,90674.16666666669,0.0760227702191987,2612.7912119735247,1536321.2326404324,1.0
2025-02,G80,LUXURY,2019.0,56,0.0,0.0,0.0,0.0,,0.0,0.0,1881853.55763003,0.0
2025-02,G80,LUXURY,2021.0,84,2.020833333333333,97500.0,1.0,0.0,97500.0,0.0240575396825396,1160.7142857142858,1881853.55763003,0.0518106202284887
2025-02,G80,LUXURY,2024.0,84,1.5833333333333337,114785.0,1.0,1.0,97185.0,0.0188492063492063,1366.4880952380952,1881853.55763003,0.0609957132607906
2025-02,G80,LUXURY,2025.0,116,21.225694444444443,1669568.55763003,12.0,8.0,157308.33333333334,0.1829801245210728,14392.832393362329,1881853.55763003,0.8871936665107206
2025-02,GV70,SUV,2021.0,112,3.5902777777777777,223759.42677659995,2.0,2.0,104310.0,0.0320560515873015,1997.852024791071,1132875.9823321556,0.1975144943191093
2025-02,GV70,SUV,2023.0,140,5.760416666666667,361761.5555555555,4.0,4.0,106877.5,0.0411458333333333,2584.011111111111,1132875.9823321556,0.3193302366697083
2025-02,GV70,SUV,2025.0,38,7.635416666666666,547355.0,4.0,3.0,136838.75,0.2009320175438596,14404.078947368422,1132875.9823321556,0.4831552690111823
2025-02,GV80,SUV,2021.0,84,1.6666666666666663,126085.94674099752,0.0,0.0,,0.0198412698412698,1501.0231754880656,2466644.881086098,0.0511163758138869
2025-02,GV80,SUV,2023.0,112,4.0,294450.0,3.0,1.0,98150.0,0.0357142857142857,2629.0178571428573,2466644.881086098,0.1193726759201549
2025-02,GV80,SUV,2025.0,140,24.583333333333332,2046108.9343451003,9.0,6.0,192943.33333333337,0.175595238095238,14615.06381675072,2466644.881086098,0.8295109482659581
2025-02,K3,COMPACT,2018.0,56,0.0,0.0,0.0,0.0,,0.0,0.0,2325837.7705929666,0.0
2025-02,K3,COMPACT,2019.0,336,0.0,0.0,0.0,0.0,,0.0,0.0,2325837.7705929666,0.0
2025-02,K3,COMPACT,2020.0,280,1.9583333333333333,42900.0,1.0,0.0,42900.0,0.0069940476190476,153.21428571428572,2325837.7705929666,0.0184449666018893
2025-02,K3,COMPACT,2021.0,280,12.4375,225855.0,5.0,2.0,30978.0,0.0444196428571428,806.625,2325837.7705929666,0.0971069447988278
2025-02,K3,COMPACT,2022.0,700,35.50208333333333,695918.4440843457,17.0,9.0,49989.41176470588,0.0507172619047619,994.1692058347796,2325837.7705929666,0.29921194542598
2025-02,K3,COMPACT,2024.0,280,61.385416666666664,1361164.3265086208,35.0,24.0,40857.0,0.2192336309523809,4861.301166102217,2325837.7705929666,0.5852361431733027
2025-02,K5,MIDSIZE,2020.0,700,7.208333333333333,183176.9180458624,4.0,4.0,51505.0,0.010297619047619,261.68131149408913,3920110.022452349,0.0467274941256037
2025-02,K5,MIDSIZE,2021.0,280,8.0,138320.0,4.0,4.0,34580.0,0.0285714285714285,494.0,3920110.022452349,0.0352847239510562
2025-02,K5,MIDSIZE,2022.0,476,17.479166666666668,368378.5841170323,7.0,3.0,50346.42857142857,0.0367209383753501,773.9045884811604,3920110.022452349,0.0939714911079412
2025-02,K5,MIDSIZE,2024.0,504,115.95138888888889,3230234.5202894537,49.0,40.0,66269.48979591837,0.2300622795414462,6409.195476764789,3920110.022452349,0.8240162908153987
2025-02,K8,LUXURY,2021.0,168,3.0625,156750.0,1.0,1.0,156750.0,0.0182291666666666,933.0357142857144,767460.0,0.2042451723868344
2025-02,K8,LUXURY,2023.0,84,13.25,610710.0,7.0,6.0,87244.28571428571,0.1577380952380952,7270.357142857143,767460.0,0.7957548276131655
2025-02,QM6,SUV,2020.0,112,2.170138888888889,59685.03896103897,2.0,1.0,88290.0,0.019376240079365,532.902133580705,59685.03896103897,1.0
2025-02,QM6,SUV,2021.0,84,0.0,0.0,0.0,0.0,,0.0,0.0,59685.03896103897,0.0
2025-02,SM6,MIDSIZE,2020.0,56,3.798611111111111,116100.0,1.0,0.0,116100.0,0.0678323412698412,2073.214285714286,116100.0,1.0
2025-02,XM3,SUV,2022.0,56,1.4791666666666667,47526.30769230769,1.0,1.0,87020.0,0.0264136904761904,848.6840659340659,47526.30769230769,1.0
2025-02,그랜져IG,LUXURY,2019.0,140,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,
2025-02,니로 하이브리드,SUV,2022.0,224,4.6875,218405.0,3.0,3.0,72801.66666666667,0.0209263392857142,975.0223214285714,218405.0,1.0
2025-02,더 뉴 K7,LUXURY,2021.0,112,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,
2025-02,더 뉴 그랜저,LUXURY,2020.0,196,12.808333333333334,491224.493670886,4.0,2.0,105362.5,0.0653486394557823,2506.247416688194,491224.493670886,1.0
2025-02,더 뉴 셀토스,SUV,2024.0,308,41.583333333333336,1381355.921055072,22.0,16.0,88537.27272727272,0.1350108225108225,4484.921821607377,1381355.921055072,1.0
2025-02,더뉴그랜드스타렉스12인,RV,2019.0,56,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,
2025-02,더뉴그랜저 하이브리드,LUXURY,2024.0,140,18.194444444444446,993443.6307692308,9.0,7.0,108058.33333333331,0.1299603174603174,7096.025934065934,993443.6307692308,1.0
2025-02,디올뉴 그랜저,LUXURY,2023.0,140,6.395833333333333,367919.387755102,4.0,2.0,94737.5,0.0456845238095238,2627.995626822157,367919.387755102,1.0
2025-02,랭글러,IMPORTED,2023.0,112,13.152777777777777,1114824.470338983,8.0,7.0,145886.875,0.1174355158730158,9953.78991374092,1114824.470338983,1.0
2025-02,레이,SUV,2022.0,224,13.25,285170.4404761905,4.0,3.0,84102.5,0.0591517857142857,1273.0823235544217,1968289.9956381305,0.1448823298945523
2025-02,레이,URBAN,2018.0,616,4.791666666666667,51041.34831460674,2.0,2.0,22375.0,0.0077786796536796,82.85933167955639,1968289.9956381305,0.0259318232718339
2025-02,레이,URBAN,2024.0,140,8.756944444444445,216078.6538461538,4.0,2.0,78576.25,0.0625496031746031,1543.418956043956,1968289.9956381305,0.1097798872752487
2025-02,레이,URBAN,2025.0,280,50.0,1415999.5530011794,33.0,19.0,41366.21212121212,0.1785714285714285,5057.1412607184975,1968289.9956381305,0.7194059595583651
2025-02,머스탱,IMPORTED,2020.0,84,5.416666666666666,321209.61937716266,3.0,2.0,112745.0,0.0644841269841269,3823.9240402043174,2371966.2540827803,0.1354191354216258
2025-02,머스탱,IMPORTED,2021.0,84,0.0,0.0,0.0,0.0,,0.0,0.0,2371966.2540827803,0.0
2025-02,머스탱,IMPORTED,2023.0,112,4.645833333333333,343900.0,2.0,2.0,171950.0,0.0414806547619047,3070.535714285714,2371966.2540827803,0.1449851992658231
2025-02,머스탱,IMPORTED,2024.0,224,23.09722222222222,1706856.6347056178,12.0,10.0,150581.25,0.1031125992063492,7619.89569065008,2371966.2540827803,0.719595665312551
2025-02,모닝,URBAN,2018.0,140,0.0,0.0,0.0,0.0,,0.0,0.0,257091.90476190476,0.0
2025-02,모닝,URBAN,2022.0,588,21.59861111111111,257091.90476190476,10.0,8.0,30158.0,0.0367323318216175,437.2311305474571,257091.90476190476,1.0
2025-02,미니,IMPORTED,2022.0,168,1.8125,83695.0,1.0,1.0,83695.0,0.0107886904761904,498.1845238095238,221369.6936336749,0.3780779501755079
2025-02,미니,IMPORTED,2024.0,112,2.256944444444444,137058.46368715086,2.0,2.0,128630.0,0.0201512896825396,1223.73628292099,221369.6936336749,0.6191383356836404
2025-02,미니,IMPORTED,2025.0,18,0.0069444444444444,616.2299465240641,1.0,1.0,115235.0,0.0003858024691358,34.23499702911467,221369.6936336749,0.0027837141408516
2025-02,베뉴,SUV,2019.0,56,0.0,0.0,0.0,0.0,,0.0,0.0,188539.2930657027,0.0
2025-02,베뉴,SUV,2022.0,56,7.173611111111111,188539.2930657027,2.0,2.0,82982.5,0.1281001984126984,3366.7730904589766,188539.2930657027,1.0
2025-02,베리뉴티볼리,SUV,2020.0,112,3.0416666666666665,62604.99999999999,1.0,1.0,62605.0,0.027157738095238,558.9732142857142,62604.99999999999,1.0
2025-02,벤츠,IMPORTED,2019.0,84,0.0,0.0,0.0,0.0,,0.0,0.0,1930132.527075812,0.0
2025-02,벤츠,IMPORTED,2020.0,112,0.0451388888888888,3272.5270758122747,1.0,1.0,69730.0,0.0004030257936507,29.21899174832388,1930132.527075812,0.0016954934595968
2025-02,벤츠,IMPORTED,2021.0,56,1.0,64980.0,1.0,1.0,64980.0,0.0178571428571428,1160.357142857143,1930132.527075812,0.0336660820376132
2025-02,벤츠,IMPORTED,2024.0,140,13.208333333333334,938385.0,7.0,5.0,134055.0,0.0943452380952381,6702.75,1930132.527075812,0.4861764603395764
2025-02,벤츠,SUPERCAR,2021.0,28,2.125,923495.0,1.0,1.0,923495.0,0.0758928571428571,32981.96428571428,1930132.527075812,0.4784619641632135
2025-02,볼보 XC40,IMPORTED,2022.0,56,5.416666666666667,419330.0,2.0,2.0,209665.0,0.0967261904761904,7488.035714285715,419330.0,1.0
2025-02,셀토스,SUV,2020.0,112,0.9444444444444444,41618.20143884892,1.0,1.0,170145.0,0.0084325396825396,371.5910842754368,41618.20143884892,1.0
2025-02,스타리아,RV,2022.0,448,1.2083333333333333,67331.14446529081,0.0,0.0,,0.0026971726190476,150.2927331814527,2236689.905080312,0.0301030305150293
2025-02,스타리아,RV,2023.0,280,6.458333333333333,436058.7027027027,4.0,3.0,188745.0,0.0230654761904761,1557.3525096525098,2236689.905080312,0.1949571559795837
2025-02,스타리아,RV,2024.0,420,30.40277777777778,1733300.0579123185,12.0,9.0,162041.25,0.0723875661375661,4126.904899791234,2236689.905080312,0.7749398135053869
2025-02,스포티지,SUV,2022.0,504,13.395833333333334,535234.8587223587,7.0,5.0,82308.57142857143,0.0265790343915343,1061.973926036426,3443103.876598077,0.1554512666202775
2025-02,스포티지,SUV,2025.0,280,56.673611111111114,2907869.0178757184,26.0,21.0,110979.80769230767,0.2024057539682539,10385.24649241328,3443103.876598077,0.8445487333797226
2025-02,싼타페,SUV,2019.0,56,0.0,0.0,0.0,0.0,,0.0,0.0,3874044.6100015193,0.0
2025-02,싼타페,SUV,2024.0,560,76.50069444444445,3874044.6100015193,36.0,29.0,115326.25,0.1366083829365079,6917.936803574142,3874044.6100015193,1.0
2025-02,쏘나타,MIDSIZE,2020.0,588,18.29861111111111,457405.0,7.0,3.0,65343.57142857143,0.0311200869236583,777.8996598639455,4686126.177054143,0.0976083406033126
