model_family,vehicle_class,model_year_latest,first_month,last_month,active_months,early_revenue_krw,recent_revenue_krw,early_reservations,recent_reservations,early_revenue_per_fleet_day,recent_revenue_per_fleet_day,early_utilization_rate,recent_utilization_rate,early_family_revenue_share,recent_family_revenue_share,newest_model_year,family_model_year_count,newest_recent_revenue_share,has_newer_year_in_family,year_gap_to_newest,revenue_per_fleet_day_retention,reservation_retention,family_share_change,newer_year_pressure,hold_value_score,cannibalization_risk_score,year_switch_signal
코나,SUV,2024.0,2025-01,2026-08,20,3747708.541666667,2632718.96205373,40.0,23.0,8328.241203703705,7313.108227927029,0.1915740740740741,0.18253279320987656,0.48067638734222157,0.21158116851310524,2024.0,3,0.21158116851310524,False,0.0,0.8781095610769258,0.575,-0.26909521882911636,0.0,57.571104091578405,23.52997411547225,추가 관찰
K8,LUXURY,2023.0,2025-01,2026-08,20,1757335.9259259258,929110.0,16.0,6.0,6508.651577503429,4301.435185185185,0.12384259259259259,0.11207561728395062,0.7604532517790842,1.0,2023.0,2,1.0,False,0.0,0.6608796206041679,0.375,0.23954674822091582,0.0,57.145061517800954,24.369213278854122,추가 관찰
GV80,SUV,2021.0,2025-01,2026-08,20,1386110.0,1574330.0,9.0,4.0,5133.740740740741,7288.564814814815,0.07518004115226337,0.2009870113168724,0.14649826910963737,0.07802337747649267,2025.0,3,0.8069526595906042,True,4.0,1.419737611012113,0.4444444444444444,-0.0684748916331447,0.8069526595906042,56.16376603170791,33.954396670295964,신형 전환 영향 큼
G80,LUXURY,2024.0,2025-01,2026-08,20,1314760.0,1458090.3935161056,11.0,9.0,4869.481481481482,6750.418488500489,0.06620370370370371,0.09870113168724279,0.16227087397273968,0.10033824362285607,2025.0,4,0.7106212634988327,True,1.0,1.3862704918731419,0.8181818181818182,-0.06193263034988361,0.7106212634988327,56.08478739729137,18.77298780284147,추가 관찰
레이,URBAN,2024.0,2025-01,2026-08,20,696509.9999999999,967490.0000000001,11.0,6.0,1547.7999999999997,2687.4722222222226,0.05375,0.056192129629629634,0.07395444174324559,0.04735442550499949,2026.0,5,0.19382535662714373,True,2.0,1.7363174972362212,0.5454545454545454,-0.026600016238246094,0.19382535662714373,55.6001785044336,17.06229008984609,추가 관찰
레이,URBAN,2026.0,2026-01,2026-08,8,6217031.115384616,3960012.0217570215,100.0,41.0,15016.983370494241,11000.033393769505,0.45883990874932906,0.2874421296296296,0.2343344893494199,0.19382535662714373,2026.0,5,0.19382535662714373,False,0.0,0.7325061979746649,0.41,-0.04050913272227616,0.0,55.31149221782793,22.782648379777775,추가 관찰
카니발,RV,2021.0,2025-01,2026-08,20,1619460.0,1413980.0,10.0,6.0,1199.6,3927.722222222222,0.019526748971193414,0.0513599537037037,0.04188073977025265,0.016087609122581274,2026.0,7,0.16807330751477997,True,5.0,3.274193249601719,0.6,-0.025793130647671372,0.16807330751477997,55.04436851197767,21.552824838628553,추가 관찰
K5,MIDSIZE,2022.0,2025-01,2026-08,20,1063980.0,1264705.5821917807,17.0,12.0,695.4117647058823,1951.7061453576862,0.02261029411764706,0.05792931241426612,0.09725395583625712,0.03131622476506022,2026.0,5,0.5952717455594867,True,4.0,2.806547493747307,0.7058823529411765,-0.06593773107119691,0.5952717455594867,53.187454985745866,25.448938367416645,추가 관찰
쏠라티,RV,2019.0,2025-01,2026-08,20,500650.00000000006,752495.0,2.0,1.0,1854.2592592592596,3483.7731481481483,0.015612139917695472,0.014274691358024692,0.08069585568392822,0.07457319568830278,2026.0,5,0.32241105414991444,True,7.0,1.878795066413662,0.5,-0.006122659995625432,0.32241105414991444,52.28196543418111,25.081072212073735,신형 전환 영향 큼
카니발,RV,2018.0,2025-01,2026-08,20,487865.0,328795.0,5.0,3.0,318.86601307189545,570.8246527777778,0.006413398692810457,0.009000048225308642,0.012616642033773176,0.003740877128006839,2026.0,7,0.16807330751477997,True,8.0,1.790170884875939,0.6,-0.008875764905766336,0.16807330751477997,52.00890490349099,20.876130208952354,신형 전환 영향 큼
머스탱,IMPORTED,2023.0,2025-01,2026-08,20,2146880.0,2251256.788990826,13.0,11.0,5963.555555555556,7816.86385066259,0.08242669753086419,0.07841435185185185,0.16184422034468313,0.10716493454510564,2024.0,4,0.8928350654548943,True,1.0,1.310772370248236,0.8461538461538461,-0.05467928579957748,0.8928350654548943,51.929847759543186,20.65662049072959,추가 관찰
K3,COMPACT,2018.0,2025-01,2025-04,4,71060.0,71060.0,1.0,1.0,394.77777777777777,530.2985074626865,0.020370370370370372,0.027363184079601994,0.008674641678069663,0.007111294564965698,2024.0,6,0.5096633022446754,True,6.0,1.3432835820895521,1.0,-0.001563347113103965,0.5096633022446754,51.50622672035088,17.70748341819429,신형 전환 영향 큼
팰리세이드,SUV,2025.0,2025-05,2026-08,16,10800645.824829176,10885230.949844096,60.0,46.0,29270.042885715924,15118.376319227911,0.38862917795844626,0.18704185956790123,0.48283480110982624,0.35348486473160395,2026.0,3,0.6465151352683961,True,1.0,0.5165136374503172,0.7666666666666667,-0.12934993637822229,0.6465151352683961,51.17096190671723,38.4604138400604,추가 관찰
쏠라티,RV,2024.0,2025-01,2026-08,20,894275.0,863075.0,3.0,2.0,9936.388888888889,11987.152777777777,0.0757716049382716,0.055844907407407406,0.1441411891376109,0.08553181199699922,2026.0,5,0.32241105414991444,True,2.0,1.2063892538648626,0.6666666666666666,-0.05860937714061168,0.32241105414991444,50.58582786189428,17.84720756453985,신형 전환 영향 큼
K3,COMPACT,2021.0,2025-01,2026-08,20,791875.0,776575.0,14.0,13.0,879.8611111111111,1078.576388888889,0.03320216049382716,0.04726755401234567,0.09666805345935005,0.04387952717638941,2024.0,6,0.5096633022446754,True,3.0,1.2258484609313338,0.9285714285714286,-0.052788526282960636,0.5096633022446754,50.4786844413664,17.185062013559985,추가 관찰
아반떼,COMPACT,2025.0,2025-04,2026-08,17,16444801.076480204,11122871.940789472,208.0,71.0,16661.39926695056,10298.955500730994,0.44160615782956214,0.1775507973251029,0.4315501845395596,0.2708743036130775,2026.0,6,0.29586802377985083,True,1.0,0.6181326871603114,0.34134615384615385,-0.1606758809264821,0.29586802377985083,47.50371783125341,39.403488466223074,추가 관찰
쏘나타,MIDSIZE,2020.0,2025-01,2026-08,20,1623402.5,1738701.2426035502,24.0,14.0,858.9431216931217,1149.9346842616073,0.02847957084068195,0.0358194628159906,0.11245995632344381,0.12382225816899342,2024.0,3,0.8761777418310065,True,4.0,1.338778616673584,0.5833333333333334,0.011362301845549608,0.8761777418310065,47.35622617757051,29.47599946079843,추가 관찰
쏘울 부스터,COMPACT,2019.0,2025-01,2025-04,4,159800.0,40400.0,2.0,1.0,443.8888888888889,150.7462686567164,0.005613425925925925,0.00015547263681592015,1.0,1.0,2019.0,1,,False,0.0,0.33960360898884795,0.5,0.0,0.0,44.60007923461541,33.113873685390324,추가 관찰
볼보 XC40,IMPORTED,2022.0,2025-01,2026-08,20,1249360.7291666665,307895.0,8.0,2.0,6940.892939814814,2138.159722222222,0.1197145061728395,0.031828703703703706,1.0,1.0,2022.0,1,1.0,False,0.0,0.308052543204804,0.25,0.0,0.0,42.430948230334316,39.21816098783186,추가 관찰
디올뉴 그랜저,LUXURY,2023.0,2025-01,2026-08,20,2562600.0,660335.0,21.0,4.0,5694.666666666667,1834.263888888889,0.10453703703703705,0.027546296296296294,1.0,1.0,2023.0,1,1.0,False,0.0,0.32210206430968547,0.19047619047619047,0.0,0.0,41.708175151352975,39.916903939637194,추가 관찰
미니,IMPORTED,2024.0,2025-01,2026-08,20,2292270.0,1641315.0,21.0,9.0,6367.416666666667,5699.010416666667,0.10666666666666666,0.06529706790123456,0.4294843944931435,0.12780967116172604,2025.0,3,0.6410275075167764,True,1.0,0.8950270910494837,0.42857142857142855,-0.3016747233314175,0.6410275075167764,39.21818701748235,38.78502478784784,신형 전환 영향 큼
XM3,SUV,2022.0,2025-01,2026-08,20,541225.0,46800.0,7.0,1.0,3006.8055555555557,325.0,0.07743055555555556,0.009548611111111112,1.0,1.0,2022.0,1,1.0,False,0.0,0.10808813340108088,0.14285714285714285,0.0,0.0,34.99973501745379,48.35977247381931,추가 관찰
BMW X7 xdrive40i 하이브리드,SUPERCAR,2025.0,2025-06,2026-08,15,0.0,1595040.0,0.0,3.0,0.0,22153.333333333332,0.0,0.0763888888888889,,1.0,2025.0,1,1.0,False,0.0,,,,0.0,34.583333333333336,55.0,추가 관찰
레이,URBAN,2018.0,2025-01,2025-04,4,209369.99999999997,80966.34831460673,5.0,3.0,105.74242424242422,54.929679996341065,0.005841400112233445,0.0034227536559626117,0.022230608990227458,0.005643596183347745,2026.0,5,0.19382535662714373,True,8.0,0.5194668118295617,0.6,-0.016587012806879714,0.19382535662714373,28.61374777644333,38.389522447647686,신형 전환 영향 큼
K8,LUXURY,2021.0,2025-01,2025-04,4,553570.0,156750.0,4.0,1.0,1025.1296296296296,389.92537313432837,0.01875,0.0076181592039800995,0.2395467482209158,0.07202442627432691,2023.0,2,1.0,True,2.0,0.38036689396560025,0.25,-0.1675223219465889,1.0,15.546627462409223,62.388051589067544,신형 전환 영향 큼
엑센트,URBAN,2019.0,2025-01,2025-04,4,22000.0,0.0,1.0,0.0,244.44444444444446,0.0,0.0027777777777777766,0.0,1.0,,2019.0,1,,False,0.0,0.0,0.0,,0.0,10.0,55.0,추가 관찰
아우디Q5 40 TDI quattro,IMPORTED,2026.0,2026-07,2026-08,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2026.0,1,,False,0.0,,,,0.0,10.0,55.0,추가 관찰
폭스바겐 제타,IMPORTED,2022.0,2025-01,2025-04,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2022.0,1,,False,0.0,,,,0.0,10.0,55.0,추가 관찰
아우디 Q4 e-tron,IMPORTED,2026.0,2026-07,2026-08,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2026.0,1,,False,0.0,,,,0.0,10.0,55.0,추가 관찰
셀토스,SUV,2020.0,2025-01,2026-08,20,170145.0,0.0,1.0,0.0,472.625,0.0,0.010725308641975307,0.0,1.0,,2020.0,1,,False,0.0,0.0,0.0,,0.0,10.0,55.0,추가 관찰
더 뉴 K7,LUXURY,2021.0,2025-01,2025-04,4,741235.0,0.0,4.0,0.0,2058.9861111111113,0.0,0.03292824074074074,0.0,1.0,,2021.0,1,,False,0.0,0.0,0.0,,0.0,10.0,55.0,추가 관찰
그랜져IG,LUXURY,2019.0,2025-01,2025-04,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2019.0,1,,False,0.0,,,,0.0,10.0,55.0,추가 관찰
BMW X6 xdrive30d M sport,SUPERCAR,2026.0,2025-11,2026-08,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2026.0,1,,False,0.0,,,,0.0,10.0,55.0,추가 관찰
카니발,RV,2019.0,2025-01,2026-08,20,684705.0,0.0,5.0,0.0,845.3148148148148,0.0,0.01787551440329218,0.0,0.017707107260686177,0.0,2026.0,7,0.16807330751477997,True,7.0,0.0,0.0,-0.017707107260686177,0.16807330751477997,8.3192669248522,68.22938390314914,신형 전환 영향 큼
코나,SUV,2018.0,2025-01,2025-04,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024.0,3,0.21158116851310524,True,6.0,,,0.0,0.21158116851310524,7.884188314868947,68.17371752769658,신형 전환 영향 큼
쏘렌토,SUV,2021.0,2025-01,2026-08,20,0.0,1083000.0,0.0,3.0,0.0,5013.888888888889,0.0,0.03742283950617284,0.0,0.04471880102628112,2024.0,5,0.6984395137632284,True,3.0,,,0.04471880102628112,0.6984395137632284,7.049727273789331,71.47659270644843,신형 전환 영향 큼
아반떼,COMPACT,2020.0,2025-01,2026-08,20,419230.0,0.0,8.0,0.0,931.6222222222223,0.0,0.03945987654320987,0.0,0.028993581150987987,0.0,2026.0,6,0.29586802377985083,True,6.0,0.0,0.0,-0.028993581150987987,0.29586802377985083,7.041319762201493,70.59776360273727,신형 전환 영향 큼
아반떼,COMPACT,2019.0,2025-01,2025-04,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026.0,6,0.29586802377985083,True,7.0,,,0.0,0.29586802377985083,7.041319762201493,69.43802035669776,신형 전환 영향 큼
쏠라티,RV,2023.0,2025-01,2026-08,20,1188330.0,0.0,4.0,0.0,3300.9166666666665,0.0,0.024826388888888887,0.0,0.19153761347225087,0.0,2026.0,5,0.32241105414991444,True,3.0,0.0,0.0,-0.19153761347225087,0.32241105414991444,6.775889458500855,73.49767035113875,신형 전환 영향 큼
스타리아,RV,2022.0,2025-01,2026-03,15,914664.4736842106,0.0,9.0,0.0,635.1836622807018,0.0,0.011301118827160495,0.0,0.09969339660203812,0.0,2026.0,4,0.4927162961157018,True,4.0,0.0,0.0,-0.09969339660203812,0.4927162961157018,5.072837038842982,74.37848030581705,신형 전환 영향 큼
벤츠,IMPORTED,2019.0,2025-01,2025-04,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024.0,4,0.4977660104898143,True,5.0,,,0.0,0.4977660104898143,5.022339895101857,72.46649015734721,신형 전환 영향 큼
K3,COMPACT,2019.0,2025-01,2026-08,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024.0,6,0.5096633022446754,True,5.0,,,0.0,0.5096633022446754,4.9033669775532465,72.64494953367013,신형 전환 영향 큼
K5,MIDSIZE,2021.0,2025-01,2026-08,20,578760.0,0.0,10.0,0.0,643.0666666666667,0.0,0.024891975308641977,0.0,0.05290202774468709,0.0,2026.0,5,0.5952717455594867,True,5.0,0.0,0.0,-0.05290202774468709,0.5952717455594867,4.0472825444051335,76.04515729317978,신형 전환 영향 큼
팰리세이드,SUV,2023.0,2025-01,2026-03,15,3225499.9999999995,0.0,25.0,0.0,2756.8376068376065,0.0,0.053823599240265904,0.0,1.0,0.0,2026.0,3,0.6465151352683961,True,3.0,0.0,0.0,-1.0,0.6465151352683961,3.534848647316039,90.69772702902594,신형 전환 영향 큼
BMW 420i,IMPORTED,2022.0,2025-01,2026-03,15,1704775.0,0.0,11.0,0.0,4735.486111111111,0.0,0.07026427469135803,0.0,0.24694361579811452,0.0,2026.0,3,0.6608676055924351,True,4.0,0.0,0.0,-0.24694361579811452,0.6608676055924351,3.3913239440756495,82.79075871581111,신형 전환 영향 큼
쏘렌토,SUV,2018.0,2025-01,2025-04,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024.0,5,0.6984395137632284,True,6.0,,,0.0,0.6984395137632284,3.0156048623677156,75.47659270644843,신형 전환 영향 큼
G80,LUXURY,2019.0,2025-01,2025-04,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025.0,4,0.7106212634988327,True,6.0,,,0.0,0.7106212634988327,2.893787365011673,75.6593189524825,신형 전환 영향 큼
쏘나타,MIDSIZE,2021.0,2025-01,2026-08,20,943580.0,0.0,7.0,0.0,1048.4222222222222,0.0,0.025563271604938275,0.0,0.06536577687152455,0.0,2024.0,3,0.8761777418310065,True,3.0,0.0,0.0,-0.06536577687152455,0.8761777418310065,1.238222581689935,76.75729720232607,신형 전환 영향 큼
머스탱,IMPORTED,2021.0,2025-01,2026-03,15,441655.0,0.0,3.0,0.0,1635.7592592592594,0.0,0.01898148148148148,0.0,0.03329450604427403,0.0,2024.0,4,0.8928350654548943,True,3.0,0.0,0.0,-0.03329450604427403,0.8928350654548943,1.0716493454510567,75.72430622359438,신형 전환 영향 큼
머스탱,IMPORTED,2020.0,2025-01,2026-03,15,1229214.810810811,0.0,10.0,0.0,4552.647447447448,0.0,0.07217078189300412,0.0,0.09266531557041514,0.0,2024.0,4,0.8928350654548943,True,4.0,0.0,0.0,-0.09266531557041514,0.8928350654548943,1.0716493454510567,80.09913860464002,신형 전환 영향 큼
싼타페,SUV,2019.0,2025-01,2025-04,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024.0,2,1.0,True,5.0,,,0.0,1.0,0.0,80.0,신형 전환 영향 큼
베뉴,SUV,2019.0,2025-01,2025-04,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022.0,2,1.0,True,3.0,,,0.0,1.0,0.0,76.0,신형 전환 영향 큼
모닝,URBAN,2018.0,2025-01,2025-04,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022.0,2,1.0,True,4.0,,,0.0,1.0,0.0,78.0,신형 전환 영향 큼
QM6,SUV,2020.0,2025-01,2026-03,15,224745.0,0.0,3.0,0.0,624.2916666666666,0.0,0.009731867283950618,0.0,0.3581870531993319,0.0,2021.0,2,1.0,True,1.0,0.0,0.0,-0.3581870531993319,1.0,0.0,86.32748212797327,신형 전환 영향 큼
